iso3st,year,nreserve,nreserveg,resdebt,resimport,usdef
BLZ,1967,,,,,17.991423
BLZ,1968,,,,,18.777142
BLZ,1969,,,,,19.708204
BLZ,1970,,,,,20.745394
BLZ,1971,,,,,21.797146
BLZ,1972,,,,,22.740118
BLZ,1973,,,,,23.986258
BLZ,1974,,,,,26.144709
BLZ,1975,,,,,28.566437
BLZ,1976,5490665.5,5490665.5,59.902622,,30.13859
BLZ,1977,8020500,8020500,38.804306,,32.0112
BLZ,1978,13978000,13978000,41.959888,,34.262844
BLZ,1979,10463000,10463000,14.566233,,37.105537
BLZ,1980,12675500,12675500,20.105951,,40.457321
BLZ,1981,10334500,10334500,17.158812,,44.285458
BLZ,1982,9837497,9837497,14.092757,,47.021595
BLZ,1983,9305511,9305511,9.2465105,,48.863388
BLZ,1984,6072200.5,6072200.5,6.1483231,.45399627,50.62632
BLZ,1985,14812997,14812997,12.540069,1.150524,52.22739
BLZ,1986,26897012,26897012,22.06962,2.0166457,53.279194
BLZ,1987,36414764,36414764,26.542028,2.3461859,54.599125
BLZ,1988,51657192,51657192,39.052238,2.6916471,56.525108
BLZ,1989,59880052,59880052,43.639824,2.6603503,58.741322
BLZ,1990,69781504,69781504,48.883457,3.1106167,60.940205
BLZ,1991,53016556,53016556,32.770435,2.046313,63.001087
BLZ,1992,52942515.78,52942515.78,29.256285,1.8208948,64.43679
BLZ,1993,38746496,38746496,19.915598,1.26899,65.964149
BLZ,1994,34521492,34521492,17.376709,1.1903638,67.37262
BLZ,1995,37608482.67,37608484,14.739294,1.2873335,68.78521
BLZ,1996,58401984,58401984,20.743603,1.9841281,70.044502
BLZ,1997,59415503.25,59415504,13.200791,1.7588959,71.252388
BLZ,1998,44084980,44084980,13.220463,1.2325501,72.053169
BLZ,1999,71305512,71305512,17.116911,1.6612259,73.072792
BLZ,2000,122898992,122898992,19.510756,2.2686582,74.728035
BLZ,2001,112041496,112041496,15.518643,2.0252984,76.410675
BLZ,2002,114506520,114506520,13.478824,1.9855595,77.598091
BLZ,2003,84684001.23,84684001.23,7.9760365,1.36148,79.130127
BLZ,2004,48253483.79,48253483.79,4.9959378,.78971118,81.258003
BLZ,2005,71357473.86,71357473.86,6.9742088,1.0389175,83.805809
BLZ,2006,113721681,113721681,10.787158,1.541266,86.390244
BLZ,2007,108512535,108512535,10.089519,1.344095,88.730782
BLZ,2008,166162897.2,166162897.2,13.024387,1.7662513,90.440361
BLZ,2009,213683331.6,213683331.6,16.549612,2.8650451,90.998184
BLZ,2010,217999757.4,217999757.4,16.719351,2.692102,92.104073
BLZ,2011,237114250.4,237114250.4,18.601738,2.704185,94.00428
BLZ,2012,288924768.8,288924768.8,24.150377,3.0190289,95.754791
BLZ,2013,402752296.2,402752296.2,32.254219,4.0017161,97.384422
BLZ,2014,486876774.5,486876774.5,37.849266,4.4898987,99.08049
BLZ,2015,437151657.9,437151657.9,34.156952,4.0811954,100
BLZ,2016,376735092.7,376735092.7,29.19751,3.6235862,100.95033
BLZ,2017,312140148.2,312140148.2,23.312756,2.9584231,102.75814
BLZ,2018,294468435.1,294468435.1,21.83029,2.6976769,105.11222
BLZ,2019,277578761.1,277578761.1,20.150482,2.4195936,106.87654
BLZ,2020,348090076,348090076,22.810558,4.3149681,108.28797
BLZ,2021,420102782.5,420102782.5,28.968525,3.7800384,113.25269
BLZ,2022,482145605.5,482145605.5,32.905617,3.3673236,121.22684
BMU,1960,,,,,15.795792
BMU,1961,,,,,16.00906
BMU,1962,,,,,16.208313
BMU,1963,,,,,16.384724
BMU,1964,,,,,16.63114
BMU,1965,,,,,16.950428
BMU,1966,,,,,17.441784
BMU,1967,,,,,17.991423
BMU,1968,,,,,18.777142
BMU,1969,,,,,19.708204
BMU,1970,,,,,20.745394
BMU,1971,,,,,21.797146
BMU,1972,,,,,22.740118
BMU,1973,,,,,23.986258
BMU,1974,,,,,26.144709
BMU,1975,,,,,28.566437
BMU,1976,,,,,30.13859
BMU,1977,,,,,32.0112
BMU,1978,,,,,34.262844
BMU,1979,,,,,37.105537
BMU,1980,,,,,40.457321
BMU,1981,,,,,44.285458
BMU,1982,,,,,47.021595
BMU,1983,,,,,48.863388
BMU,1984,,,,,50.62632
BMU,1985,,,,,52.22739
BMU,1986,,,,,53.279194
BMU,1987,,,,,54.599125
BMU,1988,,,,,56.525108
BMU,1989,,,,,58.741322
BMU,1990,,,,,60.940205
BMU,1991,,,,,63.001087
BMU,1992,,,,,64.43679
BMU,1993,,,,,65.964149
BMU,1994,,,,,67.37262
BMU,1995,,,,,68.78521
BMU,1996,,,,,70.044502
BMU,1997,,,,,71.252388
BMU,1998,,,,,72.053169
BMU,1999,,,,,73.072792
BMU,2000,,,,,74.728035
BMU,2001,,,,,76.410675
BMU,2002,,,,,77.598091
BMU,2003,,,,,79.130127
BMU,2004,,,,,81.258003
BMU,2005,,,,,83.805809
BMU,2006,,,,,86.390244
BMU,2007,,,,,88.730782
BMU,2008,,,,,90.440361
BMU,2009,,,,,90.998184
BMU,2010,,,,,92.104073
BMU,2011,,,,,94.00428
BMU,2012,,,,,95.754791
BMU,2013,,,,,97.384422
BMU,2014,,,,,99.08049
BMU,2015,,,,,100
BMU,2016,,,,,100.95033
BMU,2017,,,,,102.75814
BMU,2018,,,,,105.11222
BMU,2019,,,,,106.87654
BMU,2020,,,,,108.28797
BMU,2021,,,,,113.25269
BMU,2022,,,,,121.22684
BOL,1960,6715418.4,5800000,,,15.795792
BOL,1961,7404270.65,6400000,,,16.00906
BOL,1962,4005989.98,1000000,,,16.208313
BOL,1963,10404576.44,8400000,,,16.384724
BOL,1964,22546124.32,17830000,,,16.63114
BOL,1965,36572986.48,29850000,,,16.950428
BOL,1966,41219613.49,33880000,,,17.441784
BOL,1967,37943132.8,28590000,,,17.991423
BOL,1968,41648875.1,28600000,,,18.777142
BOL,1969,42066867.2,30300000,,,19.708204
BOL,1970,46379966.09,32820000,,,20.745394
BOL,1971,56353200,39649152,8.1205912,,21.797146
BOL,1972,70587992,44257152,8.7197733,,22.740118
BOL,1973,100471232,54929832,11.803818,,23.986258
BOL,1974,252272320,176220048,26.655573,,26.144709
BOL,1975,196963504,139529728,18.227823,,28.566437
BOL,1976,206830672,151063984,15.200619,3.5270257,30.13859
BOL,1977,310364768,211088448,17.20978,4.4678226,32.0112
BOL,1978,315441344,169768528,14.092519,3.5559382,34.262844
BOL,1979,527840704,178200000,20.042685,4.7927423,37.105537
BOL,1980,553358336,106100000,19.871576,5.9736419,40.457321
BOL,1981,429267392,99839672,12.967566,3.3758495,44.285458
BOL,1982,562569856,155911024,16.439331,5.938457,47.021595
BOL,1983,508816416,160136112,12.216723,5.3405032,48.863388
BOL,1984,533100448,251639216,12.082403,5.7596159,50.62632
BOL,1985,492491232,200010992,10.054582,5.3760529,52.22739
BOL,1986,513310592,163670864,9.053072,5.2719336,53.279194
BOL,1987,530316448,97314184,8.9361029,5.2575989,54.599125
BOL,1988,472580576,105826912,9.4563417,5.0243349,56.525108
BOL,1989,563347072,204900000,13.31836,5.1576753,58.741322
BOL,1990,510931168,166810080,11.691853,4.5295315,60.940205
BOL,1991,422359456,106371520,10.155662,3.6541553,63.001087
BOL,1992,479572082.6,181792546.1,11.069498,3.6720681,64.43679
BOL,1993,572438144,223386896,13.008874,4.1669745,65.964149
BOL,1994,793388672,450958656,15.97903,6.1265535,67.37262
BOL,1995,1005482847,659954240,18.761545,6.6706071,68.78521
BOL,1996,1301661184,955010432,24.673775,7.9360714,70.044502
BOL,1997,1359051283,1086643712,25.579325,6.9191084,71.252388
BOL,1998,1218866944,948491200,21.427885,5.8757091,72.053169
BOL,1999,1248580096,974931904,22.078634,6.3975067,73.072792
BOL,2000,1184108288,926431168,20.094271,5.8167033,74.728035
BOL,2001,1146023680,886421952,23.905165,5.948298,76.410675
BOL,2002,892729152,580458240,17.48048,4.5013161,77.598091
BOL,2003,1096941370,716795371.9,18.705925,5.435329,79.130127
BOL,2004,1271422925,872372122.9,20.231195,5.4654346,81.258003
BOL,2005,1794984953,1327603534,25.76173,6.4064989,83.805809
BOL,2006,3193982720,2614812413,51.056606,9.3720484,86.390244
BOL,2007,5313631986,4554023297,104.91335,12.754048,88.730782
BOL,2008,7719766413,6927359028,135.40979,13.90756,90.440361
BOL,2009,8574579206,7583785264,148.34076,16.97312,90.998184
BOL,2010,9730683979,8133860291,168.4528,16.385771,92.104073
BOL,2011,11994673115,9910714358,194.0258,14.539543,94.00428
BOL,2012,13924289443,11659294426,210.42888,14.29401,95.754791
BOL,2013,14429068711,12782730516,177.22238,13.178061,97.384422
BOL,2014,15129277524,13480889095,170.29776,12.337399,99.08049
BOL,2015,13049620686,11600788401,131.87823,11.912608,100
BOL,2016,10053627485,8487385113,91.444389,10.4473,100.95033
BOL,2017,10245969450,8473883547,78.875473,9.4195976,102.75814
BOL,2018,8929614183,7177825600,67.401566,7.9091406,105.11222
BOL,2019,6455449942,4373778650,45.139374,5.9882722,106.87654
BOL,2020,5247234669,2662435864,34.028473,7.3258815,108.28797
BOL,2021,4730168840,2242414461,29.516304,5.0274048,113.25269
BOL,2022,3752070997,1274909496,23.552996,3.0378416,121.22684
BRA,1960,432848800,141000000,,,15.795792
BRA,1961,471156150,185000000,,,16.00906
BRA,1962,336000900,60000000,,,16.208313
BRA,1963,355042320,69000000,,,16.384724
BRA,1964,245487600,154000000,,,16.63114
BRA,1965,484251120,421000000,,,16.950428
BRA,1966,425796620,380120000,,,17.441784
BRA,1967,200149600,154460000,,,17.991423
BRA,1968,266422900,212330000,,,18.777142
BRA,1969,656773200,611330000,,,19.708204
BRA,1970,1189904670,1141660000,,,20.745394
BRA,1971,1753865216,1696186368,22.700016,,21.797146
BRA,1972,4218805760,4132748288,35.560757,,22.740118
BRA,1973,6508867072,6359911424,43.202354,,23.986258
BRA,1974,5463238144,5215752704,24.318933,,26.144709
BRA,1975,4166486528,3980374784,14.997308,2.9497249,28.566437
BRA,1976,6666854400,6488040960,19.723652,4.4841795,30.13859
BRA,1977,7441921024,7192021504,17.51033,4.795567,32.0112
BRA,1978,12190032896,11826399232,22.15077,6.7731814,34.262844
BRA,1979,9838705664,8966257664,15.92145,4.1436305,37.105537
BRA,1980,6875231744,5769329664,9.5510635,2.2759387,40.457321
BRA,1981,7479607808,6603517952,9.131032,2.3089366,44.285458
BRA,1982,3997356032,3927907328,4.2331996,1.2060511,47.021595
BRA,1983,4561475072,4355083776,4.6065173,1.749591,48.863388
BRA,1984,11960814592,11507920896,11.460569,4.7316465,50.62632
BRA,1985,11617954816,10604581888,11.152533,4.6882825,52.22739
BRA,1986,8184181248,7233512448,7.4642415,3.2176847,53.279194
BRA,1987,8134599680,6956784640,6.752018,3.2269487,54.599125
BRA,1988,9114472448,7996130816,7.7215505,3.3388383,56.525108
BRA,1989,9678275584,8484899840,8.421011,3.053405,58.741322
BRA,1990,9997590528,8238525952,8.3097277,2.9297686,60.940205
BRA,1991,9391631360,8675945472,7.7401404,2.9041791,63.001087
BRA,1992,23750647504,23007500004,18.335178,7.6823573,64.43679
BRA,1993,32247611392,31104569344,22.301317,8.3244705,65.964149
BRA,1994,38810779648,37388537856,25.382597,8.5005722,67.37262
BRA,1995,51842389631,50073010176,32.207397,7.9906068,68.78521
BRA,1996,60152475648,58789945344,33.088348,8.6400108,70.044502
BRA,1997,52208520617,51329503232,26.238035,6.3686228,71.252388
BRA,1998,44487192576,43164753920,18.383259,5.3579521,72.053169
BRA,1999,36342325248,35279323136,14.826644,4.9972258,73.072792
BRA,2000,33015298048,32433985536,13.613899,4.1415343,74.728035
BRA,2001,35866443776,35563040768,15.596838,4.4414444,76.410675
BRA,2002,37832146944,37461991424,16.310884,5.3691144,77.598091
BRA,2003,49297286966,48846596457,20.896828,6.8081822,79.130127
BRA,2004,52934865186,52461784860,23.985683,6.0189776,81.258003
BRA,2005,53799284977,53245209761,28.561258,5.0176549,83.805809
BRA,2006,85842861115,85156183464,44.17989,6.606328,86.390244
BRA,2007,180334000000,179433000000,75.629196,10.753562,88.730782
BRA,2008,193783000000,192844000000,73.693871,8.3314228,90.440361
BRA,2009,238539000000,237364000000,84.693237,12.965832,90.998184
BRA,2010,288575000000,287056000000,81.896645,10.228061,92.104073
BRA,2011,352010000000,350356000000,87.1213,10.526579,94.00428
BRA,2012,373161000000,369566000000,84.713699,11.630953,95.754791
BRA,2013,358816000000,356214000000,74.176262,11.204988,97.384422
BRA,2014,363570000000,360965000000,65.282349,11.347404,99.08049
BRA,2015,356465000000,354175000000,65.599319,14.648249,100
BRA,2016,364984000000,362505000000,67.184387,16.603386,100.95033
BRA,2017,373956000000,371151000000,68.868362,14.861069,102.75814
BRA,2018,374710000000,371934000000,67.180519,13.164407,105.11222
BRA,2019,356886000000,353588000000,62.753792,12.126367,106.87654
BRA,2020,355614000000,351519000000,64.739479,14.772618,108.28797
BRA,2021,362210000000,354623000000,63.378075,10.971621,113.25269
BRA,2022,324673000000,317119000000,56.113724,8.2434683,121.22684
BRB,1960,,,,,15.795792
BRB,1961,,,,,16.00906
BRB,1962,,,,,16.208313
BRB,1963,,,,,16.384724
BRB,1964,,,,,16.63114
BRB,1965,,,,,16.950428
BRB,1966,12110000,12110000,,,17.441784
BRB,1967,9250000,9250000,,1.1921966,17.991423
BRB,1968,15520000,15520000,,1.765133,18.777142
BRB,1969,12470000,12470000,,1.2104702,19.708204
BRB,1970,16580000,16580000,,1.3440504,20.745394
BRB,1971,18860582,18860582,,1.4419703,21.797146
BRB,1972,27988872,27988872,,1.8819475,22.740118
BRB,1973,32374268,32374268,,1.8846213,23.986258
BRB,1974,39152392,39152392,,2.0506759,26.144709
BRB,1975,39579072,39579072,,1.8907646,28.566437
BRB,1976,27977462,27977462,,1.2176739,30.13859
BRB,1977,37006128,37006128,,1.4057895,32.0112
BRB,1978,59836292,59836292,,1.9452984,34.262844
BRB,1979,66117380,66117380,,1.6495377,37.105537
BRB,1980,80572816,78922216,,1.5590006,40.457321
BRB,1981,102966360,100557504,,1.7922003,44.285458
BRB,1982,124370272,121601456,,2.1840441,47.021595
BRB,1983,125586464,123274576,,2.0190248,48.863388
BRB,1984,134385152,132516856,,2.0338655,50.62632
BRB,1985,141755184,139773568,,2.2759521,52.22739
BRB,1986,154080960,151712112,,2.3979821,53.279194
BRB,1987,148145904,145212256,,2.4408543,54.599125
BRB,1988,137948752,135462640,,2.1346788,56.525108
BRB,1989,111894936,109464880,,1.515136,58.741322
BRB,1990,117535616,117535616,,1.5195564,60.940205
BRB,1991,87245216,87245216,,1.1537604,63.001087
BRB,1992,139962500.7,139962500.7,,2.2923408,64.43679
BRB,1993,150453024,150453024,,2.1599324,65.964149
BRB,1994,195765856,195765856,,2.6222267,67.37262
BRB,1995,219099891.1,219099888,,2.4007297,68.78521
BRB,1996,289685888,289685888,,2.921458,70.044502
BRB,1997,264917582.8,264917584,,2.3520873,71.252388
BRB,1998,365945248,365945248,,3.0964761,72.053169
BRB,1999,301944448,301944448,,2.385339,73.072792
BRB,2000,472693472,472693472,,3.4539831,74.728035
BRB,2001,690373632,690373632,,5.2927179,76.410675
BRB,2002,668514880,668514880,,4.9992337,77.598091
BRB,2003,737943173,737943173,,4.8886433,79.130127
BRB,2004,579857104.1,579857104.1,,3.4010201,81.258003
BRB,2005,603465289.1,603465289.1,,3.0923448,83.805809
BRB,2006,636089800.4,636089800.4,,2.9374242,86.390244
BRB,2007,839429792.7,839429792.7,,3.727123,88.730782
BRB,2008,738527014.8,738527014.8,,3.0852516,90.440361
BRB,2009,871145394,871145394,,4.1910329,90.998184
BRB,2010,833540950.4,833540950.4,,3.9563024,92.104073
BRB,2011,812596875.6,812596875.6,,3.6111987,94.00428
BRB,2012,839722748,839722748,,3.6877413,95.754791
BRB,2013,680957827.2,680957827.2,,2.8140497,97.384422
BRB,2014,632258680.1,632258680.1,,2.4626288,99.08049
BRB,2015,553604323.9,553604323.9,,2.4191587,100
BRB,2016,431758242,431758242,,1.6834401,100.95033
BRB,2017,265841633.1,265841633.1,,1.2564051,102.75814
BRB,2018,533906813,533906813,,,105.11222
BRB,2019,772118649.5,772118649.5,,,106.87654
BRB,2020,1358013876,1358013876,,,108.28797
BRB,2021,1672884485,1672884485,,,113.25269
BRB,2022,1519660180,1519660180,,,121.22684
BRN,1960,,,,,15.795792
BRN,1961,,,,,16.00906
BRN,1962,,,,,16.208313
BRN,1963,,,,,16.384724
BRN,1964,,,,,16.63114
BRN,1965,,,,,16.950428
BRN,1966,,,,,17.441784
BRN,1967,,,,,17.991423
BRN,1968,,,,,18.777142
BRN,1969,,,,,19.708204
BRN,1970,,,,,20.745394
BRN,1971,,,,,21.797146
BRN,1972,,,,,22.740118
BRN,1973,,,,,23.986258
BRN,1974,,,,,26.144709
BRN,1975,,,,,28.566437
BRN,1976,,,,,30.13859
BRN,1977,,,,,32.0112
BRN,1978,,,,,34.262844
BRN,1979,,,,,37.105537
BRN,1980,,,,,40.457321
BRN,1981,,,,,44.285458
BRN,1982,,,,,47.021595
BRN,1983,,,,,48.863388
BRN,1984,,,,,50.62632
BRN,1985,,,,,52.22739
BRN,1986,,,,,53.279194
BRN,1987,,,,,54.599125
BRN,1988,,,,,56.525108
BRN,1989,,,,,58.741322
BRN,1990,,,,,60.940205
BRN,1991,,,,,63.001087
BRN,1992,,,,,64.43679
BRN,1993,,,,,65.964149
BRN,1994,,,,,67.37262
BRN,1995,,,,,68.78521
BRN,1996,,,,,70.044502
BRN,1997,,,,,71.252388
BRN,1998,,,,,72.053169
BRN,1999,516845024,516845024,,,73.072792
BRN,2000,408340576,408340576,,,74.728035
BRN,2001,381821184,381821184,,1.974208,76.410675
BRN,2002,448994016,448994016,,2.1335058,77.598091
BRN,2003,474743404,474743404,,2.2852173,79.130127
BRN,2004,488889689.1,488889689.1,,2.2448509,81.258003
BRN,2005,491885270.1,491885270.1,,2.1764374,83.805809
BRN,2006,513570258.7,513570258.7,,2.0649192,86.390244
BRN,2007,667491396.6,667491396.6,,2.2790539,88.730782
BRN,2008,751159763.9,751159763.9,,1.9989687,90.440361
BRN,2009,1357268957,1357268957,,4.0913782,90.998184
BRN,2010,1563162507,1563162507,,3.8487761,92.104073
BRN,2011,2583674788,2486782108,,4.4084802,94.00428
BRN,2012,3449167917,3285313962,,5.0602155,95.754791
BRN,2013,3575273902,3398517136,,4.7831416,97.384422
BRN,2014,3648818757,3471224497,,6.3589301,99.08049
BRN,2015,3366322585,3211355888,,7.5978165,100
BRN,2016,3487053369,3321823469,,9.2057781,100.95033
BRN,2017,3488124300,3299647425,,8.9823208,102.75814
BRN,2018,3407126455,3220619855,,6.2004967,105.11222
BRN,2019,4272696958,4051939715,,6.8617125,106.87654
BRN,2020,3997356505,3721321940,,6.9098473,108.28797
BRN,2021,4982141346,4717077820,,5.9265337,113.25269
BRN,2022,5034739047,4770778313,,5.4798031,121.22684
BTN,1960,,,,,15.795792
BTN,1961,,,,,16.00906
BTN,1962,,,,,16.208313
BTN,1963,,,,,16.384724
BTN,1964,,,,,16.63114
BTN,1965,,,,,16.950428
BTN,1966,,,,,17.441784
BTN,1967,,,,,17.991423
BTN,1968,,,,,18.777142
BTN,1969,,,,,19.708204
BTN,1970,,,,,20.745394
BTN,1971,,,,,21.797146
BTN,1972,,,,,22.740118
BTN,1973,,,,,23.986258
BTN,1974,,,,,26.144709
BTN,1975,,,,,28.566437
BTN,1976,,,,,30.13859
BTN,1977,,,,,32.0112
BTN,1978,,,,,34.262844
BTN,1979,,,,,37.105537
BTN,1980,,,,,40.457321
BTN,1981,,,,,44.285458
BTN,1982,,,,,47.021595
BTN,1983,35480124,35480124,2011.2185,,48.863388
BTN,1984,43047368,43047368,1575.7157,,50.62632
BTN,1985,53322920,53322920,603.6734,,52.22739
BTN,1986,61001772,61001772,291.12781,,53.279194
BTN,1987,86949128,86949128,216.06137,,54.599125
BTN,1988,95679184,95679184,142.62715,,56.525108
BTN,1989,90027656,90027656,121.89667,,58.741322
BTN,1990,88834208,88834208,106.33009,,60.940205
BTN,1991,101300000,101300000,117.32728,,63.001087
BTN,1992,85120004.69,85120004.69,95.427208,,64.43679
BTN,1993,97959128,97959128,101.38642,,65.964149
BTN,1994,121400000,121400000,116.1634,,67.37262
BTN,1995,130457701.2,130457704,123.342,,68.78521
BTN,1996,190071376,190071376,168.14458,,70.044502
BTN,1997,188716779,188716784,157.76375,,71.252388
BTN,1998,256803120,256803120,150.14037,,72.053169
BTN,1999,292285632,292285632,152.20506,,73.072792
BTN,2000,317632416,317632416,150.12971,,74.728035
BTN,2001,323362176,323362176,118.57256,,76.410675
BTN,2002,354949472,354949472,91.943924,,77.598091
BTN,2003,366596385.8,366596385.8,74.265991,,79.130127
BTN,2004,398620011.7,398620011.7,66.291176,,81.258003
BTN,2005,467426180.8,467426180.8,71.188644,,83.805809
BTN,2006,545324764.6,545324764.6,75.622688,12.474848,86.390244
BTN,2007,699049465.4,699049465.4,87.24614,13.684346,88.730782
BTN,2008,764803120.5,764803120.5,110.34913,10.987296,90.440361
BTN,2009,890893416.6,890893416.6,113.26612,14.547027,90.998184
BTN,2010,1002139102,1002139102,107.22317,11.746972,92.104073
BTN,2011,789643751.6,789643751.6,73.764549,6.6477952,94.00428
BTN,2012,954678385.1,954678385.1,65.855827,8.5574512,95.754791
BTN,2013,991306676.5,991306676.5,64.869698,9.2635393,97.384422
BTN,2014,1245086667,1245086667,67.625282,11.803142,99.08049
BTN,2015,1103179129,1103179129,54.854404,9.6061172,100
BTN,2016,1127277332,1127277332,49.233173,9.4370327,100.95033
BTN,2017,1206238191,1206238191,46.252335,9.885725,102.75814
BTN,2018,987247035.6,987247035.6,38.685577,7.8974781,105.11222
BTN,2019,1238371618,1228298799,45.801075,9.9856453,106.87654
BTN,2020,1426914818,1423132618,46.988117,12.530396,108.28797
BTN,2021,976260349.6,932577948.5,31.811741,9.7369518,113.25269
BTN,2022,,,,,121.22684
BWA,1960,,,,,15.795792
BWA,1961,,,,,16.00906
BWA,1962,,,,,16.208313
BWA,1963,,,,,16.384724
BWA,1964,,,,,16.63114
BWA,1965,,,,,16.950428
BWA,1966,,,,,17.441784
BWA,1967,,,,,17.991423
BWA,1968,,,,,18.777142
BWA,1969,,,,,19.708204
BWA,1970,,,,,20.745394
BWA,1971,,,,,21.797146
BWA,1972,,,,,22.740118
BWA,1973,,,,,23.986258
BWA,1974,,,,,26.144709
BWA,1975,,,,,28.566437
BWA,1976,72322792,72322792,43.47546,2.795083,30.13859
BWA,1977,96693344,96693344,52.108395,3.1302235,32.0112
BWA,1978,146934800,146934800,117.04466,3.7888453,34.262844
BWA,1979,261115120,261115120,200.82893,4.7003989,37.105537
BWA,1980,334034880,334034880,246.28555,4.2038093,40.457321
BWA,1981,236697664,236697664,148.36224,2.994391,44.285458
BWA,1982,276051680,276051680,134.78575,4.1075087,47.021595
BWA,1983,376231968,376231968,164.92523,4.7296181,48.863388
BWA,1984,453826976,453826976,170.02692,5.6476374,50.62632
BWA,1985,758347200,758347200,219.38934,10.825782,52.22739
BWA,1986,1161484416,1161484416,285.35223,13.812446,53.279194
BWA,1987,2012954496,2012954496,370.43506,16.979519,54.599125
BWA,1988,2217139456,2217139456,416.28522,15.01012,56.525108
BWA,1989,2790999040,2790999040,507.60168,17.658651,58.741322
BWA,1990,3331456000,3331456000,602.51996,15.933999,60.940205
BWA,1991,3718662656,3718662656,607.06989,18.541477,63.001087
BWA,1992,3793418942,3793418942,625.61688,19.400208,64.43679
BWA,1993,4097336576,4097336576,617.08374,24.079441,65.964149
BWA,1994,4401465856,4401465856,628.42371,24.781366,67.37262
BWA,1995,4695481047,4695480832,654.73895,21.964724,68.78521
BWA,1996,5027655168,5027655168,802.45996,23.511137,70.044502
BWA,1997,5675003356,5675003392,987.42529,21.743258,71.252388
BWA,1998,5940671488,5940671488,1116.3129,23.694332,72.053169
BWA,1999,6228827136,6228827136,1220.8809,24.20924,73.072792
BWA,2000,6318214144,6318214144,1396.4922,24.859171,74.728035
BWA,2001,5897250304,5897250304,1473.0131,26.729042,76.410675
BWA,2002,5473918976,5473918976,1114.0568,21.460909,77.598091
BWA,2003,5339775870,5339775870,1038.6115,16.81657,79.130127
BWA,2004,5661431015,5661431015,1097.6099,13.994111,81.258003
BWA,2005,6309056418,6309056418,1369.929,15.890487,83.805809
BWA,2006,7992391905,7992391905,2191.3083,20.549355,86.390244
BWA,2007,9789741088,9789741088,2302.4417,19.601093,88.730782
BWA,2008,9118637749,9118637749,2033.1013,15.725208,90.440361
BWA,2009,8703960321,8703960321,529.66321,17.479132,90.998184
BWA,2010,7885211136,7885211136,436.38516,12.397479,92.104073
BWA,2011,8081886824,8081886824,337.42169,10.946203,94.00428
BWA,2012,7627970306,7627970306,301.93365,9.8452406,95.754791
BWA,2013,7726052444,7726052444,323.49866,9.1873055,97.384422
BWA,2014,8322771529,8322771529,332.97311,10.266911,99.08049
BWA,2015,7546144960,7546144960,337.38745,10.297415,100
BWA,2016,7188821775,7188821775,338.06699,10.234514,100.95033
BWA,2017,7490512373,7490512373,430.14639,11.360881,102.75814
BWA,2018,6656913638,6656913638,373.5564,8.6936846,105.11222
BWA,2019,6170221067,6170221067,394.23904,8.3524485,106.87654
BWA,2020,4940893803,4940893803,309.30307,7.7421045,108.28797
BWA,2021,4801608912,4801608912,242.31851,6.003736,113.25269
BWA,2022,4278950590,4278950590,217.37326,4.9860454,121.22684
CAF,1960,,,,,15.795792
CAF,1961,,,,,16.00906
CAF,1962,600000,600000,,,16.208313
CAF,1963,1760000,1760000,,,16.384724
CAF,1964,7133000,7133000,,,16.63114
CAF,1965,10163000,10163000,,,16.950428
CAF,1966,6423000,6423000,,,17.441784
CAF,1967,4753000,4753000,,,17.991423
CAF,1968,4697251.474,4697251.474,,,18.777142
CAF,1969,1196210.621,1196210.621,,,19.708204
CAF,1970,1388412.391,1388412.391,,,20.745394
CAF,1971,210643.1875,210643.1875,.74117887,,21.797146
CAF,1972,1718495,1718495,4.6685882,,22.740118
CAF,1973,1782983.5,1782983.5,3.1752942,,23.986258
CAF,1974,1743214,1743214,2.5422106,,26.144709
CAF,1975,3828943.5,3828943.5,4.8369555,,28.566437
CAF,1976,18828694,18828694,19.908138,,30.13859
CAF,1977,26274570,25350850,19.911001,1.7763963,32.0112
CAF,1978,26054788,24133788,18.301971,1.5020542,34.262844
CAF,1979,49946032,44109232,31.646975,2.3573992,37.105537
CAF,1980,61698156,54977856,31.694458,2.2488673,40.457321
CAF,1981,73805736,69274240,31.624166,3.6701739,44.285458
CAF,1982,51578532,46369872,20.348778,2.3065484,47.021595
CAF,1983,51141020,46791920,19.82918,2.4068551,48.863388
CAF,1984,56097888,52675756,21.279686,2.8186557,50.62632
CAF,1985,53253228,49623528,15.501917,2.2049184,52.22739
CAF,1986,69693552,65354560,15.089655,2.3373399,53.279194
CAF,1987,102100344,96726832,16.525467,3.2757437,54.599125
CAF,1988,113027528,108473752,16.899137,3.8610382,56.525108
CAF,1989,117515576,113064472,16.94438,4.0079217,58.741322
CAF,1990,122909408,118625896,17.596066,3.4102037,60.940205
CAF,1991,106910592,102976440,13.461756,3.838073,63.001087
CAF,1992,103830263.8,100122524.3,12.757344,3.4240353,64.43679
CAF,1993,116326744,111980376,13.292526,4.4564872,65.964149
CAF,1994,214276448,210012400,24.128851,9.626483,67.37262
CAF,1995,237946017.5,233643040,25.153303,,68.78521
CAF,1996,236343696,232235424,25.338459,,70.044502
CAF,1997,181786252.9,178557488,20.58831,,71.252388
CAF,1998,148903856,145701792,16.205894,,72.053169
CAF,1999,139507408,136278096,15.09503,,73.072792
CAF,2000,136311952,133258424,15.685912,,74.728035
CAF,2001,121827808,118751464,14.593465,,76.410675
CAF,2002,127052248,123238808,11.725272,,77.598091
