iso3st,year,nreserve,nreserveg,resdebt,resimport,usdef
ABW,1960,,,,,15.795792
ABW,1961,,,,,16.00906
ABW,1962,,,,,16.208313
ABW,1963,,,,,16.384724
ABW,1964,,,,,16.63114
ABW,1965,,,,,16.950428
ABW,1966,,,,,17.441784
ABW,1967,,,,,17.991423
ABW,1968,,,,,18.777142
ABW,1969,,,,,19.708204
ABW,1970,,,,,20.745394
ABW,1971,,,,,21.797146
ABW,1972,,,,,22.740118
ABW,1973,,,,,23.986258
ABW,1974,,,,,26.144709
ABW,1975,,,,,28.566437
ABW,1976,,,,,30.13859
ABW,1977,,,,,32.0112
ABW,1978,,,,,34.262844
ABW,1979,,,,,37.105537
ABW,1980,,,,,40.457321
ABW,1981,,,,,44.285458
ABW,1982,,,,,47.021595
ABW,1983,,,,,48.863388
ABW,1984,,,,,50.62632
ABW,1985,,,,,52.22739
ABW,1986,112720000,73630000,,4.9251943,53.279194
ABW,1987,127140000,78730000,,4.5706563,54.599125
ABW,1988,131945000,90920000,,3.3844979,56.525108
ABW,1989,127170000,87070000,,2.9218223,58.741322
ABW,1990,136430000,97930000,,2.2174003,60.940205
ABW,1991,154950000,119590000,,1.1795464,63.001087
ABW,1992,175435000,142110000,,1.2928754,64.43679
ABW,1993,220304992,181240000,,1.5191985,65.964149
ABW,1994,215915008,177590000,,1.3942982,67.37262
ABW,1995,255345000,216670000,,1.5001807,68.78521
ABW,1996,224544992,187620000,,1.0402732,70.044502
ABW,1997,201350001,172330000,,.87865388,71.252388
ABW,1998,250970000,222190000,,1.4264112,72.053169
ABW,1999,248935008,219910000,,1.7874987,73.072792
ABW,2000,235455008,208010000,,1.7850343,74.728035
ABW,2001,321360608,293710624,,2.2753444,76.410675
ABW,2002,374002944,339727936,,2.5581157,77.598091
ABW,2003,336945700,295220700,,2.1548409,79.130127
ABW,2004,339224000,295424000,,.9370178,81.258003
ABW,2005,324813400,273513400,,.70499045,83.805809
ABW,2006,401389600,337819600,,.85287029,86.390244
ABW,2007,455457100,372082100,,.85574496,88.730782
ABW,2008,691873900,604898900,,1.1859938,90.440361
ABW,2009,686970110,578220110,,2.5026488,90.998184
ABW,2010,708713690,568163690,,3.7635467,92.104073
ABW,2011,689775980,536675980,,1.1747198,94.00428
ABW,2012,768622300,602222300,,3.0534506,95.754791
ABW,2013,653170670,532720670,,3.1814606,97.384422
ABW,2014,680351000,559751000,,3.3921397,99.08049
ABW,2015,815800560,709800560,,4.2424111,100
ABW,2016,922550890,807960890,,5.0355735,100.95033
ABW,2017,907111452.5,777461452.5,,4.8016934,102.75814
ABW,2018,980247680,852082680,,4.6171694,105.11222
ABW,2019,982300000,830000000,,4.7376513,106.87654
ABW,2020,1212578720,1023468720,,8.1287556,108.28797
ABW,2021,1512960280,1330950280,,8.6089087,113.25269
ABW,2022,1543940590,1362705590,,6.9782844,121.22684
AFG,1960,50690800,10000000,,,15.795792
AFG,1961,42444500,6240000,,,16.00906
AFG,1962,40592100,4470000,,,16.208313
AFG,1963,45547800,9240000,,,16.384724
AFG,1964,44619680,8130000,,,16.63114
AFG,1965,45434560,8980000,,,16.950428
AFG,1966,47114050,12100000,,,17.441784
AFG,1967,38528800,5300000,,,17.991423
AFG,1968,45589800,6120000,,,18.777142
AFG,1969,41373600,8180000,,,19.708204
AFG,1970,49488930,12530000,,,20.745394
AFG,1971,67614024,26950866,,,21.797146
AFG,1972,81289664,20802860,,,22.740118
AFG,1973,126230160,21613158,,,23.986258
AFG,1974,201456352,27638356,,,26.144709
AFG,1975,217260896,86547904,,,28.566437
AFG,1976,256505584,130918576,,,30.13859
AFG,1977,431038912,275820960,,,32.0112
AFG,1978,605029120,390555104,,,34.262844
AFG,1979,934779008,441211040,,14.067405,37.105537
AFG,1980,940035968,371168480,,12.201656,40.457321
AFG,1981,657880768,274293248,,7.3064036,44.285458
AFG,1982,698660800,257752304,,8.4720392,47.021595
AFG,1983,582311040,214163536,,6.5742145,48.863388
AFG,1984,526217152,228707632,,4.4487853,50.62632
AFG,1985,610761728,295206720,,6.7593293,52.22739
AFG,1986,635742144,258523648,,5.6314354,53.279194
AFG,1987,746832960,279676448,,8.3592901,54.599125
AFG,1988,657015424,261124192,,9.1326132,56.525108
AFG,1989,630659712,243694704,,10.299288,58.741322
AFG,1990,637925696,266400672,,,60.940205
AFG,1991,576118912,234894928,,,63.001087
AFG,1992,,,,,64.43679
AFG,1993,,,,,65.964149
AFG,1994,,,,,67.37262
AFG,1995,,,,,68.78521
AFG,1996,,,,,70.044502
AFG,1997,,,,,71.252388
AFG,1998,,,,,72.053169
AFG,1999,,,,,73.072792
AFG,2000,,,,,74.728035
AFG,2001,,,,,76.410675
AFG,2002,,,,,77.598091
AFG,2003,,,,,79.130127
AFG,2004,,,,,81.258003
AFG,2005,,,,,83.805809
AFG,2006,,,,,86.390244
AFG,2007,,,,,88.730782
AFG,2008,3042274496,2430835946,141.90033,9.4251375,90.440361
AFG,2009,4265888740,3501370864,171.9968,12.205605,90.998184
AFG,2010,5162440807,4174367358,211.93636,10.457387,92.104073
AFG,2011,6344641960,5268341390,255.28357,10.343973,94.00428
AFG,2012,7152304398,5982504171,277.15408,8.6772089,95.754791
AFG,2013,7288702711,6441933256,281.65909,8.5881376,97.384422
AFG,2014,7528549880,6680725917,297.58698,10.702695,99.08049
AFG,2015,6976966154,6231780913,268.66339,9.7701941,100
AFG,2016,7281910524,6476337159,280.4996,11.82806,100.95033
AFG,2017,8097280956,7185835046,294.23401,12.134276,102.75814
AFG,2018,8206682106,7305675820,306.36118,12.178587,105.11222
AFG,2019,8497655795,7426979266,319.25839,13.748909,106.87654
AFG,2020,9748946327,8419488004,320.6814,16.631634,108.28797
AFG,2021,,,,,113.25269
AFG,2022,,,,,121.22684
AGO,1960,,,,,15.795792
AGO,1961,,,,,16.00906
AGO,1962,,,,,16.208313
AGO,1963,,,,,16.384724
AGO,1964,,,,,16.63114
AGO,1965,,,,,16.950428
AGO,1966,,,,,17.441784
AGO,1967,,,,,17.991423
AGO,1968,,,,,18.777142
AGO,1969,,,,,19.708204
AGO,1970,,,,,20.745394
AGO,1971,,,,,21.797146
AGO,1972,,,,,22.740118
AGO,1973,,,,,23.986258
AGO,1974,,,,,26.144709
AGO,1975,,,,,28.566437
AGO,1976,,,,,30.13859
AGO,1977,,,,,32.0112
AGO,1978,,,,,34.262844
AGO,1979,,,,,37.105537
AGO,1980,,,,,40.457321
AGO,1981,,,,,44.285458
AGO,1982,,,,,47.021595
AGO,1983,,,,,48.863388
AGO,1984,,,,,50.62632
AGO,1985,,,,,52.22739
AGO,1986,,,,,53.279194
AGO,1987,,,,,54.599125
AGO,1988,,,,,56.525108
AGO,1989,,,,,58.741322
AGO,1990,,,,,60.940205
AGO,1991,,,,,63.001087
AGO,1992,,,,,64.43679
AGO,1993,,,,,65.964149
AGO,1994,,,,,67.37262
AGO,1995,228335521.2,228335520,1.9851736,.63688111,68.78521
AGO,1996,555691264,555691264,5.2693043,1.1150166,70.044502
AGO,1997,392514285.9,392514272,3.9455516,.75537384,71.252388
AGO,1998,202442608,202442608,1.8772365,.42486894,72.053169
AGO,1999,491400192,491400192,4.6040387,.83055776,73.072792
AGO,2000,1198212352,1198212352,12.272408,1.9289165,74.728035
AGO,2001,731866176,731866176,8.3385334,1.060513,76.410675
AGO,2002,375545952,375545952,4.1182632,.5159505,77.598091
AGO,2003,634199422.3,634199422.3,6.9580622,.72204894,79.130127
AGO,2004,1379588147,1379588147,14.075723,1.2583574,81.258003
AGO,2005,3196850749,3196850749,26.121536,1.9979422,83.805809
AGO,2006,8149079646,8149079646,82.270882,4.3246999,86.390244
AGO,2007,11196800894,11196800894,93.761391,3.8915734,88.730782
AGO,2008,17869411576,17869411576,114.57668,3.7448094,90.440361
AGO,2009,13664098154,13664098154,67.386246,3.3611381,90.998184
AGO,2010,19678661657,19678661657,73.439972,5.4109182,92.104073
AGO,2011,27039761554,27039761554,77.970329,6.0305605,94.00428
AGO,2012,31161778889,31161778889,86.164803,6.6149464,95.754791
AGO,2013,31500815462,31500815462,72.666054,6.2884865,97.384422
AGO,2014,27032344084,27032344084,58.862789,5.1462908,99.08049
AGO,2015,23790543425,23790543425,48.779568,6.4820457,100
AGO,2016,23672191989,23672191989,41.21627,9.0838709,100.95033
AGO,2017,17455327771,17455327771,29.71328,5.8181868,102.75814
AGO,2018,15410405365,15410405365,24.939365,5.4126401,105.11222
AGO,2019,16334853784,16334853784,26.222969,6.4250941,106.87654
AGO,2020,13781988140,13781988140,21.077436,8.0261478,108.28797
AGO,2021,14468113826,14468113826,21.892641,6.9491544,113.25269
AGO,2022,13654715740,13654715740,22.717516,4.376833,121.22684
ALB,1960,,,,,15.795792
ALB,1961,,,,,16.00906
ALB,1962,,,,,16.208313
ALB,1963,,,,,16.384724
ALB,1964,,,,,16.63114
ALB,1965,,,,,16.950428
ALB,1966,,,,,17.441784
ALB,1967,,,,,17.991423
ALB,1968,,,,,18.777142
ALB,1969,,,,,19.708204
ALB,1970,,,,,20.745394
ALB,1971,,,,,21.797146
ALB,1972,,,,,22.740118
ALB,1973,,,,,23.986258
ALB,1974,,,,,26.144709
ALB,1975,,,,,28.566437
ALB,1976,,,,,30.13859
ALB,1977,,,,,32.0112
ALB,1978,,,,,34.262844
ALB,1979,,,,,37.105537
ALB,1980,,,,,40.457321
ALB,1981,,,,,44.285458
ALB,1982,,,,,47.021595
ALB,1983,,,,,48.863388
ALB,1984,,,,,50.62632
ALB,1985,,,,,52.22739
ALB,1986,,,,,53.279194
ALB,1987,,,,,54.599125
ALB,1988,,,,,56.525108
ALB,1989,,,,,58.741322
ALB,1990,,,,,60.940205
ALB,1991,,,,,63.001087
ALB,1992,,,,,64.43679
ALB,1993,166509696,147417856,21.183535,2.5152524,65.964149
ALB,1994,223594864,204804112,25.318878,3.4630077,67.37262
ALB,1995,265298058,241050768,57.816429,3.6821382,68.78521
ALB,1996,323376832,280860640,65.727745,3.4545732,70.044502
ALB,1997,342425753,308927392,66.300293,5.8902459,71.252388
ALB,1998,417921472,384220640,67.018326,6.3307047,72.053169
ALB,1999,523112288,488299680,67.664864,6.5635166,73.072792
ALB,2000,646305664,615647360,57.600372,5.7043748,74.728035
ALB,2001,770581248,739902976,66.756882,5.7481041,76.410675
ALB,2002,866478208,838777664,73.403809,5.6262078,77.598091
ALB,2003,1038294231,1009421266,66.970177,5.4401393,79.130127
ALB,2004,1387912854,1357601602,86.542007,5.701663,81.258003
ALB,2005,1439592137,1404087725,67.708336,4.8621707,83.805809
ALB,2006,1812802560,1768802845,72.019463,5.2516894,86.390244
ALB,2007,2161936583,2104224659,72.875801,4.7784228,88.730782
ALB,2008,2363791897,2319777467,55.528492,3.9690416,90.440361
ALB,2009,2368942443,2313907809,51.441006,4.3081875,90.998184
ALB,2010,2540673823,2469547484,46.733006,4.8554559,92.104073
ALB,2011,2471402725,2393924086,38.114262,4.2320104,94.00428
ALB,2012,2599863597,2515654271,35.20715,5.0439305,95.754791
ALB,2013,2773278107,2712322498,32.071972,5.4030318,97.384422
ALB,2014,2665215805,2604184282,31.309612,4.8732023,99.08049
ALB,2015,3138517990,3084875026,37.155209,7.0375838,100
ALB,2016,3108607052,3050641047,36.502182,6.5435023,100.95033
ALB,2017,3588583657,3523758657,36.612766,6.5748954,102.75814
ALB,2018,3893560031,3829477531,40.343231,6.3705573,105.11222
ALB,2019,3763661059,3626591059,40.580547,5.9445882,106.87654
ALB,2020,4817386149,4647187149,45.978981,9.1648235,108.28797
ALB,2021,5634561134,5470752134,50.969006,7.7505322,113.25269
ALB,2022,5266463584,5085228584,50.37273,6.3365598,121.22684
AND,1960,,,,,15.795792
AND,1961,,,,,16.00906
AND,1962,,,,,16.208313
AND,1963,,,,,16.384724
AND,1964,,,,,16.63114
AND,1965,,,,,16.950428
AND,1966,,,,,17.441784
AND,1967,,,,,17.991423
AND,1968,,,,,18.777142
AND,1969,,,,,19.708204
AND,1970,,,,,20.745394
AND,1971,,,,,21.797146
AND,1972,,,,,22.740118
AND,1973,,,,,23.986258
AND,1974,,,,,26.144709
AND,1975,,,,,28.566437
AND,1976,,,,,30.13859
AND,1977,,,,,32.0112
AND,1978,,,,,34.262844
AND,1979,,,,,37.105537
AND,1980,,,,,40.457321
AND,1981,,,,,44.285458
AND,1982,,,,,47.021595
AND,1983,,,,,48.863388
AND,1984,,,,,50.62632
AND,1985,,,,,52.22739
AND,1986,,,,,53.279194
AND,1987,,,,,54.599125
AND,1988,,,,,56.525108
AND,1989,,,,,58.741322
AND,1990,,,,,60.940205
AND,1991,,,,,63.001087
AND,1992,,,,,64.43679
AND,1993,,,,,65.964149
AND,1994,,,,,67.37262
AND,1995,,,,,68.78521
AND,1996,,,,,70.044502
AND,1997,,,,,71.252388
AND,1998,,,,,72.053169
AND,1999,,,,,73.072792
AND,2000,,,,,74.728035
AND,2001,,,,,76.410675
AND,2002,,,,,77.598091
AND,2003,,,,,79.130127
AND,2004,,,,,81.258003
AND,2005,,,,,83.805809
AND,2006,,,,,86.390244
AND,2007,,,,,88.730782
AND,2008,,,,,90.440361
AND,2009,,,,,90.998184
AND,2010,,,,,92.104073
AND,2011,,,,,94.00428
AND,2012,,,,,95.754791
AND,2013,,,,,97.384422
AND,2014,,,,,99.08049
AND,2015,,,,,100
AND,2016,,,,,100.95033
AND,2017,,,,,102.75814
AND,2018,,,,,105.11222
AND,2019,,,,,106.87654
AND,2020,,,,,108.28797
AND,2021,,,,,113.25269
AND,2022,,,,,121.22684
ARE,1960,,,,,15.795792
ARE,1961,,,,,16.00906
ARE,1962,,,,,16.208313
ARE,1963,,,,,16.384724
ARE,1964,,,,,16.63114
ARE,1965,,,,,16.950428
ARE,1966,,,,,17.441784
ARE,1967,,,,,17.991423
ARE,1968,,,,,18.777142
ARE,1969,,,,,19.708204
ARE,1970,,,,,20.745394
ARE,1971,,,,,21.797146
ARE,1972,,,,,22.740118
ARE,1973,91723792,91723792,,,23.986258
ARE,1974,452878016,452878016,,,26.144709
ARE,1975,987879872,987879872,,,28.566437
ARE,1976,1979903744,1906465024,,,30.13859
ARE,1977,894066112,800259008,,,32.0112
ARE,1978,942089856,811823488,,,34.262844
ARE,1979,1727429504,1432261504,,,37.105537
ARE,1980,2354590976,2014744192,,,40.457321
ARE,1981,3471503360,3202197248,,,44.285458
ARE,1982,2588864000,2215485184,,,47.021595
ARE,1983,2384157696,2072395904,,,48.863388
ARE,1984,2538886144,2286943488,,,50.62632
ARE,1985,3471498496,3204274176,,,52.22739
ARE,1986,3689328896,3369885440,,,53.279194
ARE,1987,5120925184,4725318656,,,54.599125
ARE,1988,4768739328,4433483264,,,56.525108
ARE,1989,4776310784,4456593408,,,58.741322
ARE,1990,4890564608,4583873536,,,60.940205
ARE,1991,5646813696,5365383680,,,63.001087
ARE,1992,5977160986,5711827336,,,64.43679
ARE,1993,6415331840,6103698944,,,65.964149
ARE,1994,6963509760,6658770432,,,67.37262
ARE,1995,7778376181,7470909952,,,68.78521
ARE,1996,8350159360,8055497728,,,70.044502
ARE,1997,8603051266,8372342272,,,71.252388
ARE,1998,9305872384,9077071872,,,72.053169
ARE,1999,10790300672,10675070976,,,73.072792
ARE,2000,13631620096,13522663424,,,74.728035
ARE,2001,14256130048,14146359296,,,76.410675
ARE,2002,15355430912,15219359744,,,77.598091
ARE,2003,15087811904,15087811904,,,79.130127
ARE,2004,18529923698,18529923698,,,81.258003
ARE,2005,21010295842,21010295842,,,83.805809
ARE,2006,27617445823,27617445823,,,86.390244
ARE,2007,77238765358,77238765358,,,88.730782
ARE,2008,31694454694,31694454694,,,90.440361
ARE,2009,26104201598,26104201598,,,90.998184
ARE,2010,32785291883,32785291883,,,92.104073
ARE,2011,37269318423,37269318423,,,94.00428
ARE,2012,47035150431,47035150431,,,95.754791
ARE,2013,68202650660,68202650660,,,97.384422
ARE,2014,78424381665,78424381665,,,99.08049
ARE,2015,93929134196,93673676442,,,100
ARE,2016,85390832746,85117639747,,,100.95033
ARE,2017,95377648626,95059913967,,,102.75814
ARE,2018,99503335479,99194475479,,,105.11222
ARE,2019,108359000000,107258000000,,,106.87654
ARE,2020,106702000000,103199000000,,,108.28797
ARE,2021,131117000000,127873000000,,,113.25269
ARE,2022,138433000000,134064000000,,,121.22684
ARG,1960,527233600,422000000,,,15.795792
ARG,1961,386407550,196000000,,,16.00906
ARG,1962,114741240,54000000,,,16.208313
ARG,1963,269807440,192000000,,,16.384724
ARG,1964,153293600,82000000,,,16.63114
ARG,1965,236095840,170000000,,,16.950428
ARG,1966,216174480,132000000,,,17.441784
ARG,1967,727208400,643010000,,,17.991423
ARG,1968,780833300,650650000,,,18.777142
ARG,1969,538310000,402790000,,,19.708204
ARG,1970,681788410,532570000,,,20.745394
ARG,1971,304314528,192447200,4.7894101,,21.797146
ARG,1972,572449728,313304064,8.3038311,,22.740118
ARG,1973,1597255552,1148704512,21.658813,,23.986258
ARG,1974,1889579520,1144325504,24.229958,,26.144709
ARG,1975,848224768,287785760,10.73488,,28.566437
ARG,1976,1983316224,1444855168,20.873472,5.8649077,30.13859
ARG,1977,3843942400,3153791488,32.922474,8.1742525,32.0112
ARG,1978,5933322752,4966494720,43.925625,11.772466,34.262844
ARG,1979,11626506240,9388042240,54.902,13.305176,37.105537
ARG,1980,9296755712,6719461888,34.026054,6.9730029,40.457321
ARG,1981,5006226944,3268356864,13.980178,3.6419959,44.285458
ARG,1982,4503960576,2506393856,10.286067,4.4512873,47.021595
ARG,1983,2840273920,1172355968,6.1600032,2.7900531,48.863388
ARG,1984,2590505216,1242617472,5.2801929,2.505728,50.62632
ARG,1985,4702644224,3272999936,9.1926193,5.0023694,52.22739
ARG,1986,4427405824,2718000128,8.403039,4.540153,53.279194
ARG,1987,3733969408,1616999936,6.3586502,3.5468719,54.599125
ARG,1988,5157480960,3363457536,8.7392349,4.7857847,56.525108
ARG,1989,3216875264,1463302272,4.9083815,2.8904908,58.741322
ARG,1990,6222040576,4592335360,9.9588337,5.6995788,60.940205
ARG,1991,7462543872,6004651008,11.363294,5.0962057,63.001087
ARG,1992,11447031157,9989728907,16.685263,5.705061,64.43679
ARG,1993,15499430912,13791118336,23.962738,6.7438607,65.964149
ARG,1994,16003265536,14326930432,21.310961,5.5967817,67.37262
ARG,1995,15979453702,14287809536,16.177937,5.4724827,68.78521
ARG,1996,19719016448,18103918592,17.741623,5.8978953,70.044502
ARG,1997,22424600097,22319837184,17.484871,5.4756608,71.252388
ARG,1998,24855740416,24752134144,17.565336,5.6991482,72.053169
ARG,1999,26350163968,26252058624,17.34547,6.8046422,73.072792
ARG,2000,25152116736,25146902528,16.761047,6.2832222,74.728035
ARG,2001,14555552768,14553064448,9.5352507,4.293714,76.410675
ARG,2002,10492425216,10489339904,7.0741715,5.2754316,77.598091
ARG,2003,14157284136,14153439665,8.6619253,5.7001376,79.130127
ARG,2004,19659591804,18884342754,11.702164,5.778378,81.258003
ARG,2005,28081718502,27178838502,21.471094,7.2602978,83.805809
ARG,2006,32022297113,30903465113,26.927317,7.0289726,86.390244
ARG,2007,46149456856,44682056856,38.197487,8.1715345,88.730782
ARG,2008,46385380207,44854620207,35.74921,6.7142582,90.440361
ARG,2009,48006988635,46092988635,35.90781,9.0675001,90.998184
ARG,2010,52207549724,49733869724,41.224373,7.2769709,92.104073
ARG,2011,46265800526,43226830958,32.379826,5.2019515,94.00428
ARG,2012,43223270864,39920301983,30.900768,5.2182903,95.754791
ARG,2013,30533919651,28143038631,20.325455,3.4601521,97.384422
ARG,2014,31410813270,29016954814,20.423985,3.9629991,99.08049
ARG,2015,25520565580,23416510885,14.403377,3.3621442,100
ARG,2016,38414518492,36323299977,21.148884,5.0971961,100.95033
ARG,2017,55314409205,53030809532,24.483492,6.0503879,102.75814
ARG,2018,66221501691,63963922085,23.835508,7.1111121,105.11222
ARG,2019,44880566052,42192526747,15.989669,5.9422011,106.87654
ARG,2020,39403734630,35649970286,15.418696,7.0940542,108.28797
ARG,2021,39653498611,36448369072,16.099236,5.6049032,113.25269
ARG,2022,44795335172,41197886699,18.085913,4.7651515,121.22684
ARM,1960,,,,,15.795792
ARM,1961,,,,,16.00906
ARM,1962,,,,,16.208313
ARM,1963,,,,,16.384724
ARM,1964,,,,,16.63114
ARM,1965,,,,,16.950428
ARM,1966,,,,,17.441784
ARM,1967,,,,,17.991423
ARM,1968,,,,,18.777142
ARM,1969,,,,,19.708204
ARM,1970,,,,,20.745394
ARM,1971,,,,,21.797146
ARM,1972,,,,,22.740118
ARM,1973,,,,,23.986258
ARM,1974,,,,,26.144709
ARM,1975,,,,,28.566437
ARM,1976,,,,,30.13859
ARM,1977,,,,,32.0112
ARM,1978,,,,,34.262844
ARM,1979,,,,,37.105537
ARM,1980,,,,,40.457321
ARM,1981,,,,,44.285458
ARM,1982,,,,,47.021595
ARM,1983,,,,,48.863388
ARM,1984,,,,,50.62632
ARM,1985,,,,,52.22739
ARM,1986,,,,,53.279194
ARM,1987,,,,,54.599125
ARM,1988,,,,,56.525108
ARM,1989,,,,,58.741322
ARM,1990,,,,,60.940205
ARM,1991,,,,,63.001087
ARM,1992,1293750.052,1293750.052,,,64.43679
ARM,1993,13586868,13586868,10.145357,.53574347,65.964149
ARM,1994,36108084,32275582,16.847071,.96872538,67.37262
ARM,1995,111182285.2,99579784,29.99601,1.746637,68.78521
ARM,1996,168201664,155647168,32.312668,2.1474197,70.044502
ARM,1997,239225950.4,228749728,37.467712,2.8189602,71.252388
ARM,1998,293163008,280730048,36.452084,3.3664713,72.053169
ARM,1999,303511808,290856896,29.680517,3.8665009,73.072792
ARM,2000,314200320,301959872,30.851799,3.6582448,74.728035
ARM,2001,329632768,317217920,23.371174,3.5211537,76.410675
ARM,2002,430974336,415584864,25.063215,4.1004958,77.598091
ARM,2003,501977062.1,501977062.1,25.147501,3.7583804,79.130127
ARM,2004,547758869.6,547758869.6,25.985819,3.2725353,81.258003
ARM,2005,669480407.7,669480407.7,33.986801,3.1876338,83.805809
ARM,2006,1071917964,1071917964,50.115772,4.2369719,86.390244
ARM,2007,1659090453,1659090453,53.832756,4.5933433,88.730782
ARM,2008,1406800823,1406800823,38.942692,3.0620978,90.440361
ARM,2009,2003623408,2003623408,40.600609,5.4120264,90.998184
ARM,2010,1865824297,1865824297,29.582588,4.3662286,92.104073
ARM,2011,1932471999,1932471999,26.076454,4.1238499,94.00428
ARM,2012,1799374399,1799374399,23.550274,3.7077808,95.754791
ARM,2013,2251610255,2251610255,25.936953,4.4633212,97.384422
ARM,2014,1489443371,1489443371,17.408875,2.89308,99.08049
ARM,2015,1775293494,1775293494,20.102924,4.3684144,100
ARM,2016,2204113991,2204113991,22.364025,5.2148762,100.95033
ARM,2017,2314113951,2314113951,22.624628,4.43189,102.75814
ARM,2018,2259321869,2259321869,21.064505,3.6689816,105.11222
ARM,2019,2849645182,2849645182,23.977854,4.0890307,106.87654
ARM,2020,2615530571,2615530571,20.758211,5.4692855,108.28797
ARM,2021,3229848045,3229848045,23.402132,5.5321598,113.25269
ARM,2022,4111690218,4111690218,27.941845,4.20891,121.22684
ASM,1960,,,,,15.795792
ASM,1961,,,,,16.00906
ASM,1962,,,,,16.208313
ASM,1963,,,,,16.384724
ASM,1964,,,,,16.63114
ASM,1965,,,,,16.950428
ASM,1966,,,,,17.441784
ASM,1967,,,,,17.991423
ASM,1968,,,,,18.777142
ASM,1969,,,,,19.708204
ASM,1970,,,,,20.745394
ASM,1971,,,,,21.797146
ASM,1972,,,,,22.740118
ASM,1973,,,,,23.986258
ASM,1974,,,,,26.144709
ASM,1975,,,,,28.566437
ASM,1976,,,,,30.13859
ASM,1977,,,,,32.0112
ASM,1978,,,,,34.262844
ASM,1979,,,,,37.105537
ASM,1980,,,,,40.457321
ASM,1981,,,,,44.285458
ASM,1982,,,,,47.021595
ASM,1983,,,,,48.863388
ASM,1984,,,,,50.62632
ASM,1985,,,,,52.22739
ASM,1986,,,,,53.279194
ASM,1987,,,,,54.599125
ASM,1988,,,,,56.525108
ASM,1989,,,,,58.741322
ASM,1990,,,,,60.940205
ASM,1991,,,,,63.001087
ASM,1992,,,,,64.43679
ASM,1993,,,,,65.964149
ASM,1994,,,,,67.37262
ASM,1995,,,,,68.78521
ASM,1996,,,,,70.044502
ASM,1997,,,,,71.252388
ASM,1998,,,,,72.053169
ASM,1999,,,,,73.072792
ASM,2000,,,,,74.728035
ASM,2001,,,,,76.410675
ASM,2002,,,,,77.598091
ASM,2003,,,,,79.130127
ASM,2004,,,,,81.258003
ASM,2005,,,,,83.805809
ASM,2006,,,,,86.390244
ASM,2007,,,,,88.730782
ASM,2008,,,,,90.440361
ASM,2009,,,,,90.998184
ASM,2010,,,,,92.104073
ASM,2011,,,,,94.00428
ASM,2012,,,,,95.754791
ASM,2013,,,,,97.384422
ASM,2014,,,,,99.08049
ASM,2015,,,,,100
ASM,2016,,,,,100.95033
ASM,2017,,,,,102.75814
ASM,2018,,,,,105.11222
ASM,2019,,,,,106.87654
ASM,2020,,,,,108.28797
ASM,2021,,,,,113.25269
ASM,2022,,,,,121.22684
ATG,1960,,,,,15.795792
ATG,1961,,,,,16.00906
ATG,1962,,,,,16.208313
ATG,1963,,,,,16.384724
ATG,1964,,,,,16.63114
ATG,1965,,,,,16.950428
ATG,1966,,,,,17.441784
ATG,1967,,,,,17.991423
ATG,1968,,,,,18.777142
ATG,1969,,,,,19.708204
ATG,1970,,,,,20.745394
ATG,1971,,,,,21.797146
ATG,1972,,,,,22.740118
ATG,1973,,,,,23.986258
ATG,1974,,,,,26.144709
ATG,1975,7315757,7315757,,,28.566437
ATG,1976,9665926,9665926,,,30.13859
ATG,1977,5103703.5,5103703.5,,1.3919191,32.0112
ATG,1978,5973333.5,5973333.5,,1.4451613,34.262844
ATG,1979,11232963,11232963,,1.6724014,37.105537
ATG,1980,7816666.5,7816666.5,,.69072163,40.457321
ATG,1981,7336296.5,7336296.5,,.58612221,44.285458
ATG,1982,8520000,8520000,,.64464062,47.021595
ATG,1983,9930000,9930000,,.96096772,48.863388
ATG,1984,15440000,15440000,,.99452496,50.62632
ATG,1985,16580000,16580000,,.91140634,52.22739
ATG,1986,28260000,28260000,,1.0245088,53.279194
ATG,1987,25600000,25600000,,.89167923,54.599125
ATG,1988,28030000,28030000,,1.0615438,56.525108
ATG,1989,28070000,28070000,,.87355614,58.741322
ATG,1990,27500000,27500000,,.84969628,60.940205
ATG,1991,32540000,32540000,,.96474808,63.001087
ATG,1992,50520000,50520000,,1.4440398,64.43679
ATG,1993,37806868,37806868,,1.0686241,65.964149
ATG,1994,45808260,45808260,,1.2141587,67.37262
ATG,1995,59438706.34,59438708,,1.5143858,68.78521
ATG,1996,47738676,47738676,,1.1471558,70.044502
ATG,1997,50698392.34,50698392,,1.206741,71.252388
ATG,1998,59367608,59367608,,1.3599672,72.053169
ATG,1999,69730256,69730256,,1.4824079,73.072792
ATG,2000,63558884,63558884,,1.1295053,74.728035
ATG,2001,79718832,79718832,,1.4551142,76.410675
ATG,2002,87648344,87648344,,1.5989157,77.598091
ATG,2003,113767366.7,113767366.7,,1.8500999,79.130127
ATG,2004,120139161.9,120139161.9,,1.7725294,81.258003
ATG,2005,127320746.2,127320746.2,,1.6683295,83.805809
ATG,2006,142632588.8,142632588.8,,1.6031209,86.390244
ATG,2007,143848808.5,143848808.5,,1.445745,88.730782
ATG,2008,138022502.6,138022502.6,,1.3281903,90.440361
ATG,2009,127860399.4,127860399.4,,1.4948908,90.998184
ATG,2010,136600155.3,136600155.3,,1.7310948,92.104073
ATG,2011,147868733.6,147868733.6,,1.9246998,94.00428
ATG,2012,162045102,162045102,,1.9640098,95.754791
ATG,2013,202580587,202580587,,2.4578829,97.384422
