year,iso3st,grpop,pop_density
1967,EAS,2.435956307,48.96806335
1968,EAS,2.491489102,50.18809731
1969,EAS,2.594564549,51.49025989
1970,EAS,2.591729184,52.82474798
1971,EAS,2.648770964,54.22395457
1972,EAS,2.371529708,55.5101193
1973,EAS,2.243113088,56.75534384
1974,EAS,2.086628667,57.93971211
1975,EAS,1.849150353,59.01141896
1976,EAS,1.674949525,59.99983044
1977,EAS,1.547396735,60.92854058
1978,EAS,1.525542011,61.85803107
1979,EAS,1.536606232,62.80854543
1980,EAS,1.487623258,63.74316124
1981,EAS,1.513314576,64.70753055
1982,EAS,1.638907925,65.76859354
1983,EAS,1.620650204,66.83447238
1984,EAS,1.52107308,67.85524575
1985,EAS,1.522689495,68.88875284
1986,EAS,1.569852895,69.96991809
1987,EAS,1.63196347,71.11209311
1988,EAS,1.627511776,72.2694508
1989,EAS,1.569026477,73.40337762
1990,EAS,1.515627503,74.5158994
1991,EAS,1.455337117,75.59477889
1992,EAS,1.349367353,76.61483015
1993,EAS,1.293900672,77.60614995
1994,EAS,1.274557011,78.59528458
1995,EAS,1.241061829,79.57053757
1996,EAS,1.218063204,80.54012017
1997,EAS,1.182671473,81.49264519
1998,EAS,1.125511288,82.40985411
1999,EAS,1.01813157,83.24889485
2000,EAS,0.94721734,83.86102839
2001,EAS,0.903955294,84.61802091
2002,EAS,0.844128559,85.33399791
2003,EAS,0.796567682,85.98986259
2004,EAS,0.760235559,86.64479011
2005,EAS,0.746911518,87.28218296
2006,EAS,0.75499318,87.9299462
2007,EAS,0.760574889,88.59924815
2008,EAS,0.757985568,89.27043446
2009,EAS,0.717951128,89.91124026
2010,EAS,0.703231754,90.54181635
2011,EAS,0.732080731,91.20476095
2012,EAS,0.818298347,91.95050532
2013,EAS,0.799913647,92.68755013
2014,EAS,0.763691635,93.39398617
2015,EAS,0.720488144,94.06676501
2016,EAS,0.705470997,94.69372765
2017,EAS,0.707765373,95.36409178
2018,EAS,0.604283391,95.94040154
2019,EAS,0.519461918,96.43844038
2020,EAS,0.409683466,96.83265894
2021,EAS,0.240805303,97.00622556
1960,ECA,..,..
1961,ECA,2.179539764,165.1354729
1962,ECA,2.114068413,168.6265498
1963,ECA,2.073959308,172.1237958
1964,ECA,2.030893717,175.6194472
1965,ECA,1.925075097,179.0002534
1966,ECA,1.894570726,182.3915398
1967,ECA,1.868628623,185.7997604
1968,ECA,1.816214216,189.174282
1969,ECA,1.780880178,192.5432493
1970,ECA,1.600438585,195.6247858
1971,ECA,1.609663254,198.7736861
1972,ECA,1.654029101,202.0614607
1973,ECA,1.584699235,205.2635271
1974,ECA,1.54071313,208.4260492
1975,ECA,1.488452323,211.5283716
1976,ECA,1.497915192,214.6968872
1977,ECA,1.52356249,217.9679284
1978,ECA,1.490076573,221.2158175
1979,ECA,1.394579606,224.3008481
1980,ECA,1.417946591,227.4813144
1981,ECA,1.344046459,230.5387689
1982,ECA,1.374881994,233.708405
1983,ECA,1.453447182,237.1052332
1984,ECA,1.468613734,240.5873932
1985,ECA,1.444457592,244.0625761
1986,ECA,1.449573666,247.6004429
1987,ECA,1.443685563,251.1750147
1988,ECA,1.396801449,254.683431
1989,ECA,1.351231821,258.1247945
1990,ECA,1.205279916,261.2359209
1991,ECA,0.939542324,263.6903429
1992,ECA,0.886526314,36.57763472
1993,ECA,0.643122006,36.81259411
1994,ECA,0.43766319,36.97386237
1995,ECA,0.366287437,37.10942101
1996,ECA,0.412400645,37.2625505
1997,ECA,0.310163189,37.37818325
1998,ECA,0.199687031,37.45386288
1999,ECA,0.21889321,37.53837894
2000,ECA,0.41669533,37.62690992
2001,ECA,0.434103515,37.79063364
2002,ECA,0.439858389,37.95693082
2003,ECA,0.453462716,38.12913671
2004,ECA,0.457813419,38.30373
2005,ECA,0.42571422,38.46644994
2006,ECA,0.47339625,37.98818379
2007,ECA,0.266716484,38.09019444
2008,ECA,0.670355895,38.34571605
2009,ECA,0.76213882,38.63823181
2010,ECA,0.812933886,38.95269775
2011,ECA,0.817765683,39.27172485
2012,ECA,0.830173145,39.59781519
2013,ECA,0.884036157,39.94774571
2014,ECA,0.902934911,40.31619405
2015,ECA,0.88931535,40.64156453
2016,ECA,0.906408156,41.00988748
2017,ECA,0.875569317,41.36889449
2018,ECA,0.868892227,41.72779284
2019,ECA,0.893323166,42.10088736
2020,ECA,0.722091328,42.42836082
2021,ECA,0.609787363,42.68663272
1960,ECS,..,..
1961,ECS,1.147226506,123.2041935
1962,ECS,1.153446974,124.6257431
1963,ECS,1.148370034,126.0566779
1964,ECS,1.138476799,127.491804
1965,ECS,1.09075016,128.8826561
1966,ECS,0.956603317,130.1157891
1967,ECS,0.939491959,131.338456
1968,ECS,0.900908029,132.5219364
1969,ECS,0.882183529,133.6910231
1970,ECS,0.77480325,134.7271112
1971,ECS,0.77280411,135.7685355
1972,ECS,0.845703013,136.9167341
1973,ECS,0.805458132,138.0195411
1974,ECS,0.762589738,139.0728248
1975,ECS,0.725742708,140.0852016
1976,ECS,0.721152759,141.0974886
1977,ECS,0.710696083,142.1007812
1978,ECS,0.698026539,143.0926824
1979,ECS,0.676292365,144.0614396
1980,ECS,0.696411907,145.0668173
1981,ECS,0.651222533,146.0120577
1982,ECS,0.587733879,146.870488
1983,ECS,0.583657589,147.7287865
1984,ECS,0.606165316,148.6239939
1985,ECS,0.615706203,149.5390789
1986,ECS,0.629436391,150.4803301
1987,ECS,0.637562279,151.4397337
1988,ECS,0.63914431,152.4079279
1989,ECS,0.631870389,153.3986453
1990,ECS,0.524300388,154.2029127
1991,ECS,0.458911362,154.9074566
1992,ECS,0.411592383,31.4464295
1993,ECS,0.338904751,31.41210334
1994,ECS,0.253679363,31.49737952
1995,ECS,0.207545351,31.5662283
1996,ECS,0.182508764,31.62424038
1997,ECS,0.146518399,31.59012798
1998,ECS,0.113941442,31.62328656
1999,ECS,0.114595079,31.65165555
2000,ECS,0.125599074,31.64821989
2001,ECS,0.138121374,31.69366011
2002,ECS,0.186507879,31.75358679
2003,ECS,0.257939251,31.83490053
2004,ECS,0.285273606,31.92573604
2005,ECS,0.279530482,32.01507097
2006,ECS,0.290658697,31.99505507
2007,ECS,0.276492533,32.08370401
2008,ECS,0.397780497,32.21303771
2009,ECS,0.389302943,32.33739742
2010,ECS,0.35701349,32.4513847
2011,ECS,0.214856217,32.5213074
2012,ECS,0.395329334,32.64970815
2013,ECS,0.46251564,32.79917874
2014,ECS,0.476752175,32.95603373
2015,ECS,0.457215091,33.10155232
2016,ECS,0.453282772,33.25116605
2017,ECS,0.400979486,33.38539083
2018,ECS,0.382242959,33.51198241
2019,ECS,0.334163025,33.62418635
2020,ECS,0.246720681,33.71218003
2021,ECS,-0.001372571,33.71149119
1960,ECU,..,..
1961,ECU,2.822841074,17.05797934
1962,ECU,2.858548145,17.55262607
1963,ECU,2.889303848,18.06717237
1964,ECU,2.919973866,18.60250686
1965,ECU,2.947348477,19.15894741
1966,ECU,2.968072415,19.73612195
1967,ECU,2.980693142,20.33325025
1968,ECU,2.986081105,20.94957376
1969,ECU,2.982085133,21.58371623
1970,ECU,2.970403843,22.23445673
1971,ECU,2.955933694,22.90150267
1972,ECU,2.937202942,23.58414246
1973,ECU,2.913163882,24.28129244
1974,ECU,2.881889595,24.9912332
1975,ECU,2.845251469,25.71250903
1976,ECU,2.80728612,26.44456003
1977,ECU,2.773759862,27.18833622
1978,ECU,2.74338363,27.94454197
1979,ECU,2.712330909,28.71286303
1980,ECU,2.693447594,29.49673819
1981,ECU,2.670802672,30.29515243
1982,ECU,2.640290496,31.10568559
1983,ECU,2.625898547,31.93330805
1984,ECU,2.616531034,32.77988008
1985,ECU,2.571367852,33.63370178
1986,ECU,2.490897273,34.48200405
1987,ECU,2.41448752,35.32470019
1988,ECU,2.339842508,36.1609883
1989,ECU,2.281715328,36.99556422
1990,ECU,2.238231257,37.83294683
1991,ECU,2.160137143,38.65908106
1992,ECU,2.105686637,39.48175119
1993,ECU,2.029972984,40.2914102
1994,ECU,1.934877404,41.07859052
1995,ECU,1.901548806,41.86719405
1996,ECU,1.884006233,42.66345181
1997,ECU,1.847014078,43.45877402
1998,ECU,1.812537732,49.32832984
1999,ECU,1.776692529,50.21257449
2000,ECU,1.736220015,51.09198744
2001,ECU,1.730781231,51.98397488
2002,ECU,1.748519702,52.90091802
2003,ECU,1.764113179,53.84243034
2004,ECU,1.752351565,54.79425431
2005,ECU,1.729878696,55.75037446
2006,ECU,1.718254175,56.7165848
2007,ECU,1.707891732,57.69356177
2008,ECU,1.705197788,58.68578676
2009,ECU,1.705770208,59.69541794
2010,ECU,1.677088053,60.70500483
2011,ECU,1.641536977,61.70972379
2012,ECU,1.592134406,62.70008858
2013,ECU,1.497408961,63.64602996
2014,ECU,1.432058866,64.56403608
2015,ECU,1.430930598,65.49454421
2016,ECU,1.458091478,66.45651071
2017,ECU,1.52946084,67.48074972
2018,ECU,1.71572391,68.64852231
2019,ECU,1.689354796,69.81809067
2020,ECU,1.181252582,70.64770897
2021,ECU,0.774314024,71.19686745
1960,EGY,..,..
1961,EGY,2.585292258,27.72705611
1962,EGY,2.632052155,28.46653574
1963,EGY,2.628988935,29.22484203
1964,EGY,2.602497032,29.99540107
1965,EGY,2.54692638,30.76917374
1966,EGY,2.506322987,31.55009393
1967,EGY,2.483721936,32.34352303
1968,EGY,2.460321809,33.14914762
1969,EGY,2.434776174,33.96616103
1970,EGY,2.37424119,34.78224923
1971,EGY,2.310718064,35.59532674
1972,EGY,2.30151178,36.42405746
1973,EGY,2.300294264,37.27162891
1974,EGY,2.311556864,38.14321864
1975,EGY,2.357217792,39.05301823
1976,EGY,2.339549085,39.97745442
1977,EGY,2.367283635,40.93512482
1978,EGY,2.454510099,41.95231403
1979,EGY,2.500003132,43.01434326
1980,EGY,2.608877958,44.15130142
1981,EGY,2.68667729,45.3535828
1982,EGY,2.753468192,46.61973078
1983,EGY,2.927764609,48.00482395
1984,EGY,3.011411213,49.47243357
1985,EGY,2.976014283,50.96686725
1986,EGY,2.858770448,52.44491938
1987,EGY,2.773373591,53.91976995
1988,EGY,2.780294069,55.43993269
1989,EGY,2.722212463,56.96985484
1990,EGY,2.929609448,58.66353709
1991,EGY,2.756975161,60.30337737
1992,EGY,2.3894925,61.76167562
1993,EGY,2.30727793,63.20325581
1994,EGY,2.154005171,64.57942539
1995,EGY,2.10420542,65.95270682
1996,EGY,2.073361963,67.33441961
1997,EGY,2.072559343,68.7445276
1998,EGY,2.184807595,70.26299061
1999,EGY,2.230564166,71.84786177
2000,EGY,2.160919785,73.41733286
2001,EGY,2.123803623,74.99324828
2002,EGY,2.103723597,76.58761063
2003,EGY,2.09545323,78.20940077
2004,EGY,2.064377349,79.84071827
2005,EGY,2.022209527,81.47170024
2006,EGY,1.952913423,83.07840976
2007,EGY,1.887532171,84.66143453
2008,EGY,1.867404133,86.25725953
2009,EGY,1.888365224,87.90158823
2010,EGY,1.917951241,89.60376915
2011,EGY,2.104460762,91.50942689
2012,EGY,2.244757955,93.58682104
2013,EGY,2.305263643,95.76930333
2014,EGY,2.276439566,97.97443769
2015,EGY,2.098925548,100.0525812
2016,EGY,2.034682949,102.1091858
2017,EGY,1.998178439,104.1700306
2018,EGY,1.897138318,106.1651454
2019,EGY,1.754974382,108.0447617
2020,EGY,1.62495387,109.8147813
2021,EGY,1.490805391,111.46417
1960,EMU,..,..
1961,EMU,0.860259064,113.0449623
1962,EMU,0.85961964,114.016719
1963,EMU,0.869735792,115.0083633
1964,EMU,0.87145072,116.0106045
1965,EMU,0.860911919,117.0093536
1966,EMU,0.805185019,117.9514954
1967,EMU,0.70324117,118.7809788
1968,EMU,0.666320278,119.5724406
1969,EMU,0.684651197,120.3910947
1970,EMU,0.570329295,121.0777204
1971,EMU,0.576265599,121.7754497
1972,EMU,0.685258839,122.6099267
1973,EMU,0.638252065,123.3924871
1974,EMU,0.555284866,124.0792113
1975,EMU,0.485372844,124.6876659
1976,EMU,0.428461343,125.2250217
1977,EMU,0.403384877,125.7317256
1978,EMU,0.413610235,126.2522887
1979,EMU,0.416221721,126.7772522
1980,EMU,0.442753211,127.3422611
1981,EMU,0.401793334,127.8544444
1982,EMU,0.251098717,128.1754853
1983,EMU,0.207940324,128.4436127
1984,EMU,0.162498348,128.6517976
1985,EMU,0.184230777,128.8888138
1986,EMU,0.243086308,129.2021248
1987,EMU,0.2730875,129.5549597
1988,EMU,0.336129574,129.9904322
1989,EMU,0.434622542,130.5554
1990,EMU,0.461784694,131.1582848
1991,EMU,0.417892217,131.7063851
1992,EMU,0.420614281,120.1301818
1993,EMU,0.41105314,118.4766494
1994,EMU,0.30334178,118.8364784
1995,EMU,0.244266449,119.1271971
1996,EMU,0.236227056,119.4059556
1997,EMU,0.228755216,119.6808751
1998,EMU,0.20725951,119.9333648
1999,EMU,0.248657959,120.233369
2000,EMU,0.310263547,119.1051315
2001,EMU,0.328028549,119.5189885
2002,EMU,0.483557227,120.0758559
2003,EMU,0.536324476,120.698583
2004,EMU,0.544186568,121.3722673
2005,EMU,0.513043082,122.0012035
2006,EMU,0.462470314,122.5936597
2007,EMU,0.513425721,123.2203835
2008,EMU,0.483426103,123.8404629
2009,EMU,0.319772329,124.2401238
2010,EMU,0.230825038,124.4671995
2011,EMU,-0.217598904,124.2038161
2012,EMU,0.214231736,124.4558081
2013,EMU,0.331195009,124.8041031
2014,EMU,0.333170159,125.2204896
2015,EMU,0.28749567,125.6073138
2016,EMU,0.278419213,125.9389683
2017,EMU,0.196629652,126.2198806
2018,EMU,0.22372564,126.4923993
2019,EMU,0.100599285,126.6207346
2020,EMU,0.135183018,126.7921079
2021,EMU,0.049642807,126.8469706
1960,ERI,..,..
1961,ERI,2.340004743,..
1962,ERI,2.403159074,..
1963,ERI,2.451015726,..
1964,ERI,2.47558096,..
1965,ERI,2.493466731,..
1966,ERI,2.394941597,..
1967,ERI,2.404897711,..
1968,ERI,2.519160018,..
1969,ERI,2.529062306,..
1970,ERI,2.561617395,..
1971,ERI,2.595868029,..
1972,ERI,2.559212988,..
1973,ERI,2.521642685,..
1974,ERI,2.429454559,..
1975,ERI,2.336542473,..
1976,ERI,2.496398069,..
1977,ERI,2.649032076,..
1978,ERI,2.649989024,..
1979,ERI,2.654585488,..
1980,ERI,2.680076563,..
1981,ERI,2.711811099,..
1982,ERI,2.721636272,..
1983,ERI,2.372109764,..
1984,ERI,2.028069248,..
1985,ERI,2.016301651,..
1986,ERI,2.044867555,..
1987,ERI,2.330418575,..
1988,ERI,2.591573558,..
1989,ERI,2.484643538,..
1990,ERI,2.274864166,..
1991,ERI,-5.728143723,..
1992,ERI,-6.501085624,..
1993,ERI,3.133599978,18.37629703
1994,ERI,3.072401531,18.94965347
1995,ERI,5.655066129,20.05214851
1996,ERI,4.969904911,21.07390099
1997,ERI,1.105977985,21.30826733
1998,ERI,1.305668749,21.58830693
1999,ERI,1.47325834,21.90871287
2000,ERI,1.536014572,22.24783168
2001,ERI,2.85373305,22.89187129
2002,ERI,3.439149563,23.69285149
2003,ERI,4.131033775,24.69210891
2004,ERI,4.100227397,21.47650541
2005,ERI,2.393155829,21.98890999
2006,ERI,1.57651842,22.34224742
2007,ERI,1.458517234,22.6651486
2008,ERI,2.630041175,23.26437552
2009,ERI,2.509084658,23.8530993
2010,ERI,1.964757271,24.32729108
2011,ERI,1.793518811,24.76265617
2012,ERI,1.275907368,25.08205175
2013,ERI,1.223051473,25.39759056
2014,ERI,0.674705167,25.57229476
2015,ERI,0.334574416,25.6468529
2016,ERI,0.614809318,25.80742961
2017,ERI,0.817496698,26.02060722
2018,ERI,1.337314098,26.36951008
2019,ERI,1.474745807,26.76064906
2020,ERI,1.564060781,27.19141159
2021,ERI,1.774115885,27.67812339
1960,ESP,..,..
1961,ESP,0.929015535,61.50556245
1962,ESP,0.920032287,62.07404458
1963,ESP,0.877043252,62.62085518
1964,ESP,0.993696426,63.24621834
1965,ESP,1.085844742,63.93671616
1966,ESP,1.024027852,64.59480972
1967,ESP,1.230665818,65.39466765
1968,ESP,1.307655786,66.25542038
1969,ESP,0.98543056,66.91154908
1970,ESP,1.110631449,67.65883189
1971,ESP,1.205084833,68.47911081
1972,ESP,1.10413659,69.23940334
1973,ESP,1.104937604,70.00869783
1974,ESP,1.09260761,70.78206103
1975,ESP,1.081293603,71.56876088
1976,ESP,1.056851725,72.33783454
1977,ESP,1.029131809,73.09051928
1978,ESP,0.96287655,73.79916722
1979,ESP,0.881584501,74.45115506
1980,ESP,0.802963562,75.06189561
1981,ESP,0.710878011,75.59890882
1982,ESP,0.600390137,76.0541625
1983,ESP,0.487183211,76.43018041
1984,ESP,0.415255702,76.74668429
1985,ESP,0.362365565,77.02529233
1986,ESP,0.298782367,77.25577447
1987,ESP,0.259329063,77.45638115
1988,ESP,0.212064999,77.62081331
1989,ESP,0.156776198,77.74259971
1990,ESP,0.101828843,77.82180442
1991,ESP,0.254527425,78.02013455
1992,ESP,0.489757905,78.40318156
1993,ESP,0.518543521,78.81079209
1994,ESP,0.476100555,79.18690533
1995,ESP,0.44136575,79.53718164
1996,ESP,0.416515798,79.86915746
1997,ESP,0.419119517,80.20460716
1998,ESP,0.413847481,80.53721969
1999,ESP,0.405323026,80.86431804
2000,ESP,0.447137015,81.29832465
2001,ESP,0.694068084,81.94337639
2002,ESP,1.412595405,83.02251924
2003,ESP,1.808454468,84.50881393
2004,ESP,1.725466303,85.98480508
2005,ESP,1.689349047,87.4654972
2006,ESP,1.690352556,88.97614934
2007,ESP,1.851081308,90.61490052
2008,ESP,1.595330499,92.12932237
2009,ESP,0.885735981,92.97506517
2010,ESP,0.460408305,93.15193096
2011,ESP,0.355338396,93.50783588
2012,ESP,0.064925963,93.50683713
2013,ESP,-0.32766904,93.2009456
2014,ESP,-0.298951059,92.92273645
2015,ESP,-0.077588862,92.95268592
2016,ESP,0.08443015,93.04926296
2017,ESP,0.234587923,93.27091015
2018,ESP,0.437982994,93.66979208
2019,ESP,0.717715637,94.3508089
2020,ESP,0.488502132,94.81538375
2021,ESP,0.105799194,94.8822088
1960,EST,..,..
1961,EST,1.11138977,..
1962,EST,1.34156956,..
1963,EST,1.378477164,..
1964,EST,1.437675372,..
1965,EST,1.359458372,..
1966,EST,1.078006708,..
1967,EST,0.787736187,..
1968,EST,0.925837507,..
1969,EST,1.048781817,..
1970,EST,1.096145451,..
1971,EST,1.233395893,..
1972,EST,1.123907965,..
1973,EST,0.960032301,..
1974,EST,0.865266081,..
1975,EST,0.785459176,..
1976,EST,0.712743107,..
1977,EST,0.73604373,..
1978,EST,0.685613147,..
1979,EST,0.556254915,..
1980,EST,0.603352238,..
1981,EST,0.704718276,..
1982,EST,0.719876655,..
1983,EST,0.687096402,..
1984,EST,0.652187283,..
1985,EST,0.667063356,..
1986,EST,0.743509962,..
1987,EST,0.778102309,..
1988,EST,0.621622035,..
1989,EST,0.398143548,..
1990,EST,0.066490191,..
1991,EST,-0.502159185,..
1992,EST,-1.824181555,36.1663364
1993,EST,-2.574319978,35.24718094
1994,EST,-2.138588635,34.50139184
1995,EST,-1.785399536,33.89087049
1996,EST,-1.475364638,33.39452701
1997,EST,-1.14091924,33.01568766
1998,EST,-0.960559005,32.70007077
1999,EST,0.294482276,32.79650861
2000,EST,0.483707162,32.95553197
2001,EST,-0.636963124,32.7462845
2002,EST,-0.633433796,32.53951404
2003,EST,-0.627622448,32.33592828
2004,EST,-0.59782051,32.14319415
2005,EST,-0.572255525,31.95977825
2006,EST,-0.58965556,31.77188016
2007,EST,-0.456188535,31.62727058
2008,EST,-0.26813372,31.5425808
2009,EST,-0.192768077,31.48183534
2010,EST,-0.228057969,31.41012031
2011,EST,-0.303582824,31.31490918
2012,EST,-0.357944411,31.20301958
2013,EST,-0.355891803,30.31969174
2014,EST,-0.262256175,30.24028065
2015,EST,0.06555253,30.26011042
2016,EST,0.029112226,30.2689211
2017,EST,0.121070631,30.816
2018,EST,0.348039138,30.9234386
2019,EST,0.371554389,31.03854971
2020,EST,0.197559185,31.09992982
2021,EST,0.105996956,31.13291228
1960,ETH,..,..
1961,ETH,2.446401178,..
1962,ETH,2.519892308,..
1963,ETH,2.577263521,..
1964,ETH,2.632578783,..
1965,ETH,2.685038856,..
1966,ETH,2.60686291,..
1967,ETH,2.64024773,..
1968,ETH,2.762603628,..
1969,ETH,2.751096958,..
1970,ETH,2.756216685,..
1971,ETH,2.732718216,..
1972,ETH,2.672020358,..
1973,ETH,2.661085699,..
1974,ETH,2.586647876,..
1975,ETH,2.444195013,..
1976,ETH,2.524863078,..
1977,ETH,1.926506223,..
1978,ETH,1.696017316,..
1979,ETH,1.48314016,..
1980,ETH,0.552993504,..
1981,ETH,2.511149549,..
1982,ETH,3.881529243,..
1983,ETH,2.793028352,..
1984,ETH,2.602003556,..
1985,ETH,2.816282235,..
1986,ETH,2.956503848,..
1987,ETH,3.407329056,..
1988,ETH,3.904823839,..
1989,ETH,3.841092231,..
1990,ETH,3.701514173,..
1991,ETH,4.331323225,..
1992,ETH,4.207628875,..
1993,ETH,3.515135756,53.708891
1994,ETH,3.481160248,55.611508
1995,ETH,3.404388319,57.537335
1996,ETH,3.299817353,59.467635
1997,ETH,3.205154252,61.404539
1998,ETH,3.140460714,63.363524
1999,ETH,3.124484261,65.374561
2000,ETH,3.068233025,67.411494
2001,ETH,3.033511323,69.487762
2002,ETH,3.044034773,71.635517
2003,ETH,3.021022331,73.832663
2004,ETH,2.994747129,67.40863725
2005,ETH,2.966022472,69.43778477
2006,ETH,2.937290315,71.50677486
2007,ETH,2.930159257,73.63186221
2008,ETH,2.89435689,75.79839696
2009,ETH,2.839660104,77.98026314
2010,ETH,2.83517458,80.22403021
2011,ETH,2.843544575,82.53767959
2012,ETH,2.803903934,84.88418078
2013,ETH,2.718472318,87.22415785
2014,ETH,2.682997818,89.59874025
2015,ETH,2.684801861,92.03678223
2016,ETH,2.707882508,94.56147998
2017,ETH,2.725240971,97.17443526
2018,ETH,2.696751795,99.82988254
2019,ETH,2.691239783,102.5521595
2020,ETH,2.710772848,105.3700909
2021,ETH,2.672495388,108.2240681
1960,EUU,..,..
1961,EUU,0.830851043,100.3305769
1962,EUU,0.838939235,101.1728523
1963,EUU,0.861100488,102.0437684
1964,EUU,0.876197828,102.9378737
1965,EUU,0.830731024,103.7932993
1966,EUU,0.78508356,104.6084544
1967,EUU,0.756356108,105.39996
1968,EUU,0.706423699,106.1448256
1969,EUU,0.693603421,106.8810497
1970,EUU,0.567358721,107.4877477
1971,EUU,0.555685748,108.0853424
1972,EUU,0.680445776,108.8208046
1973,EUU,0.649986138,109.5281247
1974,EUU,0.605642057,110.1923927
1975,EUU,0.573820641,110.828399
1976,EUU,0.525269356,111.413026
1977,EUU,0.488270435,111.9576458
1978,EUU,0.463942686,112.4770651
1979,EUU,0.44500504,112.9788509
1980,EUU,0.461453307,113.5027217
1981,EUU,0.426124483,113.9870188
1982,EUU,0.308384867,114.3388556
1983,EUU,0.263727742,114.6416746
1984,EUU,0.224771815,114.8990371
1985,EUU,0.233571877,115.167409
1986,EUU,0.271525476,115.4801178
1987,EUU,0.291446362,115.8166804
1988,EUU,0.325997245,116.1945629
1989,EUU,0.346816839,116.629668
1990,EUU,0.339451903,117.0255696
1991,EUU,0.289220834,117.3604394
1992,EUU,0.291105725,110.2370902
1993,EUU,0.325261434,107.0968401
1994,EUU,0.249704519,107.3631819
1995,EUU,0.189395806,107.5673377
1996,EUU,0.163084845,107.7403165
1997,EUU,0.150505803,107.9049229
1998,EUU,0.133892444,108.0504902
1999,EUU,0.164870557,108.2294531
2000,EUU,0.119678625,107.4376309
2001,EUU,0.132124914,107.5938526
2002,EUU,0.229554373,107.8729662
2003,EUU,0.355921064,108.2438473
2004,EUU,0.375430129,108.657299
2005,EUU,0.35515346,109.0511159
2006,EUU,0.325070293,109.423689
2007,EUU,0.336411522,109.7931775
2008,EUU,0.321156999,110.1611998
2009,EUU,0.236928287,110.3965025
2010,EUU,0.140121589,110.5154587
2011,EUU,-0.176569018,110.3229238
2012,EUU,0.147528618,110.481542
2013,EUU,0.242409137,110.7108291
2014,EUU,0.249139535,110.9659028
2015,EUU,0.216643821,111.2236502
2016,EUU,0.210723915,111.4470836
2017,EUU,0.155030054,111.6400122
2018,EUU,0.173950381,111.828798
2019,EUU,0.078147874,111.9195105
2020,EUU,0.078320697,112.0069245
2021,EUU,-0.243357389,111.7306404
1960,FCS,..,..
1961,FCS,2.160273419,15.54593475
1962,FCS,2.199930439,15.8879345
1963,FCS,2.221390349,16.24086755
1964,FCS,2.233943926,16.60367942
1965,FCS,2.235473687,16.97485031
1966,FCS,2.230048967,17.35339778
1967,FCS,2.244459613,17.74288779
1968,FCS,2.269356626,18.14553719
1969,FCS,2.270886116,18.55760167
1970,FCS,2.26575945,18.97807228
1971,FCS,2.290021912,19.4126743
1972,FCS,2.302384696,19.85962874
1973,FCS,2.351498671,20.32662765
1974,FCS,2.399035813,20.81478691
1975,FCS,2.397900901,21.31443347
1976,FCS,2.397799302,21.82551081
1977,FCS,2.358709708,22.34031125
1978,FCS,2.476367648,22.89353949
1979,FCS,2.522051484,23.47092634
1980,FCS,2.304434658,24.0117985
1981,FCS,2.14962877,24.52796303
1982,FCS,2.266129929,25.08379854
1983,FCS,2.338831326,25.67046628
1984,FCS,2.378485194,26.28103452
1985,FCS,2.403483067,26.91269474
1986,FCS,2.339609632,27.54234673
1987,FCS,2.326778269,28.18319607
1988,FCS,2.288782588,28.82824816
1989,FCS,2.330588862,29.5001161
1990,FCS,2.710756046,30.29979228
1991,FCS,2.307831318,30.99736913
1992,FCS,2.551298001,30.68601226
1993,FCS,2.717577302,29.57138835
1994,FCS,2.839160917,30.41096765
1995,FCS,2.688345633,31.22851957
1996,FCS,2.298912824,31.94643602
1997,FCS,2.212221281,32.65316187
1998,FCS,2.307081928,33.40649707
1999,FCS,2.34750483,34.1907162
2000,FCS,2.290475304,34.97384611
2001,FCS,2.314702395,35.78338656
2002,FCS,2.472166385,36.66803201
2003,FCS,2.513487583,37.59007946
2004,FCS,2.443636567,38.1903376
2005,FCS,2.450872026,39.126279
2006,FCS,2.440800475,40.08095624
2007,FCS,2.379644961,41.03456572
2008,FCS,2.434677095,42.03422881
2009,FCS,2.510623332,43.09681573
2010,FCS,2.500602673,44.17467321
2011,FCS,2.471589652,45.26634368
2012,FCS,2.474088116,40.71742628
2013,FCS,2.443390258,41.71293356
2014,FCS,2.336447414,42.68769478
2015,FCS,2.233229079,43.64089425
2016,FCS,2.235598158,44.61716668
2017,FCS,2.23532177,45.61457512
2018,FCS,2.211627856,46.62325142
2019,FCS,2.220465295,47.6584758
2020,FCS,2.243186496,48.72770919
2021,FCS,2.207487642,49.80335518
1960,FIN,..,..
1961,FIN,0.705711484,14.64593388
1962,FIN,0.6799954,14.74586493
1963,FIN,0.706977468,14.85048426
1964,FIN,0.556315625,14.93333005
1965,FIN,0.333374795,14.98319708
1966,FIN,0.374800826,15.0394596
1967,FIN,0.541550206,15.12112676
1968,FIN,0.448972198,15.18916905
1969,FIN,-0.058030841,15.1803572
1970,FIN,-0.378718238,15.12297515
1971,FIN,0.126203706,15.14207295
1972,FIN,0.595195266,15.23246659
1973,FIN,0.567909198,15.31921928
1974,FIN,0.523542996,15.39963229
1975,FIN,0.443863076,15.4681375
1976,FIN,0.301448639,15.51483634
1977,FIN,0.279738313,15.55829804
1978,FIN,0.28712237,15.60303359
1979,FIN,0.255579028,15.64296267
1980,FIN,0.311078416,15.69170032
1981,FIN,0.426515645,15.75877081
1982,FIN,0.560285844,15.84731278
1983,FIN,0.595991321,15.9420434
1984,FIN,0.534342931,16.02745658
1985,FIN,0.417068904,16.09444171
1986,FIN,0.324794896,16.14680062
