year,iso3st,grpop,pop_density
1993,KGZ,0.030502061,23.54941084
1994,KGZ,-0.0378328,23.54050313
1995,KGZ,1.000182157,23.77713243
1996,KGZ,1.479715817,24.13158238
1997,KGZ,1.458128467,24.48602972
1998,KGZ,1.533905697,24.86451773
1999,KGZ,1.486222723,25.2368196
2000,KGZ,1.189885443,25.5389025
2001,KGZ,0.94908648,25.78244265
2002,KGZ,0.918535574,26.02035454
2003,KGZ,1.048523401,26.2946194
2004,KGZ,1.210191671,26.61476799
2005,KGZ,1.128384702,26.91678571
2006,KGZ,1.073768777,27.20736705
2007,KGZ,0.953810158,27.46811522
2008,KGZ,0.951059597,27.73059958
2009,KGZ,1.324478393,28.10032847
2010,KGZ,1.426166292,28.50395725
2011,KGZ,1.444188162,28.91859489
2012,KGZ,1.88402178,29.46859228
2013,KGZ,2.18875702,30.12069864
2014,KGZ,2.203248029,30.79169708
2015,KGZ,2.246692762,31.49132169
2016,KGZ,2.215364748,32.19675443
2017,KGZ,2.104830994,32.88162409
2018,KGZ,2.154980029,33.59790667
2019,KGZ,2.24237191,34.35980709
2020,KGZ,2.048378021,35.07088373
2021,KGZ,1.835817602,35.72066736
1960,KHM,..,..
1961,KHM,2.199535663,31.56111489
1962,KHM,2.243293524,32.27712441
1963,KHM,2.177964819,32.98782008
1964,KHM,2.093135004,33.68557671
1965,KHM,2.098697426,34.40000567
1966,KHM,2.101234751,35.13047813
1967,KHM,2.101723294,35.87663721
1968,KHM,2.09972068,36.63791072
1969,KHM,2.102288026,37.41629844
1970,KHM,0.520346115,37.61150011
1971,KHM,-0.27604715,37.50781781
1972,KHM,0.797400734,37.80810107
1973,KHM,0.981697231,38.18108996
1974,KHM,0.643559263,38.42760027
1975,KHM,-3.021178162,37.28399615
1976,KHM,-7.023447113,34.75521754
1977,KHM,-7.907508164,32.11279742
1978,KHM,-8.403644961,29.52443349
1979,KHM,-2.385346146,28.82850668
1980,KHM,2.159039144,29.45769318
1981,KHM,1.61430514,29.93708928
1982,KHM,2.834590203,30.79782461
1983,KHM,3.608764851,31.92954339
1984,KHM,3.639599999,33.11305801
1985,KHM,3.342352856,34.23851688
1986,KHM,3.92459581,35.60895649
1987,KHM,4.240500535,37.1514276
1988,KHM,3.800671415,38.5906073
1989,KHM,3.766377185,40.07179356
1990,KHM,4.17106847,41.77856334
1991,KHM,4.144880217,43.54662361
1992,KHM,5.396686714,45.96126785
1993,KHM,6.018721508,48.8124915
1994,KHM,6.978602997,52.34059597
1995,KHM,8.098189551,56.75559143
1996,KHM,7.52306354,61.19006345
1997,KHM,6.883669247,65.55054385
1998,KHM,4.124227501,68.31052005
1999,KHM,1.706658914,69.48635282
2000,KHM,1.59016993,70.60013596
2001,KHM,1.561668659,71.71133016
2002,KHM,1.54239258,72.82597439
2003,KHM,1.511071915,73.93478359
2004,KHM,1.47375057,75.03246658
2005,KHM,1.457614537,76.13416044
2006,KHM,1.475943055,77.2661908
2007,KHM,1.475544331,78.41474054
2008,KHM,1.51791486,79.61408906
2009,KHM,1.576656181,80.87927714
2010,KHM,1.556217454,82.14777929
2011,KHM,1.518392423,83.40462271
2012,KHM,1.499984187,84.66510877
2013,KHM,1.49510213,85.94044867
2014,KHM,1.482437252,87.22395196
2015,KHM,1.46023763,88.50697371
2016,KHM,1.458607676,89.80740426
2017,KHM,1.381765961,91.05694539
2018,KHM,1.243682774,92.19647632
2019,KHM,1.26258301,93.36791298
2020,KHM,1.470629886,94.75115568
2021,KHM,1.476778362,96.16080331
1960,KIR,..,..
1961,KIR,2.442517738,59.65802469
1962,KIR,2.483241404,61.15802469
1963,KIR,2.497912171,62.70493827
1964,KIR,2.52154224,64.30617284
1965,KIR,2.560622054,65.97407407
1966,KIR,1.828279064,67.19135802
1967,KIR,1.043684819,67.8962963
1968,KIR,0.964495149,68.55432099
1969,KIR,1.485428022,69.58024691
1970,KIR,2.01991587,71
1971,KIR,1.966282939,72.40987654
1972,KIR,1.901602518,73.8
1973,KIR,1.734674764,75.09135802
1974,KIR,0.647315093,75.57901235
1975,KIR,-0.379687215,75.29259259
1976,KIR,-0.535973925,74.89012346
1977,KIR,-0.65162972,74.4037037
1978,KIR,-0.670936747,73.90617284
1979,KIR,0.513180506,74.28641975
1980,KIR,1.60900273,75.49135802
1981,KIR,1.578694089,76.69259259
1982,KIR,1.617535566,77.94320988
1983,KIR,1.626077634,79.22098765
1984,KIR,1.636859656,80.52839506
1985,KIR,1.925297088,82.09382716
1986,KIR,2.323318057,84.02345679
1987,KIR,2.429868735,86.09012346
1988,KIR,2.400228573,88.18148148
1989,KIR,2.379516588,90.30493827
1990,KIR,2.30817939,92.41358025
1991,KIR,1.999775679,94.28024691
1992,KIR,1.654497249,95.85308642
1993,KIR,1.533752794,97.3345679
1994,KIR,1.485593411,98.79135802
1995,KIR,1.504477851,100.2888889
1996,KIR,1.695421339,102.0037037
1997,KIR,1.827717725,103.8851852
1998,KIR,1.778568002,105.7493827
1999,KIR,1.700439738,107.562963
2000,KIR,1.692322693,109.3987654
2001,KIR,1.924640852,111.5246914
2002,KIR,2.11290507,113.9061728
2003,KIR,2.050072065,116.2654321
2004,KIR,2.007846281,118.6234568
2005,KIR,2.009134138,121.0308642
2006,KIR,2.001561377,123.4777778
2007,KIR,2.029908629,126.0098765
2008,KIR,2.088398164,128.6691358
2009,KIR,2.131183851,131.4407407
2010,KIR,2.0793514,134.2024691
2011,KIR,1.771636163,136.6012346
2012,KIR,1.468642247,138.6222222
2013,KIR,1.374500903,140.5407407
2014,KIR,1.298651544,142.3777778
2015,KIR,1.282858625,144.2160494
2016,KIR,1.413580252,146.2691358
2017,KIR,1.505349825,148.4876543
2018,KIR,1.492854481,150.7209877
2019,KIR,1.49349334,152.9888889
2020,KIR,1.742304693,155.6777778
2021,KIR,1.790393476,158.4901235
1960,KNA,..,..
1961,KNA,-0.856551699,158.0971429
1962,KNA,-1.590269863,155.6028571
1963,KNA,-1.890660755,152.6885714
1964,KNA,-2.108486216,149.5028571
1965,KNA,-2.294596397,146.1114286
1966,KNA,-2.456649371,142.5657143
1967,KNA,-2.625451552,138.8714286
1968,KNA,-2.837957804,134.9857143
1969,KNA,-3.257042332,130.66
1970,KNA,-2.490802579,127.4457143
1971,KNA,-0.900785265,126.3028571
1972,KNA,-0.392117367,125.8085714
1973,KNA,-0.34807174,125.3714286
1974,KNA,-0.324134594,124.9657143
1975,KNA,-0.30225339,124.5885714
1976,KNA,-0.284769621,124.2342857
1977,KNA,-0.285582875,123.88
1978,KNA,-0.325729425,123.4771429
1979,KNA,-0.426667314,122.9514286
1980,KNA,-0.426161818,164.8076923
1981,KNA,-0.355356431,164.2230769
1982,KNA,-0.389534694,163.5846154
1983,KNA,-0.466618809,162.8230769
1984,KNA,-0.523406408,161.9730769
1985,KNA,-0.569137236,161.0538462
1986,KNA,-0.613234327,160.0692308
1987,KNA,-0.650871328,159.0307692
1988,KNA,-0.69409331,157.9307692
1989,KNA,-0.743098017,156.7615385
1990,KNA,-0.803058879,155.5076923
1991,KNA,-0.18319104,155.2230769
1992,KNA,0.880693468,156.5961538
1993,KNA,1.286057966,158.6230769
1994,KNA,1.286485738,160.6769231
1995,KNA,1.307954248,162.7923077
1996,KNA,1.293399719,164.9115385
1997,KNA,1.276884274,167.0307692
1998,KNA,1.303978397,169.2230769
1999,KNA,1.361210196,171.5423077
2000,KNA,1.440218997,174.0307692
2001,KNA,1.127372971,176.0038462
2002,KNA,0.564388463,177
2003,KNA,0.338409798,177.6
2004,KNA,0.300570011,178.1346154
2005,KNA,0.263067255,178.6038462
2006,KNA,0.283852845,179.1115385
2007,KNA,0.293755237,179.6384615
2008,KNA,0.275815058,180.1346154
2009,KNA,0.1727982,180.4461538
2010,KNA,-0.149314249,180.1769231
2011,KNA,0.085349726,180.3307692
2012,KNA,0.313035957,180.8961538
2013,KNA,0.076512724,181.0346154
2014,KNA,0.042481787,181.1115385
2015,KNA,-0.004247367,181.1038462
2016,KNA,-0.025487989,181.0576923
2017,KNA,-0.053120851,180.9615385
2018,KNA,-0.089306604,180.8
2019,KNA,-0.119199674,180.5846154
2020,KNA,-0.174799132,180.2692308
2021,KNA,-0.228551999,179.8576923
1960,KOR,..,..
1961,KOR,2.967243973,267.112513
1962,KOR,2.859320812,274.8603566
1963,KOR,2.784820053,282.6222994
1964,KOR,2.615394635,290.111497
1965,KOR,2.542150951,297.5811113
1966,KOR,2.514387432,305.1583143
1967,KOR,2.335013693,312.3676446
1968,KOR,2.320351091,319.7004147
1969,KOR,2.263434039,327.0191375
1970,KOR,2.184173947,334.2403794
1971,KOR,1.971323658,340.8947128
1972,KOR,1.87599937,347.3502592
1973,KOR,1.768292712,353.5470558
1974,KOR,1.71270542,359.6544267
1975,KOR,1.682000055,365.7549762
1976,KOR,1.596558594,371.6413332
1977,KOR,1.559039386,377.4807692
1978,KOR,1.519196719,383.2592266
1979,KOR,1.516874868,389.1171055
1980,KOR,1.558462678,395.2288513
1981,KOR,1.560203992,401.4435828
1982,KOR,1.545468533,407.6959569
1983,KOR,1.474218821,413.7508086
1984,KOR,1.234018311,418.8882024
1985,KOR,0.984565597,423.0328012
1986,KOR,0.994723868,427.261808
1987,KOR,0.985133112,431.4917064
1988,KOR,0.979189224,435.7375803
1989,KOR,0.989093268,440.0688161
1990,KOR,0.985130494,444.4254924
1991,KOR,0.989785982,448.8461953
1992,KOR,1.039161356,453.5347502
1993,KOR,1.015821437,458.1653328
1994,KOR,1.006157245,462.7984657
1995,KOR,1.006200855,467.4786544
1996,KOR,0.952779422,471.9539809
1997,KOR,0.937713809,476.4003732
1998,KOR,0.721865018,479.8517831
1999,KOR,0.710794593,483.2746942
2000,KOR,0.836180864,487.3326871
2001,KOR,0.767241775,489.6647095
2002,KOR,0.577957277,492.2485381
2003,KOR,0.518321453,494.7554752
2004,KOR,0.396331437,496.6176307
2005,KOR,0.211997784,497.5174084
2006,KOR,0.52519994,499.9823699
2007,KOR,0.505234033,502.3074494
2008,KOR,0.759316682,505.7707805
2009,KOR,0.514682828,508.0139604
2010,KOR,0.498225084,509.8159671
2011,KOR,0.768971759,513.8042803
2012,KOR,0.525713661,515.8755832
2013,KOR,0.455218622,517.6122698
2014,KOR,0.628149861,520.8524992
2015,KOR,0.527288497,523.5255477
2016,KOR,0.396851823,525.3700725
2017,KOR,0.280968018,526.7348067
2018,KOR,0.433519028,528.9690115
2019,KOR,0.347874969,530.3772746
2020,KOR,0.137869266,531.1090061
2021,KOR,-0.128757315,530.4256045
1960,KWT,..,..
1961,KWT,10.62939833,19.41329966
1962,KWT,10.69505443,21.60465769
1963,KWT,10.51776394,24.00078563
1964,KWT,10.09305013,26.5496633
1965,KWT,9.674547122,29.24657688
1966,KWT,9.408596919,32.1318743
1967,KWT,9.251194786,35.2462963
1968,KWT,9.069408584,38.59236813
1969,KWT,8.596631078,42.05679012
1970,KWT,7.659754904,45.40482604
1971,KWT,6.68775425,48.54523008
1972,KWT,6.193884122,51.64713805
1973,KWT,6.039961864,54.8627385
1974,KWT,6.022851731,58.26857464
1975,KWT,6.209228285,62.00129068
1976,KWT,6.470012314,66.14539843
1977,KWT,6.511997258,70.59612795
1978,KWT,6.336620423,75.21430976
1979,KWT,6.022081727,79.88294052
1980,KWT,5.551957461,84.44343434
1981,KWT,5.094281677,88.85667789
1982,KWT,4.871960942,93.29292929
1983,KWT,4.803999916,97.88411897
1984,KWT,4.286398908,102.1710438
1985,KWT,3.960430688,106.2986532
1986,KWT,4.049315459,110.691358
1987,KWT,3.998730238,115.2072952
1988,KWT,3.903018525,119.7927609
1989,KWT,3.80366037,124.437037
1990,KWT,-27.47078648,94.54652076
1991,KWT,-22.05177875,75.83608305
1992,KWT,19.04785987,91.7486532
1993,KWT,2.249187074,93.83563412
1994,KWT,-0.46695556,93.39848485
1995,KWT,1.025271738,94.36099888
1996,KWT,2.856961157,97.09573513
1997,KWT,3.265677304,100.3189113
1998,KWT,3.118051816,103.4961841
1999,KWT,2.976878939,106.6234568
2000,KWT,2.837165773,109.6918631
2001,KWT,2.695812572,112.6891695
2002,KWT,2.549390238,115.5989899
2003,KWT,2.393818643,118.3996072
2004,KWT,2.223516281,121.0617284
2005,KWT,3.617419764,125.5212121
2006,KWT,5.562421093,132.7010662
2007,KWT,5.877544677,140.7343996
2008,KWT,5.565515676,148.7890572
2009,KWT,5.290953529,156.8734007
2010,KWT,5.155060491,165.1723906
2011,KWT,6.23757793,175.8032548
2012,KWT,6.317322112,187.2676207
2013,KWT,4.989674043,196.8487093
2014,KWT,4.406572078,205.7169473
2015,KWT,4.4991022,215.1837262
2016,KWT,4.325949068,224.6967452
2017,KWT,3.69493434,233.1544332
2018,KWT,3.980154823,242.6214927
2019,KWT,2.710713324,249.2882155
2020,KWT,-0.951064117,246.9285634
2021,KWT,-0.899478872,244.7174523
1960,LAC,..,..
1961,LAC,2.828783083,11.10761908
1962,LAC,2.83849689,11.4229085
1963,LAC,2.830684359,11.74625498
1964,LAC,2.810830073,12.07642225
1965,LAC,2.777409655,12.41183397
1966,LAC,2.734718612,12.7512627
1967,LAC,2.688578174,13.09409037
1968,LAC,2.641573706,13.43998041
1969,LAC,2.598613164,13.78923351
1970,LAC,2.547557434,14.14052216
1971,LAC,2.509524416,14.49538201
1972,LAC,2.488218485,14.85605879
1973,LAC,2.462921199,15.22195181
1974,LAC,2.431535811,15.59207902
1975,LAC,2.39382338,15.96532585
1976,LAC,2.359197057,16.34209753
1977,LAC,2.345430127,16.72539001
1978,LAC,2.338473068,17.11650875
1979,LAC,2.311036696,17.51207755
1980,LAC,2.279237058,17.91121931
1981,LAC,2.232394204,18.31106833
1982,LAC,2.194596667,18.71292243
1983,LAC,2.185685539,19.12192807
1984,LAC,2.161008295,19.53515452
1985,LAC,2.112921085,19.94791692
1986,LAC,2.059346964,20.35871374
1987,LAC,2.01342801,20.76862178
1988,LAC,1.979337862,21.17970298
1989,LAC,1.940997444,21.59080047
1990,LAC,1.909241237,22.00302094
1991,LAC,1.85829573,22.41190214
1992,LAC,1.811406038,22.81787269
1993,LAC,1.76987596,23.22172073
1994,LAC,1.721860465,23.62156636
1995,LAC,1.689196406,24.02058101
1996,LAC,1.64774944,24.41638
1997,LAC,1.609838527,24.80944429
1998,LAC,1.587849136,25.2433739
1999,LAC,1.549367217,25.63448646
2000,LAC,1.47924109,26.01368232
2001,LAC,1.409463233,26.38033561
2002,LAC,1.352270416,26.73857377
2003,LAC,1.300714089,27.08635107
2004,LAC,1.258145498,27.42712149
2005,LAC,1.226096655,27.7633581
2006,LAC,1.196977984,28.09569504
2007,LAC,1.178350717,28.42674503
2008,LAC,1.16153269,28.75693096
2009,LAC,1.135501565,29.08346636
2010,LAC,1.100411312,29.40350412
2011,LAC,1.085666028,29.72202744
2012,LAC,1.075047842,30.04191167
2013,LAC,1.051188771,30.36181809
2014,LAC,1.026705966,30.67388656
2015,LAC,0.992766527,30.97826853
2016,LAC,0.973945565,31.28008459
2017,LAC,0.991092793,31.59052176
2018,LAC,1.022918369,31.91366701
2019,LAC,0.98525592,32.22829943
2020,LAC,0.832526282,32.49660849
2021,LAC,0.654814765,32.70940108
1960,LAO,..,..
1961,LAO,2.250316917,9.401195841
1962,LAO,2.283350061,9.618327556
1963,LAO,2.278046865,9.83995234
1964,LAO,2.253742466,10.06423744
1965,LAO,2.27180252,10.29549393
1966,LAO,2.283467538,10.53329289
1967,LAO,2.302737006,10.77866118
1968,LAO,2.330694611,11.03282929
1969,LAO,2.351284335,11.29531629
1970,LAO,2.378244776,11.56716638
1971,LAO,2.40285563,11.84847487
1972,LAO,2.421668666,12.13890815
1973,LAO,2.429956276,12.43749133
1974,LAO,2.381662412,12.73726603
1975,LAO,2.212264513,13.02218804
1976,LAO,1.955618114,13.27935875
1977,LAO,1.748063812,13.5135312
1978,LAO,1.679258328,13.74237435
1979,LAO,1.76449927,13.9870104
1980,LAO,1.974400009,14.26591421
1981,LAO,2.224321507,14.58678943
1982,LAO,2.446922618,14.94811958
1983,LAO,2.602768829,15.34229203
1984,LAO,2.698146805,15.76188475
1985,LAO,2.769067714,16.20444107
1986,LAO,2.81379366,16.66687608
1987,LAO,2.842127574,17.14736568
1988,LAO,2.864104861,17.64558492
1989,LAO,2.865130348,18.1584662
1990,LAO,2.845823241,18.68264731
1991,LAO,2.816282439,19.2162825
1992,LAO,2.769076699,19.75583189
1993,LAO,2.71337335,20.2992201
1994,LAO,2.615618637,20.83717504
1995,LAO,2.468419377,21.35792461
1996,LAO,2.331293269,21.86168977
1997,LAO,2.085508863,22.32240468
1998,LAO,1.851061244,22.73945407
1999,LAO,1.747472234,23.14031196
2000,LAO,1.678985478,23.53211438
2001,LAO,1.648398906,23.92323224
2002,LAO,1.606287149,24.31061092
2003,LAO,1.539640952,24.68780329
2004,LAO,1.457937448,25.05037262
2005,LAO,1.508841189,25.43120884
2006,LAO,1.583387985,25.83708839
2007,LAO,1.548123525,26.24019064
2008,LAO,1.51959405,26.64198007
2009,LAO,1.49588633,27.04350953
2010,LAO,1.471928721,27.44451473
2011,LAO,1.448149498,27.84484402
2012,LAO,1.42735442,28.24513865
2013,LAO,1.407554774,28.6455156
2014,LAO,1.378768427,29.04320624
2015,LAO,1.458364749,29.46986568
2016,LAO,1.563175613,29.93415078
2017,LAO,1.570297226,30.40791594
2018,LAO,1.55377802,30.88407712
2019,LAO,1.525763046,31.35890815
2020,LAO,1.493386752,31.83073224
2021,LAO,1.441416409,32.29286828
1960,LBN,..,..
1961,LBN,3.055699551,180.8488759
1962,LBN,3.165123177,186.6645161
1963,LBN,3.131166074,192.6017595
1964,LBN,3.010930899,198.4890518
1965,LBN,2.830133438,204.1868035
1966,LBN,2.80536328,209.9960899
1967,LBN,2.685402278,215.7117302
1968,LBN,2.666631519,221.541349
1969,LBN,2.689927638,227.5815249
1970,LBN,2.458827474,233.2467253
1971,LBN,2.491630064,239.1313783
1972,LBN,2.559237731,245.330303
1973,LBN,2.487249145,251.5087977
1974,LBN,2.390611762,257.5938416
1975,LBN,2.177334768,263.2640274
1976,LBN,1.22806295,266.5170088
1977,LBN,1.300380674,270.0053763
1978,LBN,2.167632464,275.9219941
1979,LBN,2.10173096,281.7825024
1980,LBN,2.132353207,287.8556207
1981,LBN,2.157314475,294.1330401
1982,LBN,1.515552321,298.6247312
1983,LBN,1.302960728,302.5411535
1984,LBN,1.848657102,308.1861193
1985,LBN,2.029293576,314.5040078
1986,LBN,2.546694791,322.6163245
1987,LBN,2.548478315,330.9437928
1988,LBN,2.02030086,337.6978495
1989,LBN,2.02404239,344.6026393
1990,LBN,1.963138465,351.4345064
1991,LBN,2.030249164,358.6424242
1992,LBN,2.11593671,366.3119257
1993,LBN,1.936525255,373.4747801
1994,LBN,1.793770534,380.2345064
1995,LBN,1.807212876,387.1686217
1996,LBN,1.852241105,394.4067449
1997,LBN,1.808285017,401.6036168
1998,LBN,1.758278359,408.7273705
1999,LBN,1.754220087,415.9606061
2000,LBN,1.725524567,423.200391
2001,LBN,1.662524958,430.2950147
2002,LBN,1.389375276,436.3151515
2003,LBN,1.379572825,442.3761486
2004,LBN,1.616971604,449.58739
2005,LBN,1.549546607,456.6082111
2006,LBN,1.69887292,464.4316716
2007,LBN,1.938143808,473.5208211
2008,LBN,1.663096479,481.4617791
2009,LBN,1.349797119,488.0045943
2010,LBN,0.976748359,492.7945259
2011,LBN,1.079823792,498.1446725
2012,LBN,2.704872967,511.802737
2013,LBN,9.254906493,561.430694
2014,LBN,9.992304727,620.42913
2015,LBN,1.957695836,632.6949169
2016,LBN,-2.335437494,618.0899316
2017,LBN,-2.610571165,602.1630499
2018,LBN,-2.898842971,584.957869
2019,LBN,-3.21837129,566.4314761
2020,LBN,-1.603862582,557.4191593
2021,LBN,0.275364168,558.9562072
1960,LBR,..,..
1961,LBR,2.44416843,12.12330772
1962,LBR,2.480044697,12.42773048
1963,LBR,2.505850963,12.74308555
1964,LBR,2.520567572,13.06836586
1965,LBR,2.542274828,13.4048588
1966,LBR,2.540874948,13.7498235
1967,LBR,2.538661124,14.10335341
1968,LBR,2.550679438,14.46771179
1969,LBR,2.555808611,14.8422446
1970,LBR,2.560043353,15.22711794
1971,LBR,2.518080515,15.61541736
1972,LBR,2.53352604,16.01609219
1973,LBR,2.617847713,16.44090532
1974,LBR,2.665246002,16.88498754
1975,LBR,2.702456505,17.34751869
1976,LBR,2.724334235,17.8266196
1977,LBR,2.811433493,18.33491487
1978,LBR,2.914498921,18.87714909
1979,LBR,2.95153315,19.44261836
1980,LBR,2.974469975,20.02962002
1981,LBR,2.942614489,20.62777201
1982,LBR,2.887445943,21.23207018
1983,LBR,2.988527846,21.87617317
1984,LBR,3.093350713,22.56345515
1985,LBR,3.046419065,23.26140988
1986,LBR,2.988626603,23.96709925
1987,LBR,2.933279571,24.68053364
1988,LBR,2.890314935,25.40428779
1989,LBR,2.856986706,26.14055233
1990,LBR,-12.42509051,23.08624377
1991,LBR,-12.79912722,20.31268688
1992,LBR,5.757042727,21.51641404
1993,LBR,3.911240053,22.37464701
1994,LBR,-0.241483732,22.32068106
1995,LBR,0.890656465,22.5203696
1996,LBR,2.868659857,23.17575789
1997,LBR,7.783871157,25.0517961
1998,LBR,10.12586853,27.72138704
1999,LBR,5.520895656,29.29489203
2000,LBR,3.702568448,30.3998858
2001,LBR,2.935237571,31.30541944
2002,LBR,2.600553744,32.13021179
2003,LBR,0.79655231,32.38716777
2004,LBR,1.190500873,32.77504153
2005,LBR,4.464199764,34.27133513
2006,LBR,5.589721529,36.24155939
2007,LBR,4.980556075,38.09229651
2008,LBR,4.058018063,39.66988164
2009,LBR,3.143600246,40.93675249
2010,LBR,2.896058116,42.1396387
2011,LBR,3.920469879,43.82452243
2012,LBR,3.534486944,45.40119394
2013,LBR,2.198276931,46.41028862
2014,LBR,2.082175325,47.38676287
2015,LBR,2.062970967,48.37449128
2016,LBR,2.043121555,49.37300664
2017,LBR,1.943247767,50.34182932
2018,LBR,1.956452314,51.33644103
2019,LBR,1.982254929,52.36421304
2020,LBR,2.074833406,53.46203281
2021,LBR,2.110987385,54.6026059
1960,LBY,..,..
1961,LBY,4.121112363,0.884150971
1962,LBY,4.171033216,0.921809109
1963,LBY,4.13636121,0.960738034
1964,LBY,3.672380309,0.996675836
1965,LBY,2.829202679,1.025276493
1966,LBY,2.466428783,1.050878639
1967,LBY,2.62265176,1.078804119
1968,LBY,2.834896853,1.109824727
1969,LBY,3.101375491,1.144783864
1970,LBY,3.33435659,1.183598554
1971,LBY,3.34983824,1.223918751
1972,LBY,3.313691888,1.265155097
1973,LBY,3.881389813,1.315226139
1974,LBY,4.973968956,1.382299351
1975,LBY,5.571044296,1.461493345
1976,LBY,5.657539317,1.546561601
1977,LBY,5.723588786,1.637662685
1978,LBY,5.764700038,1.734843198
1979,LBY,5.77026964,1.837892858
1980,LBY,5.724770841,1.946177978
1981,LBY,5.596458946,2.058200439
1982,LBY,2.811932375,2.11689703
1983,LBY,-0.15594344,2.113598441
1984,LBY,1.459386972,2.144670198
1985,LBY,3.261650856,2.215775146
1986,LBY,2.998096749,2.28321209
1987,LBY,2.757853488,2.347056049
1988,LBY,2.581943904,2.408444821
1989,LBY,2.451328505,2.468213283
1990,LBY,2.328670286,2.526364277
1991,LBY,2.206206991,2.582720484
1992,LBY,2.089451972,2.637252918
1993,LBY,1.977853316,2.689933164
1994,LBY,1.86276943,2.74051002
1995,LBY,1.743430859,2.788707844
1996,LBY,1.628256686,2.834486855
1997,LBY,1.536953336,2.878388101
1998,LBY,1.490717335,2.92161815
1999,LBY,1.49314341,2.96556941
2000,LBY,1.653226142,3.01500449
2001,LBY,1.841888491,3.071052093
2002,LBY,1.920339978,3.130596633
2003,LBY,1.994852545,3.193674483
2004,LBY,2.065837117,3.260336793
2005,LBY,2.10615512,3.329732771
2006,LBY,2.051138853,3.398735465
2007,LBY,2.055069468,3.469304477
2008,LBY,2.124099597,3.543784171
2009,LBY,2.083154076,3.61838094
2010,LBY,2.039057706,3.692919172
2011,LBY,-2.408581416,3.605034839
2012,LBY,-2.617431823,3.511899701
2013,LBY,2.007443919,3.583111495
2014,LBY,1.926310832,3.652802437
2015,LBY,1.613838978,3.712231038
2016,LBY,1.523995146,3.769238551
2017,LBY,1.595199924,3.829847574
2018,LBY,1.623327086,3.892525887
2019,LBY,1.477959507,3.950483081
2020,LBY,1.348449803,4.004114143
2021,LBY,1.266199795,4.05513657
1960,LCA,..,..
1961,LCA,0.972733721,153.2622951
1962,LCA,1.079826445,154.9262295
1963,LCA,1.067243742,156.5885246
1964,LCA,1.02696399,158.204918
1965,LCA,1.018576008,159.8245902
1966,LCA,0.990026254,161.4147541
1967,LCA,1.051700127,163.1213115
1968,LCA,1.169966238,165.0409836
1969,LCA,1.188832786,167.0147541
1970,LCA,1.254381364,169.1229508
1971,LCA,1.346967589,171.4163934
1972,LCA,1.365863773,173.7737705
1973,LCA,1.401428088,176.2262295
1974,LCA,1.457264423,178.8131148
1975,LCA,1.500476284,181.5163934
1976,LCA,1.523668285,184.3032787
1977,LCA,1.509562564,187.1065574
1978,LCA,1.477617342,189.8918033
1979,LCA,1.451847135,192.6688525
1980,LCA,1.488090023,195.557377
1981,LCA,1.560400293,198.6327869
1982,LCA,1.572991619,201.7819672
1983,LCA,1.577425295,204.9901639
1984,LCA,1.604883104,208.3065574
1985,LCA,1.632969712,211.7360656
1986,LCA,1.597588491,215.1459016
1987,LCA,1.503435183,218.404918
1988,LCA,1.322033817,221.3114754
1989,LCA,1.113774441,223.7901639
1990,LCA,0.980439316,225.995082
1991,LCA,1.199104415,228.7213115
1992,LCA,1.491827039,232.1590164
1993,LCA,1.478247867,235.6163934
1994,LCA,1.494420387,239.1639344
1995,LCA,1.576377943,242.9639344
1996,LCA,1.492105206,246.6163934
1997,LCA,1.407920816,250.1131148
1998,LCA,1.372211894,253.5688525
1999,LCA,1.300684085,256.8885246
2000,LCA,1.214027431,260.0262295
2001,LCA,1.016778243,262.6836066
2002,LCA,0.872385751,264.9852459
2003,LCA,0.822512392,267.1737705
2004,LCA,0.771973334,269.2442623
2005,LCA,0.734635033,271.2295082
2006,LCA,0.716076161,273.1786885
2007,LCA,0.669266876,275.0131148
2008,LCA,0.623950967,276.7344262
2009,LCA,0.626557736,278.4737705
2010,LCA,0.6086146,280.1737705
2011,LCA,0.52231325,281.6409836
2012,LCA,0.45646269,282.9295082
2013,LCA,0.452081381,284.2114754
2014,LCA,0.442581735,285.4721311
2015,LCA,0.439488106,286.7295082
2016,LCA,0.422763651,287.9442623
2017,LCA,0.395468543,289.0852459
2018,LCA,0.382048184,290.1918033
2019,LCA,0.36314669,291.247541
2020,LCA,0.330981924,292.2131148
2021,LCA,0.152478363,292.6590164
1960,LCN,..,..
1961,LCN,2.795944895,11.19472931
1962,LCN,2.803690981,11.50859492
1963,LCN,2.79668613,11.8304542
1964,LCN,2.770898938,12.15826413
1965,LCN,2.732867058,12.49053333
1966,LCN,2.686894318,12.82614076
1967,LCN,2.637525031,13.16443343
1968,LCN,2.59104141,13.50552935
1969,LCN,2.549294948,13.84982513
1970,LCN,2.502096899,14.19636117
1971,LCN,2.469345526,14.54691838
1972,LCN,2.449738515,14.90327985
1973,LCN,2.427875081,15.26511286
1974,LCN,2.397415964,15.63108112
1975,LCN,2.359866651,15.99984221
1976,LCN,2.325546867,16.37203205
1977,LCN,2.309027337,16.75006675
1978,LCN,2.301086014,17.13550019
1979,LCN,2.273241589,17.52503151
1980,LCN,2.24346289,17.91827942
1981,LCN,2.1979209,18.31210903
1982,LCN,2.162338651,18.70807884
1983,LCN,2.153730355,19.11100041
1984,LCN,2.130994572,19.51825479
1985,LCN,2.087488522,19.92569612
1986,LCN,2.039996382,20.3321796
