iso3,year,banking_crises,debt_crises,currency_crises,twin_crises,triple_crises
BLZ,1954,,,,,
BLZ,1955,,,,,
BLZ,1956,,,,,
BLZ,1957,,,,,
BLZ,1958,,,,,
BLZ,1959,,,,,
BLZ,1960,,,,,
BLZ,1961,,,,,
BLZ,1962,,,,,
BLZ,1963,,,,,
BLZ,1964,,,,,
BLZ,1965,,,,,
BLZ,1966,,,,,
BLZ,1967,,,,,
BLZ,1968,,,,,
BLZ,1969,,,,,
BLZ,1970,,,,,
BLZ,1971,,,,,
BLZ,1972,,,,,
BLZ,1973,,,,,
BLZ,1974,,,,,
BLZ,1975,,,,,
BLZ,1976,,,,,
BLZ,1977,,,,,
BLZ,1978,,,,,
BLZ,1979,,,,,
BLZ,1980,,,,,
BLZ,1981,,,,,
BLZ,1982,,,,,
BLZ,1983,,,,,
BLZ,1984,,,,,
BLZ,1985,,,,,
BLZ,1986,,,,,
BLZ,1987,,,,,
BLZ,1988,,,,,
BLZ,1989,,,,,
BLZ,1990,,,,,
BLZ,1991,,,,,
BLZ,1992,,,,,
BLZ,1993,,,,,
BLZ,1994,,,,,
BLZ,1995,,,,,
BLZ,1996,,,,,
BLZ,1997,,,,,
BLZ,1998,,,,,
BLZ,1999,,,,,
BLZ,2000,,,,,
BLZ,2001,,,,,
BLZ,2002,,,,,
BLZ,2003,,,,,
BLZ,2004,,,,,
BLZ,2005,,,,,
BLZ,2006,,1,,,
BLZ,2007,,1,,,
BLZ,2008,,,,,
BLZ,2009,,,,,
BLZ,2010,,,,,
BLZ,2011,,,,,
BLZ,2012,,1,,,
BLZ,2013,,1,,,
BLZ,2014,,,,,
BLZ,2015,,,,,
BLZ,2016,,,,,
BLZ,2017,,1,,,
BLZ,2018,,,,,
BLZ,2019,,,,,
BOL,1950,,,,,
BOL,1951,,,,,
BOL,1952,,,,,
BOL,1953,,,1,,
BOL,1954,,,,,
BOL,1955,,,,,
BOL,1956,,,1,,
BOL,1957,,,,,
BOL,1958,,,1,,
BOL,1959,,,,,
BOL,1960,,1,,,
BOL,1961,,1,,,
BOL,1962,,1,,,
BOL,1963,,1,,,
BOL,1964,,1,,,
BOL,1965,,1,,,
BOL,1966,,1,,,
BOL,1967,,1,,,
BOL,1968,,1,,,
BOL,1969,,1,,,
BOL,1970,,,,,
BOL,1971,,,,,
BOL,1972,,,1,,
BOL,1973,,,1,,
BOL,1974,,,,,
BOL,1975,,,,,
BOL,1976,,,,,
BOL,1977,,,,,
BOL,1978,,,,,
BOL,1979,,,,,
BOL,1980,,1,,,
BOL,1981,,1,,,
BOL,1982,,1,1,,
BOL,1983,,1,1,,
BOL,1984,,1,1,,
BOL,1985,,1,1,,
BOL,1986,1,1,,,
BOL,1987,,1,,,
BOL,1988,,1,,,
BOL,1989,,1,,,
BOL,1990,,1,,,
BOL,1991,,1,,,
BOL,1992,,1,,,
BOL,1993,,1,,,
BOL,1994,1,1,,,
BOL,1995,,1,,,
BOL,1996,,1,,,
BOL,1997,,1,,,
BOL,1998,,1,,,
BOL,1999,,,,,
BOL,2000,,,,,
BOL,2001,,1,,,
BOL,2002,,,,,
BOL,2003,,,,,
BOL,2004,,,,,
BOL,2005,,,,,
BOL,2006,,,,,
BOL,2007,,,,,
BOL,2008,,,,,
BOL,2009,,,,,
BOL,2010,,,,,
BOL,2011,,,,,
BOL,2012,,,,,
BOL,2013,,,,,
BOL,2014,,,,,
BOL,2015,,,,,
BOL,2016,,,,,
BOL,2017,,,,,
BOL,2018,,,,,
BOL,2019,,,,,
BRA,1950,,,,,
BRA,1951,,,,,
BRA,1952,,,,,
BRA,1953,,,1,,
BRA,1954,,,,,
BRA,1955,,,,,
BRA,1956,,,,,
BRA,1957,,,1,,
BRA,1958,,,1,,
BRA,1959,,,,,
BRA,1960,,,,,
BRA,1961,,,1,,
BRA,1962,,,,,
BRA,1963,,,,,
BRA,1964,,,1,,
BRA,1965,,,,,
BRA,1966,,,,,
BRA,1967,,,,,
BRA,1968,,,1,,
BRA,1969,,,,,
BRA,1970,,,,,
BRA,1971,,,,,
BRA,1972,,,,,
BRA,1973,,,,,
BRA,1974,,,,,
BRA,1975,,,,,
BRA,1976,,,1,,
BRA,1977,,,,,
BRA,1978,,,,,
BRA,1979,,,1,,
BRA,1980,,,1,,
BRA,1981,,,1,,
BRA,1982,,,1,,
BRA,1983,,1,1,,
BRA,1984,,1,,,
BRA,1985,,1,,,
BRA,1986,,1,,,
BRA,1987,,1,,,
BRA,1988,,1,,,
BRA,1989,,1,,,
BRA,1990,1,1,,,
BRA,1991,1,1,,,
BRA,1992,1,1,,,
BRA,1993,1,1,,,
BRA,1994,1,1,,,
BRA,1995,1,,,,
BRA,1996,1,,,,
BRA,1997,1,,,,
BRA,1998,1,,,,
BRA,1999,,,,,
BRA,2000,,,,,
BRA,2001,,,,,
BRA,2002,,,,,
BRA,2003,,,,,
BRA,2004,,,,,
BRA,2005,,,,,
BRA,2006,,,,,
BRA,2007,,,,,
BRA,2008,,,,,
BRA,2009,,,,,
BRA,2010,,,,,
BRA,2011,,,,,
BRA,2012,,,,,
BRA,2013,,,,,
BRA,2014,,,,,
BRA,2015,,,,,
BRA,2016,,,,,
BRA,2017,,,,,
BRA,2018,,,,,
BRA,2019,,,,,
BRB,1950,,,,,
BRB,1951,,,,,
BRB,1952,,,,,
BRB,1953,,,,,
BRB,1954,,,,,
BRB,1955,,,,,
BRB,1956,,,,,
BRB,1957,,,,,
BRB,1958,,,,,
BRB,1959,,,,,
BRB,1960,,,,,
BRB,1961,,,,,
BRB,1962,,,,,
BRB,1963,,,,,
BRB,1964,,,,,
BRB,1965,,,,,
BRB,1966,,,,,
BRB,1967,,,,,
BRB,1968,,,,,
BRB,1969,,,,,
BRB,1970,,,,,
BRB,1971,,,,,
BRB,1972,,,,,
BRB,1973,,,,,
BRB,1974,,,,,
BRB,1975,,,,,
BRB,1976,,,,,
BRB,1977,,,,,
BRB,1978,,,,,
BRB,1979,,,,,
BRB,1980,,,,,
BRB,1981,,,,,
BRB,1982,,,,,
BRB,1983,,,,,
BRB,1984,,,,,
BRB,1985,,,,,
BRB,1986,,,,,
BRB,1987,,,,,
BRB,1988,,,,,
BRB,1989,,,,,
BRB,1990,,,,,
BRB,1991,,,,,
BRB,1992,,,,,
BRB,1993,,,,,
BRB,1994,,,,,
BRB,1995,,,,,
BRB,1996,,,,,
BRB,1997,,,,,
BRB,1998,,,,,
BRB,1999,,,,,
BRB,2000,,,,,
BRB,2001,,,,,
BRB,2002,,,,,
BRB,2003,,,,,
BRB,2004,,,,,
BRB,2005,,,,,
BRB,2006,,,,,
BRB,2007,,,,,
BRB,2008,,,,,
BRB,2009,,,,,
BRB,2010,,,,,
BRB,2011,,,,,
BRB,2012,,,,,
BRB,2013,,,,,
BRB,2014,,,,,
BRB,2015,,,,,
BRB,2016,,,,,
BRB,2017,,,,,
BRB,2018,,1,,,
BRB,2019,,1,,,
BTN,1950,,,,,
BTN,1951,,,,,
BTN,1952,,,,,
BTN,1953,,,,,
BTN,1954,,,,,
BTN,1955,,,,,
BTN,1956,,,,,
BTN,1957,,,,,
BTN,1958,,,,,
BTN,1959,,,,,
BTN,1960,,,,,
BTN,1961,,,,,
BTN,1962,,,,,
BTN,1963,,,,,
BTN,1964,,,,,
BTN,1965,,,,,
BTN,1966,,,1,,
BTN,1967,,,,,
BTN,1968,,,,,
BTN,1969,,,,,
BTN,1970,,,,,
BTN,1971,,,,,
BTN,1972,,,,,
BTN,1973,,,,,
BTN,1974,,,,,
BTN,1975,,,,,
BTN,1976,,,,,
BTN,1977,,,,,
BTN,1978,,,,,
BTN,1979,,,,,
BTN,1980,,,,,
BTN,1981,,,,,
BTN,1982,,,,,
BTN,1983,,,,,
BTN,1984,,,,,
BTN,1985,,,,,
BTN,1986,,,,,
BTN,1987,,,,,
BTN,1988,,,,,
BTN,1989,,,,,
BTN,1990,,,,,
BTN,1991,,1,1,1,
BTN,1992,,1,,,
BTN,1993,,1,,,
BTN,1994,,,,,
BTN,1995,,,,,
BTN,1996,,,,,
BTN,1997,,,,,
BTN,1998,,,,,
BTN,1999,,,,,
BTN,2000,,,,,
BTN,2001,,,,,
BTN,2002,,,,,
BTN,2003,,,,,
BTN,2004,,,,,
BTN,2005,,,,,
BTN,2006,,,,,
BTN,2007,,,,,
BTN,2008,,,,,
BTN,2009,,,,,
BTN,2010,,,,,
BTN,2011,,,,,
BTN,2012,,,,,
BTN,2013,,,,,
BTN,2014,,,,,
BTN,2015,,,,,
BTN,2016,,,,,
BTN,2017,,,,,
BTN,2018,,,,,
BTN,2019,,,,,
BWA,1950,,,,,
BWA,1951,,,,,
BWA,1952,,,,,
BWA,1953,,,,,
BWA,1954,,,,,
BWA,1955,,,,,
BWA,1956,,,,,
BWA,1957,,,,,
BWA,1958,,,,,
BWA,1959,,,,,
BWA,1960,,,,,
BWA,1961,,,,,
BWA,1962,,,,,
BWA,1963,,,,,
BWA,1964,,,,,
BWA,1965,,,,,
BWA,1966,,,,,
BWA,1967,,,,,
BWA,1968,,,,,
BWA,1969,,,,,
BWA,1970,,,,,
BWA,1971,,,,,
BWA,1972,,,,,
BWA,1973,,,,,
BWA,1974,,,,,
BWA,1975,,,,,
BWA,1976,,,,,
BWA,1977,,,,,
BWA,1978,,,,,
BWA,1979,,,,,
BWA,1980,,,,,
BWA,1981,,,,,
BWA,1982,,,,,
BWA,1983,,,,,
BWA,1984,,,1,,
BWA,1985,,,1,,
BWA,1986,,,,,
BWA,1987,,,,,
BWA,1988,,,,,
BWA,1989,,,,,
BWA,1990,,,,,
BWA,1991,,,,,
BWA,1992,,,,,
BWA,1993,,,,,
BWA,1994,,,,,
BWA,1995,,,,,
BWA,1996,,,,,
BWA,1997,,,,,
BWA,1998,,,,,
BWA,1999,,,,,
BWA,2000,,,,,
BWA,2001,,,1,,
BWA,2002,,,,,
BWA,2003,,,,,
BWA,2004,,,,,
BWA,2005,,,,,
BWA,2006,,,,,
BWA,2007,,,,,
BWA,2008,,,,,
BWA,2009,,,,,
BWA,2010,,,,,
BWA,2011,,,,,
BWA,2012,,,,,
BWA,2013,,,,,
BWA,2014,,,,,
BWA,2015,,,,,
BWA,2016,,,,,
BWA,2017,,,,,
BWA,2018,,,,,
BWA,2019,,,,,
CAF,1950,,,,,
CAF,1951,,,,,
CAF,1952,,,,,
CAF,1953,,,,,
CAF,1954,,,,,
CAF,1955,,,,,
CAF,1956,,,,,
CAF,1957,,,,,
CAF,1958,,,,,
CAF,1959,,,,,
CAF,1960,,,,,
CAF,1961,,,,,
CAF,1962,,,,,
CAF,1963,,,,,
CAF,1964,,,,,
CAF,1965,,,,,
CAF,1966,,,,,
CAF,1967,,,,,
CAF,1968,,,,,
CAF,1969,,,,,
CAF,1970,,,,,
CAF,1971,,,,,
CAF,1972,,1,,,
CAF,1973,,1,,,
CAF,1974,,1,,,
CAF,1975,,1,,,
CAF,1976,1,1,,,
CAF,1977,,1,,,
CAF,1978,,1,,,
CAF,1979,,1,,,
CAF,1980,,1,,,
CAF,1981,,1,,,
CAF,1982,,1,,,
CAF,1983,,1,,,
CAF,1984,,1,,,
CAF,1985,,1,,,
CAF,1986,,,,,
CAF,1987,,1,,,
CAF,1988,,1,,,
CAF,1989,,1,,,
CAF,1990,,1,,,
CAF,1991,,1,,,
CAF,1992,,1,,,
CAF,1993,,1,,,
CAF,1994,,1,1,1,
CAF,1995,1,1,,1,
CAF,1996,1,1,,,
CAF,1997,,1,,,
CAF,1998,,1,,,
CAF,1999,,1,,,
CAF,2000,,1,,,
CAF,2001,,1,,,
CAF,2002,,1,,,
CAF,2003,,1,,,
CAF,2004,,1,,,
CAF,2005,,1,,,
CAF,2006,,1,,,
CAF,2007,,1,,,
CAF,2008,,1,,,
CAF,2009,,1,,,
CAF,2010,,1,,,
CAF,2011,,1,,,
CAF,2012,,1,,,
CAF,2013,,1,,,
CAF,2014,,1,,,
CAF,2015,,1,,,
CAF,2016,,1,,,
CAF,2017,,1,,,
CAF,2018,,1,,,
CAF,2019,,1,,,
CHE,1950,,,,,
CHE,1951,,,,,
CHE,1952,,,,,
CHE,1953,,,,,
CHE,1954,,,,,
CHE,1955,,,,,
CHE,1956,,,,,
CHE,1957,,,,,
CHE,1958,,,,,
CHE,1959,,,,,
CHE,1960,,,,,
CHE,1961,,,,,
CHE,1962,,,,,
CHE,1963,,,,,
CHE,1964,,,,,
CHE,1965,,,,,
CHE,1966,,,,,
CHE,1967,,,,,
CHE,1968,,,,,
CHE,1969,,,,,
CHE,1970,,,,,
CHE,1971,,,,,
CHE,1972,,,,,
CHE,1973,,,,,
CHE,1974,,,,,
CHE,1975,,,,,
CHE,1976,,,,,
CHE,1977,,,,,
CHE,1978,,,,,
CHE,1979,,,,,
CHE,1980,,,,,
CHE,1981,,,,,
CHE,1982,,,,,
CHE,1983,,,,,
CHE,1984,,,,,
CHE,1985,,,,,
CHE,1986,,,,,
CHE,1987,,,,,
CHE,1988,,,,,
CHE,1989,,,,,
CHE,1990,,,,,
CHE,1991,,,,,
CHE,1992,,,,,
CHE,1993,,,,,
CHE,1994,,,,,
CHE,1995,,,,,
CHE,1996,,,,,
CHE,1997,,,,,
CHE,1998,,,,,
CHE,1999,,,,,
CHE,2000,,,,,
CHE,2001,,,,,
CHE,2002,,,,,
CHE,2003,,,,,
CHE,2004,,,,,
CHE,2005,,,,,
CHE,2006,,,,,
CHE,2007,,,,,
CHE,2008,1,,,,
CHE,2009,1,,,,
CHE,2010,,,,,
CHE,2011,,,,,
CHE,2012,,,,,
CHE,2013,,,,,
CHE,2014,,,,,
CHE,2015,,,,,
CHE,2016,,,,,
CHE,2017,,,,,
CHE,2018,,,,,
CHE,2019,,,,,
CHL,1950,,,,,
CHL,1951,,,1,,
CHL,1952,,,,,
CHL,1953,,,,,
CHL,1954,,,,,
CHL,1955,,,1,,
CHL,1956,,,1,,
CHL,1957,,,,,
CHL,1958,,,,,
CHL,1959,,,,,
CHL,1960,,,,,
CHL,1961,,,,,
CHL,1962,,,1,,
CHL,1963,,,1,,
CHL,1964,,,,,
CHL,1965,,,,,
CHL,1966,,,,,
CHL,1967,,,1,,
CHL,1968,,,,,
CHL,1969,,,,,
CHL,1970,,,,,
CHL,1971,,,1,1,
CHL,1972,,1,1,1,
CHL,1973,,1,1,1,
CHL,1974,,1,1,1,
CHL,1975,,1,1,1,
CHL,1976,1,,,,
CHL,1977,,,,,
CHL,1978,,,,,
CHL,1979,,,,,
CHL,1980,,,,,
CHL,1981,1,,,,1
CHL,1982,1,,1,,1
CHL,1983,1,1,1,,1
CHL,1984,1,1,,,
CHL,1985,1,1,1,,
CHL,1986,,1,,,
CHL,1987,,1,,,
CHL,1988,,1,,,
CHL,1989,,1,,,
CHL,1990,,1,,,
CHL,1991,,,,,
CHL,1992,,,,,
CHL,1993,,,,,
CHL,1994,,,,,
CHL,1995,,,,,
CHL,1996,,,,,
CHL,1997,,,,,
CHL,1998,,,,,
CHL,1999,,,,,
CHL,2000,,,,,
CHL,2001,,,,,
CHL,2002,,,,,
CHL,2003,,,,,
CHL,2004,,,,,
CHL,2005,,,,,
CHL,2006,,,,,
CHL,2007,,,,,
CHL,2008,,,,,
CHL,2009,,,,,
CHL,2010,,,,,
CHL,2011,,,,,
CHL,2012,,,,,
CHL,2013,,,,,
CHL,2014,,,,,
CHL,2015,,,,,
CHL,2016,,,,,
CHL,2017,,,,,
CHL,2018,,,,,
CHL,2019,,,,,
CHN,1950,,,,,
CHN,1951,,,,,
CHN,1952,,,,,
CHN,1953,,,,,
CHN,1954,,,,,
CHN,1955,,,,,
CHN,1956,,,,,
CHN,1957,,,,,
CHN,1958,,,,,
CHN,1959,,,,,
CHN,1960,,,,,
CHN,1961,,,,,
CHN,1962,,,,,
CHN,1963,,,,,
CHN,1964,,,,,
CHN,1965,,,,,
CHN,1966,,,,,
CHN,1967,,,,,
CHN,1968,,,,,
CHN,1969,,,,,
CHN,1970,,,,,
CHN,1971,,,,,
CHN,1972,,,,,
CHN,1973,,,,,
CHN,1974,,,,,
CHN,1975,,,,,
CHN,1976,,,,,
CHN,1977,,,,,
CHN,1978,,,,,
CHN,1979,,,,,
CHN,1980,,,,,
CHN,1981,,,,,
CHN,1982,,,,,
CHN,1983,,,,,
CHN,1984,,,1,,
CHN,1985,,,,,
CHN,1986,,,,,
CHN,1987,,,,,
CHN,1988,,,,,
CHN,1989,,,,,
CHN,1990,,,,,
CHN,1991,,,,,
CHN,1992,,,,,
CHN,1993,,,,,
CHN,1994,,,1,,
CHN,1995,,,,,
CHN,1996,,,,,
CHN,1997,,,,,
CHN,1998,,,,,
CHN,1999,,,,,
CHN,2000,,,,,
CHN,2001,,,,,
CHN,2002,,,,,
CHN,2003,,,,,
CHN,2004,,,,,
CHN,2005,,,,,
CHN,2006,,,,,
CHN,2007,,,,,
CHN,2008,,,,,
CHN,2009,,,,,
CHN,2010,,,,,
CHN,2011,,,,,
CHN,2012,,,,,
CHN,2013,,,,,
CHN,2014,,,,,
CHN,2015,,,,,
CHN,2016,,,,,
CHN,2017,,,,,
CHN,2018,,,,,
CHN,2019,,,,,
CIV,1950,,,,,
CIV,1951,,,,,
CIV,1952,,,,,
CIV,1953,,,,,
CIV,1954,,,,,
CIV,1955,,,,,
CIV,1956,,,,,
CIV,1957,,,,,
CIV,1958,,,,,
CIV,1959,,,,,
CIV,1960,,,,,
CIV,1961,,,,,
CIV,1962,,,,,
CIV,1963,,,,,
CIV,1964,,,,,
CIV,1965,,,,,
CIV,1966,,,,,
CIV,1967,,,,,
CIV,1968,,,,,
CIV,1969,,,,,
CIV,1970,,,,,
CIV,1971,,,,,
CIV,1972,,,,,
CIV,1973,,,,,
CIV,1974,,,,,
CIV,1975,,,,,
CIV,1976,,,,,
CIV,1977,,,,,
CIV,1978,,,,,
CIV,1979,,,,,
CIV,1980,,,,,
CIV,1981,,,,,
CIV,1982,,,,,
CIV,1983,,1,,,
CIV,1984,,1,,,
CIV,1985,,1,,,
CIV,1986,,1,,,
CIV,1987,,1,,,
CIV,1988,1,1,,,
CIV,1989,1,1,,,
CIV,1990,1,1,,,
CIV,1991,1,1,,,
CIV,1992,1,1,,,
CIV,1993,,1,,,
CIV,1994,,1,1,,
CIV,1995,,1,,,
CIV,1996,,1,,,
CIV,1997,,1,,,
CIV,1998,,1,,,
CIV,1999,,1,,,
CIV,2000,,1,,,
CIV,2001,,1,,,
CIV,2002,,1,,,
CIV,2003,,1,,,
CIV,2004,,1,,,
CIV,2005,,1,,,
CIV,2006,,1,,,
CIV,2007,,1,,,
CIV,2008,,1,,,
CIV,2009,,1,,,
CIV,2010,,1,,,
CIV,2011,,1,,,
CIV,2012,,1,,,
CIV,2013,,1,,,
CIV,2014,,,,,
CIV,2015,,,,,
CIV,2016,,,,,
CIV,2017,,,,,
CIV,2018,,,,,
CIV,2019,,,,,
CMR,1950,,,,,
CMR,1951,,,,,
CMR,1952,,,,,
CMR,1953,,,,,
CMR,1954,,,,,
CMR,1955,,,,,
CMR,1956,,,,,
CMR,1957,,,,,
CMR,1958,,,,,
CMR,1959,,,,,
CMR,1960,,,,,
CMR,1961,,,,,
CMR,1962,,,,,
CMR,1963,,,,,
CMR,1964,,,,,
CMR,1965,,,,,
CMR,1966,,,,,
CMR,1967,,,,,
CMR,1968,,,,,
CMR,1969,,,,,
CMR,1970,,,,,
CMR,1971,,,,,
CMR,1972,,,,,
CMR,1973,,,,,
CMR,1974,,,,,
CMR,1975,,,,,
CMR,1976,,,,,
CMR,1977,,,,,
CMR,1978,,,,,
CMR,1979,,,,,
CMR,1980,,,,,
CMR,1981,,,,,
CMR,1982,,,,,
CMR,1983,,,,,
CMR,1984,,,,,
CMR,1985,,1,,,
CMR,1986,,1,,,
CMR,1987,1,1,,,
CMR,1988,1,1,,,
CMR,1989,1,1,,,
CMR,1990,1,1,,,
CMR,1991,1,1,,,
CMR,1992,,1,,,
CMR,1993,,1,,,
CMR,1994,,1,1,1,
CMR,1995,1,1,,1,
CMR,1996,1,1,,,
CMR,1997,1,1,,,
CMR,1998,,1,,,
CMR,1999,,1,,,
CMR,2000,,1,,,
CMR,2001,,1,,,
CMR,2002,,1,,,
CMR,2003,,1,,,
CMR,2004,,1,,,
CMR,2005,,1,,,
CMR,2006,,1,,,
CMR,2007,,1,,,
CMR,2008,,,,,
CMR,2009,,,,,
CMR,2010,,,,,
CMR,2011,,,,,
CMR,2012,,,,,
CMR,2013,,,,,
CMR,2014,,,,,
CMR,2015,,,,,
CMR,2016,,,,,
CMR,2017,,,,,
CMR,2018,,,,,
CMR,2019,,,,,
COG,1950,,,,,
COG,1951,,,,,
COG,1952,,,,,
COG,1953,,,,,
COG,1954,,,,,
COG,1955,,,,,
COG,1956,,,,,
COG,1957,,,,,
COG,1958,,,,,
COG,1959,,,,,
COG,1960,,,,,
COG,1961,,,,,
COG,1962,,,,,
COG,1963,,,,,
COG,1964,,,,,
COG,1965,,,,,
COG,1966,,,,,
COG,1967,,,,,
COG,1968,,,,,
COG,1969,,,,,
COG,1970,,,,,
COG,1971,,1,,,
COG,1972,,1,,,
COG,1973,,1,,,
COG,1974,,1,,,
COG,1975,,1,,,
COG,1976,,1,,,
COG,1977,,1,,,
COG,1978,,1,,,
COG,1979,,1,,,
COG,1980,,,,,
COG,1981,,,,,
COG,1982,,1,,,
COG,1983,,1,,,
COG,1984,,1,,,
COG,1985,,1,,,
COG,1986,,1,,,
COG,1987,,1,,,
COG,1988,,1,,,
COG,1989,,1,,,
COG,1990,,1,,,
COG,1991,,1,,,
COG,1992,1,1,,,
COG,1993,1,1,,,
COG,1994,1,1,1,,
COG,1995,,1,,,
COG,1996,,1,,,
COG,1997,,1,,,
COG,1998,,1,,,
COG,1999,,1,,,
COG,2000,,1,,,
COG,2001,,1,,,
COG,2002,,1,,,
COG,2003,,1,,,
COG,2004,,1,,,
COG,2005,,1,,,
COG,2006,,1,,,
COG,2007,,1,,,
COG,2008,,1,,,
COG,2009,,1,,,
COG,2010,,1,,,
COG,2011,,1,,,
COG,2012,,1,,,
COG,2013,,1,,,
COG,2014,,1,,,
COG,2015,,1,,,
COG,2016,,1,,,
COG,2017,,1,,,
COG,2018,,1,,,
COG,2019,,1,,,
COL,1950,,,,,
COL,1951,,,,,
COL,1952,,,,,
COL,1953,,,,,
COL,1954,,,,,
COL,1955,,,,,
COL,1956,,,,,
COL,1957,,,1,,
COL,1958,,,1,,
COL,1959,,,,,
COL,1960,,,,,
COL,1961,,,,,
COL,1962,,,1,,
COL,1963,,,1,,
COL,1964,,,,,
COL,1965,,,1,,
COL,1966,,,,,
COL,1967,,,,,
COL,1968,,,,,
COL,1969,,,,,
COL,1970,,,,,
COL,1971,,,,,
COL,1972,,,,,
COL,1973,,,,,
COL,1974,,,,,
COL,1975,,,,,
COL,1976,,,,,
COL,1977,,,,,
COL,1978,,,,,
COL,1979,,,,,
COL,1980,,,,,
COL,1981,,,,,
COL,1982,1,,,,
COL,1983,,,,,
COL,1984,,,,,
COL,1985,,,1,,
COL,1986,,,,,
COL,1987,,,,,
COL,1988,,,,,
COL,1989,,,,,
COL,1990,,,,,
COL,1991,,,,,
COL,1992,,,,,
COL,1993,,,,,
COL,1994,,,,,
COL,1995,,,,,
COL,1996,,,,,
COL,1997,,,,,
COL,1998,1,,,,
COL,1999,1,,,,
COL,2000,1,,,,
COL,2001,,,,,
COL,2002,,,,,
COL,2003,,,,,
COL,2004,,,,,
COL,2005,,,,,
COL,2006,,,,,
COL,2007,,,,,
COL,2008,,,,,
COL,2009,,,,,
COL,2010,,,,,
COL,2011,,,,,
COL,2012,,,,,
COL,2013,,,,,
COL,2014,,,,,
COL,2015,,,1,,
COL,2016,,,,,
COL,2017,,,,,
COL,2018,,,,,
COL,2019,,,,,
COM,1950,,,,,
COM,1951,,,,,
COM,1952,,,,,
COM,1953,,,,,
COM,1954,,,,,
COM,1955,,,,,
COM,1956,,,,,
COM,1957,,,,,
COM,1958,,,,,
COM,1959,,,,,
COM,1960,,,,,
COM,1961,,,,,
COM,1962,,,,,
COM,1963,,,,,
COM,1964,,,,,
COM,1965,,,,,
COM,1966,,,,,
COM,1967,,,,,
COM,1968,,,,,
COM,1969,,,,,
COM,1970,,,,,
COM,1971,,,,,
COM,1972,,,,,
COM,1973,,,,,
COM,1974,,,,,
COM,1975,,,,,
COM,1976,,,,,
COM,1977,,,,,
COM,1978,,,,,
COM,1979,,,,,
COM,1980,,,,,
COM,1981,,,,,
COM,1982,,,,,
COM,1983,,,,,
COM,1984,,1,,,
COM,1985,,1,,,
COM,1986,,1,,,
COM,1987,,1,,,
COM,1988,,1,,,
COM,1989,,1,,,
COM,1990,,1,,,
COM,1991,,1,,,
COM,1992,,1,,,
COM,1993,,1,,,
COM,1994,,1,1,,
COM,1995,,1,,,
COM,1996,,1,,,
COM,1997,,1,,,
COM,1998,,1,,,
COM,1999,,1,,,
COM,2000,,1,,,
COM,2001,,1,,,
COM,2002,,1,,,
COM,2003,,1,,,
COM,2004,,1,,,
COM,2005,,1,,,
COM,2006,,1,,,
COM,2007,,1,,,
COM,2008,,1,,,
COM,2009,,1,,,
COM,2010,,1,,,
COM,2011,,1,,,
COM,2012,,1,,,
COM,2013,,1,,,
COM,2014,,,,,
COM,2015,,,,,
COM,2016,,,,,
COM,2017,,,,,
COM,2018,,,,,
COM,2019,,,,,
CPV,1950,,,,,
CPV,1951,,,,,
CPV,1952,,,,,
CPV,1953,,,,,
CPV,1954,,,,,
CPV,1955,,,,,
CPV,1956,,,,,
CPV,1957,,,,,
CPV,1958,,,,,
CPV,1959,,,,,
CPV,1960,,,,,
CPV,1961,,,,,
CPV,1962,,,,,
CPV,1963,,,,,
CPV,1964,,,,,
CPV,1965,,,,,
CPV,1966,,,,,
CPV,1967,,,,,
CPV,1968,,,,,
CPV,1969,,,,,
CPV,1970,,,,,
CPV,1971,,,,,
CPV,1972,,,,,
CPV,1973,,,,,
CPV,1974,,,,,
CPV,1975,,,,,
CPV,1976,,,,,
CPV,1977,,,,,
CPV,1978,,,,,
CPV,1979,,,,,
CPV,1980,,,,,
CPV,1981,,,,,
CPV,1982,,,,,
CPV,1983,,,,,
CPV,1984,,,,,
CPV,1985,,1,,,
CPV,1986,,1,,,
CPV,1987,,1,,,
CPV,1988,,1,,,
CPV,1989,,1,,,
CPV,1990,,1,,,
CPV,1991,,1,,,
CPV,1992,,1,,,
CPV,1993,1,1,,,
CPV,1994,,1,,,
CPV,1995,,1,,,
CPV,1996,,1,,,
CPV,1997,,1,,,
CPV,1998,,1,,,
CPV,1999,,1,,,
CPV,2000,,1,,,
CPV,2001,,1,,,
CPV,2002,,1,,,
CPV,2003,,1,,,
CPV,2004,,,,,
CPV,2005,,,,,
CPV,2006,,,,,
CPV,2007,,,,,
CPV,2008,,,,,
CPV,2009,,,,,
CPV,2010,,,,,
CPV,2011,,,,,
CPV,2012,,,,,
CPV,2013,,,,,
CPV,2014,,,,,
CPV,2015,,,,,
CPV,2016,,,,,
CPV,2017,,,,,
CPV,2018,,,,,
CPV,2019,,,,,
CRI,1950,,,,,
CRI,1951,,,,,
CRI,1952,,,,,
CRI,1953,,,,,
CRI,1954,,,,,
CRI,1955,,,,,
CRI,1956,,,,,
CRI,1957,,,,,
CRI,1958,,,,,
CRI,1959,,,,,
CRI,1960,,,,,
CRI,1961,,,,,
CRI,1962,,,,,
CRI,1963,,,,,
CRI,1964,,,,,
CRI,1965,,,,,
CRI,1966,,,,,
CRI,1967,,,,,
CRI,1968,,,,,
CRI,1969,,,,,
CRI,1970,,,,,
CRI,1971,,,,,
CRI,1972,,,,,
CRI,1973,,,,,
CRI,1974,,,,,
CRI,1975,,,,,
CRI,1976,,,,,
CRI,1977,,,,,
