fold,preindex,country_id,y_true,y_pred,dataset,mse,rmse,sanction,neighbor,log_rgdp,log_pop,polity2,shap_sanction,shap_neighbor,shap_log_rgdp,shap_log_pop,shap_polity2,shap_country_id
3,0,0,0.0,8.498102,train,,,,,,,,,,,,,
3,1,0,0.0,8.528456,train,,,,,,,,,,,,,
3,3,0,0.0,8.583158,train,,,,,,,,,,,,,
3,4,0,0.0,8.611106,train,,,,,,,,,,,,,
3,5,1,0.0,5.2127666,train,,,,,,,,,,,,,
3,6,1,0.0,5.234741,train,,,,,,,,,,,,,
3,7,1,0.0,5.256101,train,,,,,,,,,,,,,
3,8,1,0.0,5.276431,train,,,,,,,,,,,,,
3,9,1,0.0,5.2951617,train,,,,,,,,,,,,,
3,10,1,0.0,5.315298,train,,,,,,,,,,,,,
3,12,1,0.0,5.3545904,train,,,,,,,,,,,,,
3,13,1,0.0,5.3712034,train,,,,,,,,,,,,,
3,14,1,0.0,5.401842,train,,,,,,,,,,,,,
3,15,1,0.0,12.194633,train,,,,,,,,,,,,,
3,16,1,0.0,13.278974,train,,,,,,,,,,,,,
3,18,1,0.0,13.777437,train,,,,,,,,,,,,,
3,19,1,0.0,13.792327,train,,,,,,,,,,,,,
3,20,1,20.537579,13.75899,train,,,,,,,,,,,,,
3,22,1,20.82798,13.7444,train,,,,,,,,,,,,,
3,23,1,20.96032,13.7662525,train,,,,,,,,,,,,,
3,24,1,21.103767,13.798896,train,,,,,,,,,,,,,
3,25,1,21.506165,13.815558,train,,,,,,,,,,,,,
3,26,1,21.647854,13.879381,train,,,,,,,,,,,,,
3,27,1,21.741493,14.516805,train,,,,,,,,,,,,,
3,28,1,21.791498,14.527068,train,,,,,,,,,,,,,
3,29,1,21.870459,14.537063,train,,,,,,,,,,,,,
3,30,1,22.02056,15.1177,train,,,,,,,,,,,,,
3,32,1,22.300573,15.144118,train,,,,,,,,,,,,,
3,33,1,22.349419,15.16116,train,,,,,,,,,,,,,
3,34,1,22.355192,15.167361,train,,,,,,,,,,,,,
3,35,1,22.349447,15.175401,train,,,,,,,,,,,,,
3,36,1,22.405745,15.181312,train,,,,,,,,,,,,,
3,38,1,22.327463,15.186523,train,,,,,,,,,,,,,
3,39,1,22.373909,15.190568,train,,,,,,,,,,,,,
3,43,1,22.486023,15.224428,train,,,,,,,,,,,,,
3,44,2,22.699682,23.879705,train,,,,,,,,,,,,,
3,45,2,22.46382,20.777336,train,,,,,,,,,,,,,
3,46,2,22.779554,20.152899,train,,,,,,,,,,,,,
3,47,2,22.726292,20.160439,train,,,,,,,,,,,,,
3,48,2,23.161928,20.185898,train,,,,,,,,,,,,,
3,49,2,23.5428,20.200926,train,,,,,,,,,,,,,
3,50,2,23.45682,20.839006,train,,,,,,,,,,,,,
3,51,2,22.902042,20.851126,train,,,,,,,,,,,,,
3,52,2,22.830292,24.426249,train,,,,,,,,,,,,,
3,53,2,22.876268,24.43836,train,,,,,,,,,,,,,
3,54,2,22.73657,24.430792,train,,,,,,,,,,,,,
3,60,2,23.301474,24.215834,train,,,,,,,,,,,,,
3,62,2,23.944464,23.74608,train,,,,,,,,,,,,,
3,63,2,24.136168,23.7706,train,,,,,,,,,,,,,
3,64,2,24.032953,23.767452,train,,,,,,,,,,,,,
3,65,2,24.19447,23.790627,train,,,,,,,,,,,,,
3,66,2,24.432474,23.82129,train,,,,,,,,,,,,,
3,67,2,24.51326,23.838833,train,,,,,,,,,,,,,
3,68,2,24.393724,24.025152,train,,,,,,,,,,,,,
3,69,2,24.392147,24.028566,train,,,,,,,,,,,,,
3,70,2,24.241945,24.575823,train,,,,,,,,,,,,,
3,71,2,23.547606,24.603323,train,,,,,,,,,,,,,
3,72,2,23.866535,24.63254,train,,,,,,,,,,,,,
3,73,2,24.203876,24.662169,train,,,,,,,,,,,,,
3,74,2,24.350988,24.691427,train,,,,,,,,,,,,,
3,75,2,24.455275,24.718582,train,,,,,,,,,,,,,
3,76,2,24.634594,24.748114,train,,,,,,,,,,,,,
3,77,2,24.761774,24.76437,train,,,,,,,,,,,,,
3,79,2,24.85985,24.17132,train,,,,,,,,,,,,,
3,81,2,25.010498,24.750963,train,,,,,,,,,,,,,
3,82,2,25.048592,24.763311,train,,,,,,,,,,,,,
3,84,2,24.972687,25.00639,train,,,,,,,,,,,,,
3,85,2,25.029297,25.005705,train,,,,,,,,,,,,,
3,86,2,25.174122,25.018782,train,,,,,,,,,,,,,
3,87,2,25.128483,25.016329,train,,,,,,,,,,,,,
3,88,3,0.0,19.056808,train,,,,,,,,,,,,,
3,89,3,0.0,18.918072,train,,,,,,,,,,,,,
3,91,3,21.98352,18.878878,train,,,,,,,,,,,,,
3,92,3,21.63712,17.914305,train,,,,,,,,,,,,,
3,93,3,21.63288,15.845749,train,,,,,,,,,,,,,
3,94,3,21.745415,15.8449135,train,,,,,,,,,,,,,
3,95,3,21.692238,18.717756,train,,,,,,,,,,,,,
3,96,3,21.675083,18.722776,train,,,,,,,,,,,,,
3,97,3,21.74296,18.734968,train,,,,,,,,,,,,,
3,98,3,21.809383,18.758003,train,,,,,,,,,,,,,
3,99,3,21.977005,18.792048,train,,,,,,,,,,,,,
3,101,3,22.185999,18.85732,train,,,,,,,,,,,,,
3,102,3,22.318401,18.894648,train,,,,,,,,,,,,,
3,103,3,22.355322,18.92772,train,,,,,,,,,,,,,
3,104,3,22.477493,18.964457,train,,,,,,,,,,,,,
3,105,3,22.547749,18.98203,train,,,,,,,,,,,,,
3,107,3,22.455574,18.935286,train,,,,,,,,,,,,,
3,108,3,22.432306,18.946873,train,,,,,,,,,,,,,
3,109,3,22.404602,18.966284,train,,,,,,,,,,,,,
3,110,3,22.404602,18.974325,train,,,,,,,,,,,,,
3,111,3,22.37723,18.983522,train,,,,,,,,,,,,,
3,113,3,22.27227,18.990038,train,,,,,,,,,,,,,
3,115,3,22.617079,19.448238,train,,,,,,,,,,,,,
3,116,4,24.08974,23.965109,train,,,,,,,,,,,,,
