fold,preindex,country_id,y_true,y_pred,dataset,mse,rmse,sanction,neighbor,log_rgdp,log_pop,polity2,shap_sanction,shap_neighbor,shap_log_rgdp,shap_log_pop,shap_polity2,shap_country_id
4,1,0,0.0,3.6116047,train,13.043689,3.6116047,1.0,1.0,23.718906,17.334595,-1.0,-0.0868328235149386,0.4233928748667252,-0.9788010214169843,-0.7506634112447499,-3.231436222607894,-10.515435351759198
4,2,0,0.0,3.616304,train,13.077654,3.616304,1.0,1.0,23.741257,17.36041,-1.0,-0.08683934201796617,0.42340410627921415,-0.9588533180753415,-0.7646350155572088,-3.2322138551672355,-10.515939300944408
4,4,0,0.0,3.6172276,train,13.084335,3.6172276,1.0,1.0,23.779205,17.417927,-1.0,-0.08666459304094097,0.4233581979970166,-0.9251685496072007,-0.7949518147160612,-3.233863321130479,-10.516863488247001
4,6,1,0.0,2.6552794,train,7.0505085,2.6552794,1.0,0.0,22.316133,14.818367,-9.0,-0.16281653173764457,-0.9838185910085838,-2.4061308262248815,0.7014360948453326,-6.921988576943679,-6.322783055613442
4,8,1,0.0,2.6604762,train,7.0781336,2.6604762,1.0,0.0,22.356182,14.860708,-9.0,-0.1626550355752311,-0.9840259892245122,-2.3652981789509435,0.6755207266459913,-6.928406919315467,-6.3260388036569
4,10,1,0.0,2.6211033,train,6.8701825,2.6211033,1.0,0.0,22.361237,14.9023075,-9.0,-0.16233517253398644,-0.9843323975205402,-2.3611424989253322,0.6476655601014714,-6.940619379426049,-6.329513232762617
4,11,1,0.0,2.6708903,train,7.133655,2.6708903,1.0,0.0,22.416079,14.921639,-9.0,-0.16243532061576893,-0.9842754998008404,-2.304243405655027,0.6382448089967211,-6.9371127240012145,-6.330667697047197
4,13,1,0.0,2.5992007,train,6.7558446,2.5992007,1.0,0.0,22.393866,14.960477,-9.0,-0.16200659225384142,-0.9846500728130341,-2.328629607990386,0.6104281309694063,-6.9531671331673905,-6.334154406999552
4,15,1,0.0,9.99705,train,99.94102,9.99705,1.0,0.0,22.387033,15.005347,1.0,-0.09814989910523152,-1.0584822044571247,-2.0152128346959746,0.4536578361789392,-1.1960016269087834,-4.840141631901266
4,16,1,0.0,13.088739,train,171.3151,13.088739,1.0,1.0,22.058498,14.999319,3.0,-0.10642486461003843,0.45157139043013106,-2.167301431695622,0.4608004756768537,-0.011247318426768392,-4.290040456136067
4,17,1,0.0,13.673913,train,186.97589,13.673913,1.0,1.0,21.983913,14.993255,5.0,-0.11294205697377552,0.415684800704326,-2.228835774779319,0.4348155252933533,0.6040672698020915,-4.190256454586995
4,18,1,0.0,13.752111,train,189.12057,13.752111,1.0,1.0,22.07521,14.987153,5.0,-0.1129552179972339,0.41550972886880333,-2.1498231688737874,0.4350529099702833,0.6017123697201409,-4.188766786654795
4,19,1,0.0,13.81619,train,190.8871,13.81619,1.0,1.0,22.154972,14.981014,5.0,-0.1133057985703139,0.41504096762339415,-2.081877457420037,0.434566862305007,0.5986195398966458,-4.188235947807633
4,20,1,19.503517,14.1700535,train,28.445835,5.3334637,0.0,1.0,22.280039,14.974837,5.0,0.1908848935763073,0.42404434470336116,-1.9902175705432925,0.4481572360197707,0.5668628303607257,-4.221059851964321
4,21,1,19.648336,11.347302,train,68.907166,8.301034,0.0,1.0,22.367134,14.968622,0.0,0.17131963813305012,0.4669509662787096,-2.076751286943759,0.5058409122625986,-1.5888556858698555,-4.882583706935243
4,22,1,19.446531,14.151059,train,28.042025,5.295472,0.0,1.0,22.251497,14.962367,5.0,0.19076587148507204,0.42405475966135964,-2.0141936099529327,0.45332284637292125,0.567311467647552,-4.221582830746968
4,23,1,19.737957,14.2204275,train,30.443132,5.5175295,0.0,1.0,22.33611,14.956074,5.0,0.19162480517228125,0.42358334104219547,-1.9413096980651248,0.4525921789010358,0.5634855719407407,-4.2209293320973655
4,25,1,20.615088,14.3745,train,38.944927,6.240587,0.0,1.0,22.524517,14.943367,5.0,0.19339046728610607,0.42252309894561546,-1.7791255466938054,0.45047139175733486,0.5554801747798895,-4.219619957645733
4,26,1,20.758808,14.167814,train,43.4412,6.590994,1.0,1.0,22.604189,14.933982,5.0,-0.11564709599812699,0.41142914946874015,-1.7010817974805845,0.43294606689611886,0.5774260897238995,-4.188635943055152
4,28,1,20.905018,14.758712,train,37.777077,6.146306,1.0,1.0,22.702368,14.927242,7.0,-0.12247089409827858,0.40093670324484254,-1.6228165698448866,0.4080404345194509,1.080449756542838,-4.136809215386707
4,29,1,21.074625,14.804506,train,39.31439,6.2701187,1.0,1.0,22.756048,14.923062,7.0,-0.12287170457840119,0.4019719070593512,-1.5763527387777974,0.4076215506792076,1.079014468073842,-4.136256873130799
4,30,1,21.291885,15.240896,train,36.61447,6.050989,1.0,1.0,22.80984,14.917945,9.0,-0.12254919497172799,0.39164181117216457,-1.5534237994352993,0.3961733159224163,1.4988267064094578,-4.121153260350221
4,31,1,21.448269,15.29039,train,37.91947,6.157879,1.0,1.0,22.86719,14.911635,9.0,-0.12279758485157981,0.3921102244059271,-1.503778901894891,0.39656075584887873,1.497346655885383,-4.1204317809740765
4,32,1,21.623165,15.340901,train,39.46684,6.2822638,1.0,1.0,22.9253,14.9040785,9.0,-0.12305735762914267,0.3925991965134979,-1.4534385913213117,0.39737891570727146,1.4957613804340335,-4.1197228151162495
4,34,1,21.621843,15.43266,train,38.30599,6.189183,1.0,1.0,23.030613,14.889667,9.0,-0.12350912761688256,0.39347015233834587,-1.3620217847824143,0.3992574256658542,1.4925049584309218,-4.118422167420382
