fold,y_true_imports,y_pred_imports,y_true_exports,y_pred_exports,mse_imports,mse_exports,country_id
3,22.02725,22.115917,21.982643,21.89281,22.905598,22.818457,7
3,22.183886,22.183994,21.952427,21.960007,22.905598,22.818457,7
3,23.411406,25.624414,23.447554,25.337862,22.905598,22.818457,8
3,23.125013,22.769472,23.401018,22.306387,22.905598,22.818457,8
3,23.900183,23.336563,23.91951,22.946627,22.905598,22.818457,8
3,23.957247,23.364548,23.858734,22.97669,22.905598,22.818457,8
3,21.632187,18.480068,21.538858,18.153399,22.905598,22.818457,9
3,21.200695,21.642557,21.417059,21.438591,22.905598,22.818457,9
3,22.35384,22.440363,22.102497,22.214798,22.905598,22.818457,9
3,22.555235,22.462004,22.165306,22.237051,22.905598,22.818457,9
3,22.412848,21.639172,22.1684,21.399515,22.905598,22.818457,9
3,22.684418,22.109344,22.652828,21.882038,22.905598,22.818457,9
3,22.76,21.296497,22.698362,21.06113,22.905598,22.818457,9
3,22.86473,21.3178,22.792332,21.08256,22.905598,22.818457,9
3,23.06374,21.189384,22.96207,20.96501,22.905598,22.818457,9
3,23.238745,21.303083,22.934473,21.08252,22.905598,22.818457,9
3,25.204647,21.829845,24.58627,21.459536,22.905598,22.818457,10
3,25.236298,22.368696,24.792875,22.061462,22.905598,22.818457,10
3,24.937702,23.008543,24.82733,22.681507,22.905598,22.818457,10
3,24.920166,24.486773,25.055883,24.216776,22.905598,22.818457,10
3,25.567453,25.384613,25.217518,25.143473,22.905598,22.818457,10
3,25.559547,25.391052,25.265432,25.149551,22.905598,22.818457,10
3,25.386705,25.271458,25.699999,25.022076,22.905598,22.818457,10
3,26.368713,25.60882,26.103163,25.36973,22.905598,22.818457,10
3,22.974548,20.656986,22.882872,20.327147,22.905598,22.818457,11
3,22.724972,21.68824,23.338373,21.43824,22.905598,22.818457,11
3,23.833214,24.256048,24.178335,24.036478,22.905598,22.818457,11
3,24.85884,24.80872,24.942179,24.581917,22.905598,22.818457,11
3,25.036144,24.994492,24.968376,24.783388,22.905598,22.818457,11
3,25.023922,25.0381,25.00635,24.828876,22.905598,22.818457,11
3,0.0,-0.5894251,0.0,-0.78509146,22.905598,22.818457,12
3,0.0,-0.5831937,0.0,-0.77978426,22.905598,22.818457,12
3,0.0,-0.45723808,0.0,-0.64055306,22.905598,22.818457,12
3,0.0,-0.49454194,0.0,-0.70464873,22.905598,22.818457,12
