fold,preindex,country_id,y_true,y_pred,dataset,mse,rmse,sanction,neighbor,log_rgdp,log_pop,polity2,shap_sanction,shap_neighbor,shap_log_rgdp,shap_log_pop,shap_polity2,shap_country_id
3,0,0,0.0,0.87575305,train,0.7669434,0.87575305,1.0,1.0,23.704496,17.303381,-1.0,-0.04853343235452809,0.22695196157693973,-0.21424452597896243,0.3039532531797917,-1.9677513827582191,-15.838595187286543
3,1,0,0.0,0.8810384,train,0.7762287,0.8810384,1.0,1.0,23.718906,17.334595,-1.0,-0.04870808184146733,0.22697664321462482,-0.2102983214159791,0.3116100896199552,-1.9719485862255126,-15.840565793911619
3,3,0,0.0,0.8901075,train,0.7922914,0.8901075,1.0,1.0,23.767384,17.389074,-1.0,-0.04892296458284019,0.2270278922816125,-0.1978767790496353,0.324732645650705,-1.9803625259399464,-15.84846311458945
3,4,0,0.0,0.89500284,train,0.8010301,0.89500284,1.0,1.0,23.779205,17.417927,-1.0,-0.049094197779893545,0.22703681307037832,-0.194634158869584,0.3318629062573119,-1.9841874499718335,-15.84995354866982
3,5,1,0.0,2.5394266,train,6.448687,2.5394266,1.0,0.0,22.260267,14.798337,-9.0,-0.05179416731993044,-1.1054312057793114,-0.7353272879223022,-0.5386916332344185,-6.849336622188492,-6.5939651155074515
3,7,1,0.0,2.577583,train,6.6439347,2.577583,1.0,0.0,22.345194,14.839499,-9.0,-0.051718898137407425,-1.1059974462191242,-0.7096311027208985,-0.5189898049732045,-6.853316722124817,-6.5967350715398805
3,8,1,0.0,2.5937114,train,6.727339,2.5937114,1.0,0.0,22.356182,14.860708,-9.0,-0.05175838522115911,-1.1063285751938796,-0.7060073493222389,-0.5089783580104528,-6.850434857090313,-6.5967534576753835
3,9,1,0.0,2.6071799,train,6.797387,2.6071799,1.0,0.0,22.343588,14.881747,-9.0,-0.051848011096316204,-1.1066930972238367,-0.7093150099913276,-0.4991372846861673,-6.844041054934265,-6.595758259048068
3,11,1,0.0,2.6431007,train,6.9859815,2.6431007,1.0,0.0,22.416079,14.921639,-9.0,-0.051816606680549535,-1.1072342030902655,-0.687350303461153,-0.48011773047844514,-6.846379447807872,-6.597973090241359
3,12,1,0.0,2.6563213,train,7.0560427,2.6563213,1.0,0.0,22.408169,14.94161,-9.0,-0.05189029371738137,-1.107577100882927,-0.689345801224313,-0.4707539424598236,-6.840883292446537,-6.597200879236059
3,13,1,0.0,2.6680746,train,7.1186223,2.6680746,1.0,0.0,22.393866,14.960477,-9.0,-0.051968618075051834,-1.1079130536814568,-0.693244432101644,-0.4619359527528282,-6.834653504610066,-6.5961819512148665
