fold,preindex,country_id,y_true_imports,y_pred_imports,y_true_exports,y_pred_exports,mse_imports,mse_exports,shap_sanction,shap_neighbor,shap_log_rgdp,shap_log_pop,shap_polity2,shap_country_id
1,430,11,25.092001,25.565508,25.001745,25.671158,14.119536,13.809969,0.342139024948071,0.24039452735582673,0.6370991733620606,0.31924871593714516,1.9630642700344259,5.166034577225651
1,432,11,25.015345,25.586805,24.982756,25.69263,14.119536,13.809969,0.3421606738319019,0.24042542056242108,0.6495349877725018,0.3275614736775587,1.9633370289156742,5.166258158937107
1,433,11,25.02697,25.597378,24.988722,25.703213,14.119536,13.809969,0.34217658235131176,0.24043843936919246,0.6550739684055318,0.33239909279347507,1.9634561736136649,5.1663059206356685
1,435,11,25.153093,25.628452,25.026754,25.734364,14.119536,13.809969,0.34221656557916696,0.24047921125093674,0.6718320649067622,0.34609433433413855,1.9638150931099987,5.166487431913623
1,436,12,0.0,-0.46680722,0.0,-0.5218079,14.119536,13.809969,-0.18320700384428026,0.20665215600530346,0.3281467324942349,1.72641372054567,-5.814672014527027,-13.627668407010534
1,438,12,0.0,-0.16251612,0.0,-0.14513811,14.119536,13.809969,-0.16941054953510523,0.20708763065685903,0.34369561849037905,1.7657514280937647,-5.32247690898553,-13.884690935747079
1,440,12,0.0,-0.16675499,0.0,-0.13471454,14.119536,13.809969,-0.16877346523106132,0.20704311550284404,0.37393951930353975,1.7689600206029934,-5.332263207990681,-13.913188572934516
1,443,12,0.0,-0.1679467,0.0,-0.11919367,14.119536,13.809969,-0.16813187103221788,0.20690671497335067,0.409686204686759,1.7765950263366115,-5.344337325461215,-13.946193045715486
1,445,12,0.0,-0.17735055,0.0,-0.10832673,14.119536,13.809969,-0.16770349716146796,0.20679069838424557,0.45111570475746876,1.7782948999851949,-5.357587590848409,-13.985788365937765
1,450,12,0.0,-0.18560085,0.0,-0.07877815,14.119536,13.809969,-0.16679886457572338,0.20617526549970056,0.5304350581653411,1.791575411004327,-5.385123058525226,-14.059392258505028
1,457,12,0.0,-0.2077539,0.0,-0.043469727,14.119536,13.809969,-0.16623638898134263,0.2039905303368962,0.6502859546504941,1.7993554876185949,-5.4332521330577634,-14.159424947210901
1,461,12,0.0,-0.21398795,0.0,-0.025689185,14.119536,13.809969,-0.16556490956991993,0.20294041605293664,0.7055243953118727,1.8032561505138913,-5.455098678524297,-14.202572920225563
1,463,12,0.0,-0.21922362,0.0,-0.018147483,14.119536,13.809969,-0.16522014633317714,0.20234562086562285,0.7342120635509515,1.803627544450266,-5.466935124767324,-14.22478117620449
1,464,12,0.0,-0.22288397,0.0,-0.014449045,14.119536,13.809969,-0.16506581031531156,0.2019978104904292,0.7503158151904767,1.8034597284123313,-5.47396121344716,-14.237157899806896
1,471,12,0.0,-0.25529465,0.0,0.010445893,14.119536,13.809969,-0.16495195913314908,0.19939211140821392,0.875032392606138,1.7981987073520829,-5.528890457173193,-14.331603045783933
1,478,12,0.0,-0.2576885,0.0,0.05440758,14.119536,13.809969,-0.16421833704163608,0.19797946858654403,0.9663879231363568,1.8037321742748271,-5.566745570935315,-14.392351750488086
1,479,12,0.0,-0.25757325,0.0,0.060716078,14.119536,13.809969,-0.16412751088539848,0.19785945840925048,0.978179974819224,1.8043934790343068,-5.571667348419631,-14.399738899844388
1,480,13,22.198383,22.185993,22.497147,22.249353,14.119536,13.809969,0.3592052497963031,-0.7803254911055081,0.24269001545011623,0.4216411516169712,1.5800269015729391,3.465227767318492
