fold,preindex,country_id,y_true,y_pred,dataset,mse,rmse,sanction,neighbor,log_rgdp,log_pop,polity2,shap_sanction,shap_neighbor,shap_log_rgdp,shap_log_pop,shap_polity2,shap_country_id
4,0,0,0.0,1.6722894,train,,,,,,,,,,,,,
4,1,0,0.0,1.6854464,train,,,,,,,,,,,,,
4,2,0,0.0,1.6973606,train,,,,,,,,,,,,,
4,3,0,0.0,1.7122264,train,,,,,,,,,,,,,
4,6,1,0.0,3.1144896,train,,,,,,,,,,,,,
4,7,1,0.0,3.1320171,train,,,,,,,,,,,,,
4,9,1,0.0,3.1335778,train,,,,,,,,,,,,,
4,10,1,0.0,3.1446729,train,,,,,,,,,,,,,
4,11,1,0.0,3.1765528,train,,,,,,,,,,,,,
4,14,1,0.0,3.2205381,train,,,,,,,,,,,,,
4,16,1,0.0,14.103426,train,,,,,,,,,,,,,
4,17,1,0.0,14.7926235,train,,,,,,,,,,,,,
4,18,1,0.0,14.838493,train,,,,,,,,,,,,,
4,19,1,0.0,14.878468,train,,,,,,,,,,,,,
4,20,1,20.537579,15.200818,train,,,,,,,,,,,,,
4,21,1,20.918896,13.208279,train,,,,,,,,,,,,,
4,22,1,20.82798,15.184741,train,,,,,,,,,,,,,
4,23,1,20.96032,15.227173,train,,,,,,,,,,,,,
4,24,1,21.103767,15.288308,train,,,,,,,,,,,,,
4,26,1,21.647854,15.102104,train,,,,,,,,,,,,,
4,27,1,21.741493,15.722176,train,,,,,,,,,,,,,
4,29,1,21.870459,15.775998,train,,,,,,,,,,,,,
4,31,1,22.104038,16.46281,train,,,,,,,,,,,,,
4,32,1,22.300573,16.488022,train,,,,,,,,,,,,,
4,33,1,22.349419,16.520895,train,,,,,,,,,,,,,
4,34,1,22.355192,16.536911,train,,,,,,,,,,,,,
4,35,1,22.349447,16.554869,train,,,,,,,,,,,,,
4,36,1,22.405745,16.567356,train,,,,,,,,,,,,,
4,37,1,22.33392,16.574333,train,,,,,,,,,,,,,
4,38,1,22.327463,16.579195,train,,,,,,,,,,,,,
4,39,1,22.373909,16.587912,train,,,,,,,,,,,,,
4,40,1,22.3468,16.59875,train,,,,,,,,,,,,,
4,41,1,22.404816,16.615171,train,,,,,,,,,,,,,
4,42,1,22.468918,16.63407,train,,,,,,,,,,,,,
4,43,1,22.486023,16.653849,train,,,,,,,,,,,,,
4,45,2,22.46382,20.000631,train,,,,,,,,,,,,,
4,47,2,22.726292,19.159178,train,,,,,,,,,,,,,
4,48,2,23.161928,19.210737,train,,,,,,,,,,,,,
4,49,2,23.5428,19.220732,train,,,,,,,,,,,,,
4,51,2,22.902042,19.798271,train,,,,,,,,,,,,,
4,52,2,22.830292,23.655985,train,,,,,,,,,,,,,
4,53,2,22.876268,23.665632,train,,,,,,,,,,,,,
4,55,2,22.90096,23.672213,train,,,,,,,,,,,,,
4,56,2,23.009682,23.68752,train,,,,,,,,,,,,,
4,57,2,22.913082,23.683546,train,,,,,,,,,,,,,
4,58,2,22.73256,23.3295,train,,,,,,,,,,,,,
