fold,preindex,country_id,y_true,y_pred,dataset,sanction,neighbor,log_rgdp,log_pop,polity2,shap_sanction,shap_neighbor,shap_log_rgdp,shap_log_pop,shap_polity2,shap_country_id
1,0,0,0.0,4.950498,train,,,,,,,,,,,
1,1,0,0.0,4.955632,train,,,,,,,,,,,
1,2,0,0.0,4.9662943,train,,,,,,,,,,,
1,4,0,0.0,4.9827647,train,,,,,,,,,,,
1,5,1,0.0,3.5230553,train,,,,,,,,,,,
1,6,1,0.0,3.5619428,train,,,,,,,,,,,
1,7,1,0.0,3.5784686,train,,,,,,,,,,,
1,8,1,0.0,3.5801516,train,,,,,,,,,,,
1,10,1,0.0,3.569925,train,,,,,,,,,,,
1,11,1,0.0,3.6082132,train,,,,,,,,,,,
1,12,1,0.0,3.5948284,train,,,,,,,,,,,
1,13,1,0.0,3.5765834,train,,,,,,,,,,,
1,15,1,0.0,9.956139,train,,,,,,,,,,,
1,16,1,0.0,12.484446,train,,,,,,,,,,,
1,17,1,0.0,13.056458,train,,,,,,,,,,,
1,18,1,0.0,13.121106,train,,,,,,,,,,,
1,19,1,0.0,13.177708,train,,,,,,,,,,,
1,20,1,19.503517,13.619731,train,,,,,,,,,,,
1,21,1,19.648336,11.592447,train,,,,,,,,,,,
1,22,1,19.446531,13.601703,train,,,,,,,,,,,
1,23,1,19.737957,13.661713,train,,,,,,,,,,,
1,25,1,20.615088,13.790072,train,,,,,,,,,,,
1,27,1,20.793716,13.836551,train,,,,,,,,,,,
1,28,1,20.905018,13.865152,train,,,,,,,,,,,
1,30,1,21.291885,14.30879,train,,,,,,,,,,,
1,31,1,21.448269,14.33901,train,,,,,,,,,,,
1,33,1,21.575806,14.407641,train,,,,,,,,,,,
1,34,1,21.621843,14.424677,train,,,,,,,,,,,
1,36,1,21.86203,14.457003,train,,,,,,,,,,,
1,37,1,21.864962,14.464405,train,,,,,,,,,,,
1,38,1,21.880728,14.469577,train,,,,,,,,,,,
1,39,1,21.87903,14.47883,train,,,,,,,,,,,
1,40,1,21.856247,14.490338,train,,,,,,,,,,,
1,41,1,21.929243,14.507747,train,,,,,,,,,,,
1,42,1,22.05115,14.527769,train,,,,,,,,,,,
1,44,2,22.873095,23.830572,train,,,,,,,,,,,
1,46,2,23.388582,20.779392,train,,,,,,,,,,,
1,47,2,23.473907,20.752565,train,,,,,,,,,,,
1,48,2,23.44138,20.809927,train,,,,,,,,,,,
1,49,2,23.388582,20.81964,train,,,,,,,,,,,
1,50,2,23.439312,21.037027,train,,,,,,,,,,,
1,52,2,23.503517,23.864336,train,,,,,,,,,,,
1,53,2,23.47726,23.874456,train,,,,,,,,,,,
1,54,2,23.621828,23.845015,train,,,,,,,,,,,
1,55,2,23.513458,23.88046,train,,,,,,,,,,,
1,56,2,23.478018,23.89694,train,,,,,,,,,,,
1,57,2,23.649612,23.891802,train,,,,,,,,,,,
1,58,2,23.721285,23.682365,train,,,,,,,,,,,
1,59,2,23.886898,24.035387,train,,,,,,,,,,,
1,60,2,23.849983,24.08666,train,,,,,,,,,,,
1,61,2,23.839632,23.20432,train,,,,,,,,,,,
1,62,2,23.878693,23.250654,train,,,,,,,,,,,
1,64,2,24.224192,23.268686,train,,,,,,,,,,,
1,65,2,24.297876,23.300539,train,,,,,,,,,,,
1,66,2,24.412788,23.346241,train,,,,,,,,,,,
1,67,2,24.51375,23.368816,train,,,,,,,,,,,
1,68,2,24.501066,23.517847,train,,,,,,,,,,,
1,69,2,24.52773,23.514162,train,,,,,,,,,,,
1,70,2,24.554773,24.416368,train,,,,,,,,,,,
1,72,2,24.64346,24.034115,train,,,,,,,,,,,
1,74,2,24.842691,24.134024,train,,,,,,,,,,,
1,75,2,24.896812,24.179258,train,,,,,,,,,,,
1,77,2,24.982666,24.253153,train,,,,,,,,,,,
1,78,2,24.884535,23.657887,train,,,,,,,,,,,
1,80,2,25.05531,24.675085,train,,,,,,,,,,,
1,81,2,25.013357,24.670029,train,,,,,,,,,,,
1,82,2,24.97752,24.684534,train,,,,,,,,,,,
1,83,2,24.905174,24.670763,train,,,,,,,,,,,
1,85,2,24.928816,24.843718,train,,,,,,,,,,,
1,86,2,24.954634,24.860474,train,,,,,,,,,,,
1,88,3,0.0,18.176617,train,,,,,,,,,,,
1,89,3,0.0,17.492443,train,,,,,,,,,,,
1,90,3,0.0,17.437899,train,,,,,,,,,,,
1,92,3,20.345243,16.64205,train,,,,,,,,,,,
1,94,3,20.349607,14.69302,train,,,,,,,,,,,
1,96,3,20.474154,17.436777,train,,,,,,,,,,,
1,98,3,20.88717,17.520576,train,,,,,,,,,,,
1,99,3,21.182966,17.591085,train,,,,,,,,,,,
1,100,3,21.449594,17.665812,train,,,,,,,,,,,
1,101,3,21.42423,17.722689,train,,,,,,,,,,,
1,102,3,21.575127,17.796965,train,,,,,,,,,,,
1,104,3,21.46319,17.940807,train,,,,,,,,,,,
1,105,3,21.32301,17.978588,train,,,,,,,,,,,
1,106,3,21.212795,17.890821,train,,,,,,,,,,,
1,107,3,21.447868,17.902851,train,,,,,,,,,,,
1,108,3,21.586744,17.928776,train,,,,,,,,,,,
1,109,3,21.674166,17.968319,train,,,,,,,,,,,
1,111,3,21.818703,18.006628,train,,,,,,,,,,,
1,112,3,21.866539,18.024416,train,,,,,,,,,,,
1,113,3,22.059635,18.025223,train,,,,,,,,,,,
1,114,3,22.236107,18.066381,train,,,,,,,,,,,
1,115,3,22.284897,18.430933,train,,,,,,,,,,,
1,117,4,24.333012,24.214922,train,,,,,,,,,,,
1,118,4,24.402016,24.236063,train,,,,,,,,,,,
1,119,4,24.42429,24.242056,train,,,,,,,,,,,
1,120,4,24.492838,24.265678,train,,,,,,,,,,,
1,121,4,24.56112,24.283785,train,,,,,,,,,,,
1,123,4,24.53469,24.323946,train,,,,,,,,,,,
1,125,4,24.613422,24.33877,train,,,,,,,,,,,
1,126,4,24.756998,24.369324,train,,,,,,,,,,,
1,127,4,24.794134,24.392765,train,,,,,,,,,,,
1,128,4,24.88967,24.408438,train,,,,,,,,,,,
1,129,4,24.970797,24.441832,train,,,,,,,,,,,
1,130,4,24.981106,24.464956,train,,,,,,,,,,,
1,131,4,25.026752,24.486265,train,,,,,,,,,,,
1,132,4,25.13342,24.485035,train,,,,,,,,,,,
1,134,4,25.295252,24.511808,train,,,,,,,,,,,
1,135,4,25.386705,24.534962,train,,,,,,,,,,,
1,136,4,25.432796,24.199854,train,,,,,,,,,,,
1,137,4,25.527287,24.58037,train,,,,,,,,,,,
1,138,4,25.62854,24.603235,train,,,,,,,,,,,
1,139,4,25.672026,24.629896,train,,,,,,,,,,,
1,140,4,25.693079,24.65851,train,,,,,,,,,,,
1,141,4,25.78586,24.68136,train,,,,,,,,,,,
1,143,4,25.86493,24.359713,train,,,,,,,,,,,
1,144,4,25.87076,24.378195,train,,,,,,,,,,,
1,145,4,25.88232,24.402782,train,,,,,,,,,,,
1,147,4,25.943623,24.438082,train,,,,,,,,,,,
1,149,4,26.026571,24.482347,train,,,,,,,,,,,
1,150,4,26.051142,24.852194,train,,,,,,,,,,,
1,152,4,26.103163,24.880545,train,,,,,,,,,,,
1,153,4,26.148216,24.90386,train,,,,,,,,,,,
1,154,4,26.19973,24.919792,train,,,,,,,,,,,
1,155,4,26.260601,24.935553,train,,,,,,,,,,,
1,156,4,26.325384,24.948887,train,,,,,,,,,,,
1,157,4,26.389692,24.965546,train,,,,,,,,,,,
1,158,4,26.440294,24.979769,train,,,,,,,,,,,
1,159,4,26.482168,24.997236,train,,,,,,,,,,,
1,160,5,0.0,0.56805694,train,,,,,,,,,,,
1,161,5,0.0,3.0469892,train,,,,,,,,,,,
1,162,5,0.0,0.36090666,train,,,,,,,,,,,
1,163,5,0.0,0.278108,train,,,,,,,,,,,
1,164,5,0.0,-0.6848683,train,,,,,,,,,,,
1,165,5,0.0,-0.6826549,train,,,,,,,,,,,
1,168,5,0.0,-0.8076951,train,,,,,,,,,,,
1,169,5,0.0,-0.7904755,train,,,,,,,,,,,
1,171,5,0.0,-0.7603807,train,,,,,,,,,,,
1,172,5,0.0,-0.7431626,train,,,,,,,,,,,
1,173,5,0.0,-0.72674614,train,,,,,,,,,,,
1,174,5,0.0,-0.6787934,train,,,,,,,,,,,
1,175,5,0.0,-0.6158115,train,,,,,,,,,,,
1,177,5,0.0,-0.54242605,train,,,,,,,,,,,
1,178,5,0.0,-0.52165765,train,,,,,,,,,,,
1,179,5,0.0,-0.51019734,train,,,,,,,,,,,
1,181,5,0.0,-0.507545,train,,,,,,,,,,,
1,182,5,0.0,-0.49431944,train,,,,,,,,,,,
1,183,5,0.0,-0.48873305,train,,,,,,,,,,,
1,184,5,23.721996,-0.4873407,train,,,,,,,,,,,
1,185,5,0.0,-0.49697107,train,,,,,,,,,,,
1,186,5,0.0,-0.49765044,train,,,,,,,,,,,
1,188,6,24.994127,24.648579,train,,,,,,,,,,,
1,189,6,25.115168,24.68029,train,,,,,,,,,,,
1,190,6,25.136341,25.251532,train,,,,,,,,,,,
1,191,6,25.15894,25.267792,train,,,,,,,,,,,
1,193,6,25.225058,24.73854,train,,,,,,,,,,,
1,195,6,25.28582,24.74032,train,,,,,,,,,,,
1,196,6,25.311747,24.742102,train,,,,,,,,,,,
1,197,6,25.377226,24.75609,train,,,,,,,,,,,
1,198,6,25.377226,24.765524,train,,,,,,,,,,,
1,199,6,25.405397,24.775923,train,,,,,,,,,,,
1,201,6,25.543547,24.815828,train,,,,,,,,,,,
1,202,6,25.621105,24.835686,train,,,,,,,,,,,
1,203,6,25.664907,24.853653,train,,,,,,,,,,,
1,204,6,25.699999,24.864368,train,,,,,,,,,,,
1,205,6,25.733902,24.873404,train,,,,,,,,,,,
1,207,6,25.810862,24.886623,train,,,,,,,,,,,
1,208,6,25.859064,24.900316,train,,,,,,,,,,,
1,209,6,25.90505,25.476717,train,,,,,,,,,,,
1,211,6,26.036472,25.509773,train,,,,,,,,,,,
1,213,6,26.203905,25.551306,train,,,,,,,,,,,
1,214,6,26.208063,25.55786,train,,,,,,,,,,,
1,215,6,26.240719,25.567942,train,,,,,,,,,,,
1,216,6,26.256655,25.57419,train,,,,,,,,,,,
1,217,6,26.317978,25.594763,train,,,,,,,,,,,
1,218,6,26.368713,25.608397,train,,,,,,,,,,,
1,220,6,26.479008,25.304966,train,,,,,,,,,,,
1,221,6,26.497818,25.308073,train,,,,,,,,,,,
1,222,6,26.375755,25.296816,train,,,,,,,,,,,
1,223,6,26.475838,25.313751,train,,,,,,,,,,,
1,224,6,26.522358,25.324335,train,,,,,,,,,,,
1,225,6,26.51628,25.329008,train,,,,,,,,,,,
1,226,6,26.519323,25.331976,train,,,,,,,,,,,
1,227,6,26.569704,25.341326,train,,,,,,,,,,,
1,230,6,26.719717,24.80537,train,,,,,,,,,,,
1,231,6,26.734533,24.815924,train,,,,,,,,,,,
1,232,7,19.618761,18.24016,train,,,,,,,,,,,
1,233,7,19.582342,18.24729,train,,,,,,,,,,,
1,234,7,19.650637,18.27582,train,,,,,,,,,,,
1,235,7,19.742968,18.285046,train,,,,,,,,,,,
1,237,7,20.152662,18.359415,train,,,,,,,,,,,
1,240,7,19.61977,18.406797,train,,,,,,,,,,,
1,241,7,19.936052,18.450562,train,,,,,,,,,,,
1,242,7,20.180315,18.492373,train,,,,,,,,,,,
1,243,7,19.926846,18.50685,train,,,,,,,,,,,
1,245,7,19.661646,18.522734,train,,,,,,,,,,,
1,246,7,19.681007,18.497465,train,,,,,,,,,,,
1,247,7,20.240292,19.694807,train,,,,,,,,,,,
1,248,7,20.399805,20.895233,train,,,,,,,,,,,
1,250,7,20.716846,21.871868,train,,,,,,,,,,,
1,251,7,20.741045,21.885956,train,,,,,,,,,,,
1,252,7,20.723312,21.921587,train,,,,,,,,,,,
1,254,7,20.78551,21.982449,train,,,,,,,,,,,
1,255,7,20.890638,22.007105,train,,,,,,,,,,,
1,256,7,21.01981,22.039488,train,,,,,,,,,,,
1,257,7,20.908112,22.074715,train,,,,,,,,,,,
1,258,7,20.954884,22.10702,train,,,,,,,,,,,
1,259,7,21.05041,21.766973,train,,,,,,,,,,,
1,261,7,21.01473,21.815973,train,,,,,,,,,,,
1,262,7,21.110338,21.82794,train,,,,,,,,,,,
1,263,7,21.107384,22.020267,train,,,,,,,,,,,
1,264,7,21.348248,22.056099,train,,,,,,,,,,,
1,265,7,21.4444,22.085936,train,,,,,,,,,,,
1,266,7,21.39453,22.46973,train,,,,,,,,,,,
1,267,7,21.441393,22.483843,train,,,,,,,,,,,
1,269,7,21.555124,22.532135,train,,,,,,,,,,,
1,270,7,21.759958,22.574593,train,,,,,,,,,,,
1,271,7,21.982643,22.612503,train,,,,,,,,,,,
1,273,7,21.88477,22.645792,train,,,,,,,,,,,
1,274,7,21.952427,22.67993,train,,,,,,,,,,,
1,275,7,22.001217,22.719704,train,,,,,,,,,,,
1,276,8,23.86307,24.983513,train,,,,,,,,,,,
1,277,8,23.447554,24.556145,train,,,,,,,,,,,
1,278,8,23.193953,24.510077,train,,,,,,,,,,,
1,279,8,23.181879,24.77346,train,,,,,,,,,,,
1,280,8,22.933418,22.813225,train,,,,,,,,,,,
1,281,8,23.008526,21.654888,train,,,,,,,,,,,
1,282,8,23.300447,21.717733,train,,,,,,,,,,,
1,283,8,23.2138,21.396097,train,,,,,,,,,,,
1,285,8,23.401018,21.816519,train,,,,,,,,,,,
1,286,8,23.52405,21.843182,train,,,,,,,,,,,
1,288,8,23.687195,22.464003,train,,,,,,,,,,,
1,289,8,23.813831,22.526941,train,,,,,,,,,,,
1,290,8,23.78646,22.579023,train,,,,,,,,,,,
1,291,8,23.865017,22.634352,train,,,,,,,,,,,
1,292,8,23.91951,22.682287,train,,,,,,,,,,,
1,294,8,23.858734,22.73986,train,,,,,,,,,,,
1,295,8,23.932627,22.78362,train,,,,,,,,,,,
1,296,8,24.198065,22.814098,train,,,,,,,,,,,
1,297,8,24.304226,22.823778,train,,,,,,,,,,,
1,298,8,24.1464,22.829592,train,,,,,,,,,,,
1,300,8,24.212164,22.81689,train,,,,,,,,,,,
1,301,8,24.237831,22.801989,train,,,,,,,,,,,
1,302,8,24.309738,22.816536,train,,,,,,,,,,,
1,304,9,21.508085,19.533907,train,,,,,,,,,,,
1,306,9,21.589972,19.591528,train,,,,,,,,,,,
1,307,9,21.559608,19.739603,train,,,,,,,,,,,
1,308,9,21.575071,19.741816,train,,,,,,,,,,,
1,309,9,21.52601,19.21498,train,,,,,,,,,,,
1,310,9,21.538858,19.217268,train,,,,,,,,,,,
1,312,9,21.417059,21.907095,train,,,,,,,,,,,
1,313,9,21.354486,21.90728,train,,,,,,,,,,,
1,314,9,21.146946,22.234257,train,,,,,,,,,,,
1,315,9,21.322012,22.220367,train,,,,,,,,,,,
1,316,9,21.333,22.235949,train,,,,,,,,,,,
1,317,9,21.397934,22.254072,train,,,,,,,,,,,
1,318,9,21.61795,22.277174,train,,,,,,,,,,,
1,319,9,21.722927,22.30501,train,,,,,,,,,,,
1,321,9,21.804394,22.3472,train,,,,,,,,,,,
1,323,9,21.996681,22.40085,train,,,,,,,,,,,
1,324,9,22.083944,22.428799,train,,,,,,,,,,,
1,325,9,22.123825,22.454954,train,,,,,,,,,,,
1,326,9,22.102497,22.4844,train,,,,,,,,,,,
1,329,9,22.1684,21.611927,train,,,,,,,,,,,
1,330,9,22.248848,22.54444,train,,,,,,,,,,,
1,332,9,22.419003,22.040415,train,,,,,,,,,,,
1,333,9,22.572758,22.065435,train,,,,,,,,,,,
1,334,9,22.652828,22.091839,train,,,,,,,,,,,
1,336,9,22.790642,22.147566,train,,,,,,,,,,,
1,337,9,22.812155,22.183558,train,,,,,,,,,,,
1,338,9,22.698362,21.482393,train,,,,,,,,,,,
1,339,9,22.792332,21.50691,train,,,,,,,,,,,
1,340,9,22.83724,21.17005,train,,,,,,,,,,,
1,342,9,23.002203,21.239798,train,,,,,,,,,,,
1,343,9,23.10535,21.271776,train,,,,,,,,,,,
1,344,9,23.044338,21.300215,train,,,,,,,,,,,
1,345,9,22.985498,21.325375,train,,,,,,,,,,,
1,346,9,22.934473,21.350134,train,,,,,,,,,,,
1,347,9,22.985071,21.375027,train,,,,,,,,,,,
1,349,10,24.583334,21.549135,train,,,,,,,,,,,
1,350,10,24.579508,22.631224,train,,,,,,,,,,,
1,351,10,24.70395,22.29066,train,,,,,,,,,,,
1,352,10,24.792875,22.330547,train,,,,,,,,,,,
1,354,10,25.017359,22.358637,train,,,,,,,,,,,
1,355,10,24.82733,22.903837,train,,,,,,,,,,,
1,356,10,25.229557,22.88848,train,,,,,,,,,,,
1,357,10,25.48544,22.920359,train,,,,,,,,,,,
1,358,10,25.414614,24.64388,train,,,,,,,,,,,
1,359,10,25.146236,24.687437,train,,,,,,,,,,,
1,360,10,25.245792,24.708998,train,,,,,,,,,,,
1,361,10,25.423746,24.877642,train,,,,,,,,,,,
1,362,10,25.184029,24.897032,train,,,,,,,,,,,
1,363,10,25.055883,23.946114,train,,,,,,,,,,,
1,364,10,25.123087,23.95333,train,,,,,,,,,,,
1,366,10,25.357994,24.906315,train,,,,,,,,,,,
1,367,10,25.30789,24.940584,train,,,,,,,,,,,
1,368,10,25.117191,24.965776,train,,,,,,,,,,,
1,369,10,25.112984,24.979532,train,,,,,,,,,,,
1,370,10,25.217518,25.000006,train,,,,,,,,,,,
1,372,10,25.320927,24.079988,train,,,,,,,,,,,
1,373,10,25.441765,24.105692,train,,,,,,,,,,,
1,374,10,25.527287,23.748377,train,,,,,,,,,,,
1,378,10,25.927273,24.75135,train,,,,,,,,,,,
1,379,10,25.97029,24.774755,train,,,,,,,,,,,
1,380,10,26.031534,24.809866,train,,,,,,,,,,,
1,381,10,26.036472,24.839548,train,,,,,,,,,,,
1,383,10,26.051142,25.248968,train,,,,,,,,,,,
1,384,10,26.098545,25.272058,train,,,,,,,,,,,
1,385,10,26.103163,25.283674,train,,,,,,,,,,,
1,386,10,26.12143,25.30134,train,,,,,,,,,,,
1,388,10,26.170004,25.284796,train,,,,,,,,,,,
1,389,10,26.178587,25.26629,train,,,,,,,,,,,
1,390,10,26.228598,25.274443,train,,,,,,,,,,,
1,391,10,26.268444,25.2852,train,,,,,,,,,,,
1,392,11,22.27367,19.692017,train,,,,,,,,,,,
1,393,11,22.49153,19.713717,train,,,,,,,,,,,
1,394,11,22.603907,20.93344,train,,,,,,,,,,,
1,396,11,22.842371,21.025988,train,,,,,,,,,,,
1,397,11,22.976202,21.07184,train,,,,,,,,,,,
1,398,11,22.882872,21.109726,train,,,,,,,,,,,
1,399,11,22.928778,21.04243,train,,,,,,,,,,,
1,400,11,22.929071,21.181002,train,,,,,,,,,,,
1,402,11,23.067629,21.229345,train,,,,,,,,,,,
1,403,11,23.163792,21.260935,train,,,,,,,,,,,
1,404,11,23.22902,21.298544,train,,,,,,,,,,,
1,406,11,23.487751,23.745884,train,,,,,,,,,,,
1,407,11,23.57041,22.844475,train,,,,,,,,,,,
1,409,11,23.817987,24.242495,train,,,,,,,,,,,
1,410,11,23.852718,24.280794,train,,,,,,,,,,,
1,411,11,23.962717,24.31045,train,,,,,,,,,,,
1,412,11,24.066929,24.361395,train,,,,,,,,,,,
1,413,11,24.178335,24.400751,train,,,,,,,,,,,
1,414,11,24.29698,24.443289,train,,,,,,,,,,,
1,415,11,24.359282,24.468039,train,,,,,,,,,,,
1,416,11,24.426888,23.54122,train,,,,,,,,,,,
1,417,11,24.485832,23.737885,train,,,,,,,,,,,
1,418,11,24.559189,23.756567,train,,,,,,,,,,,
1,419,11,24.591105,24.333548,train,,,,,,,,,,,
1,421,11,24.798748,24.399607,train,,,,,,,,,,,
1,422,11,24.83096,24.433397,train,,,,,,,,,,,
1,423,11,24.881891,24.636122,train,,,,,,,,,,,
1,424,11,24.947233,24.666208,train,,,,,,,,,,,
1,425,11,24.942179,24.688595,train,,,,,,,,,,,
1,429,11,24.971601,25.153688,train,,,,,,,,,,,
1,430,11,25.001745,25.173117,train,,,,,,,,,,,
1,431,11,25.00635,25.184092,train,,,,,,,,,,,
1,433,11,24.988722,25.20799,train,,,,,,,,,,,
1,434,11,24.97906,25.216928,train,,,,,,,,,,,
1,435,11,25.026754,25.240765,train,,,,,,,,,,,
1,436,12,0.0,-1.7129531,train,,,,,,,,,,,
